ID,Name,Category,City,Country,Latitude,Longitude,Description,Entry_Time,Fee,Visit_Time
32209,Mangrove Gallery,Museum,Unknown,Singapore,1.4404805,103.7355896,Not Available,0,Not Available,Not Available
32210,Marina Bay View,Scenic View,Unknown,Singapore,1.2846726,103.8540476,Not Available,0,Not Available,Not Available
32211,Marsh Garden,Tourist Attraction,Unknown,Singapore,1.306808,103.8170484,Not Available,0,Not Available,Not Available
32212,Meerkat,Tourist Attraction,Unknown,Singapore,1.405231,103.7933181,Not Available,0,Not Available,Not Available
32213,Mekong Giant Catfish,Tourist Attraction,Unknown,Singapore,1.4042218,103.7918879,Not Available,0,Not Available,Not Available
32214,Mint Museum of Toys,Museum,Unknown,Singapore,1.2963108,103.8546099,Not Available,0,Not Available,Not Available
32215,Mizuma Gallery,Art Gallery,Unknown,Singapore,1.2792202,103.8050361,Not Available,0,Not Available,Not Available
32216,Monitor,Tourist Attraction,Unknown,Singapore,1.4030172,103.7950191,Not Available,0,Not Available,Not Available
32217,Monsoon Point Break,Scenic View,Unknown,Singapore,1.3164035,103.9761603,Not Available,0,Not Available,Not Available
32218,Motorbike (NBE),Tourist Attraction,Unknown,Singapore,1.365281,103.784848,Not Available,0,Not Available,Not Available
32219,Mount Faber,Natural Landmark,Unknown,Singapore,1.2735672,103.817645,Not Available,0,Not Available,Not Available
32220,Mount Serapong,Natural Landmark,Unknown,Singapore,1.2500947,103.8331333,Not Available,0,Not Available,Not Available
32221,Mouse Deer,Tourist Attraction,Unknown,Singapore,1.4028563,103.7898237,Not Available,Not Available,0,Not Available
32222,Mucciaccia Gallery,Art Gallery,Unknown,Singapore,1.2772696,103.8041642,Not Available,0,Not Available,Not Available
32223,Mudskipper,Tourist Attraction,Unknown,Singapore,1.4037509,103.7918369,Not Available,0,Not Available,Not Available
32224,Musical Box Museum,Museum,Unknown,Singapore,1.2807264,103.8474662,Not Available,0,Not Available,Not Available
32225,NS Gallery,Museum,Unknown,Singapore,1.4061784,104.0295003,Not Available,0,Not Available,Not Available
32226,NUS Museum,Museum,Unknown,Singapore,1.3014454,103.7725633,Not Available,0,Not Available,Not Available
32227,Naked Mole Rat,Tourist Attraction,Unknown,Singapore,1.4019105,103.7948067,Not Available,0,Not Available,Not Available
32228,National Gallery Singapore,Museum,Unknown,Singapore,1.2902557,103.8514709,Not Available,0,Not Available,Not Available
32229,Navy Museum,Museum,Unknown,Singapore,1.316641,104.0171589,Not Available,0,Not Available,Not Available
32230,New Art Museum Singapore,Art Gallery,Unknown,Singapore,1.2719293,103.8371022,Not Available,0,Not Available,Not Available
32231,New York,Tourist Attraction,Unknown,Singapore,1.2545643,103.8212738,Not Available,0,Not Available,Not Available
32232,Nubian Ibex,Tourist Attraction,Unknown,Singapore,1.4058849,103.7935656,Not Available,0,Not Available,Not Available
32233,Nyala,Tourist Attraction,Unknown,Singapore,1.4006334,103.7879153,Not Available,0,Not Available,Not Available
32234,Obelisk,Tourist Attraction,Unknown,Singapore,1.2628295,103.8049521,Not Available,0,Not Available,Not Available
32235,Objectifs - Centre for Photography and Film,Museum,Unknown,Singapore,1.2998033,103.8520187,Not Available,0,Not Available,Not Available
32236,Old Boys Gallery,Art Gallery,Unknown,Singapore,1.2765042,103.8358248,Not Available,0,Not Available,Not Available
32237,Old Jurong railway,Tourist Attraction,Unknown,Singapore,1.32846,103.780294,Not Available,0,Not Available,Not Available
32238,Old terraced houses,Tourist Attraction,Unknown,Singapore,1.3145414,103.9005788,Not Available,0,Not Available,Not Available
32239,Opera Gallery,Art Gallery,Unknown,Singapore,1.3035296,103.8324563,Not Available,0,Not Available,Not Available
32240,Orchid Breeding and Micropropagation Lab,Tourist Attraction,Unknown,Singapore,1.3085082,103.8181312,Not Available,0,Not Available,Not Available
32241,Oryx,Tourist Attraction,Unknown,Singapore,1.3996426,103.7891216,Not Available,0,Not Available,Not Available
32242,Otter,Tourist Attraction,Unknown,Singapore,1.4047226,103.7920234,Not Available,0,Not Available,Not Available
32243,Our Museum @ Taman Jurong,Museum,Unknown,Singapore,1.3351119,103.7220303,Not Available,0,Not Available,Not Available
32244,P. Biola,Natural Landmark,Unknown,Singapore,1.1641245,103.7423483,Not Available,0,Not Available,Not Available
32245,P. Salu,Natural Landmark,Unknown,Singapore,1.2168503,103.7066383,Not Available,0,Not Available,Not Available
32246,PUB Water Rapid Flow,Tourist Attraction,Unknown,Singapore,1.3571032,103.8045715,Not Available,0,Not Available,Not Available
32247,Pacu,Tourist Attraction,Unknown,Singapore,1.4032692,103.7903953,Not Available,0,Not Available,Not Available
32248,Paddle Lodge Pandan Reservoir,Tourist Attraction,Unknown,Singapore,1.3200331,103.7366181,Not Available,0,Not Available,Not Available
32249,Pangolin,Tourist Attraction,Unknown,Singapore,1.4028938,103.7896332,Not Available,0,Not Available,Not Available
32250,Pearl's Hill,Natural Landmark,Unknown,Singapore,1.2845482,103.8399396,Not Available,0,Not Available,Not Available
32251,Pelican,Tourist Attraction,Unknown,Singapore,1.4041983,103.7927885,Not Available,0,Not Available,Not Available
32252,Penarakan Houses,Tourist Attraction,Unknown,Singapore,1.3109516,103.9041935,Not Available,0,Not Available,Not Available
32253,Peng Kang Hill,Natural Landmark,Unknown,Singapore,1.3338446,103.6668506,Not Available,0,Not Available,Not Available
32254,Peranakan Terrace Houses,Tourist Attraction,Unknown,Singapore,1.3137524,103.90286,Not Available,0,Not Available,Not Available
32255,Petal Garden,Tourist Attraction,Unknown,Singapore,1.3607744,103.9893688,Not Available,0,Not Available,Not Available
32256,Pigmy Marmoset,Tourist Attraction,Unknown,Singapore,1.4022542,103.7961366,Not Available,0,Not Available,Not Available
32257,Pillbox,Tourist Attraction,Unknown,Singapore,1.2648422,103.8035416,Not Available,0,Not Available,Not Available
32258,Pipes,Tourist Attraction,Unknown,Singapore,1.3507915,103.7850961,Not Available,0,Not Available,Not Available
32259,Plant House,Tourist Attraction,Unknown,Singapore,1.3101143,103.8174937,Not Available,0,Not Available,Not Available
32260,Ploughshare Tortoise,Tourist Attraction,Unknown,Singapore,1.4031995,103.7949845,Not Available,0,Not Available,Not Available
32261,Pocket Greens Urban Farm & Barn,Tourist Attraction,Unknown,Singapore,1.3718548,103.7770068,Not Available,0,Not Available,Not Available
32262,Polar Bear,Tourist Attraction,Unknown,Singapore,1.4035535,103.7931029,Not Available,0,Not Available,Not Available
32263,Police Heritage Centre,Museum,Unknown,Singapore,1.324405,103.8454916,Not Available,0,Not Available,Not Available
32264,Porcupine,Tourist Attraction,Unknown,Singapore,1.4007728,103.7906276,Not Available,0,Not Available,Not Available
32265,Pororo Park,Theme Park,Unknown,Singapore,1.2906104,103.8570795,Not Available,0,Not Available,Not Available
32266,Possum,Tourist Attraction,Unknown,Singapore,1.4030648,103.7878308,Not Available,0,Not Available,Not Available
32267,Primary Rainforest Urban Walk,Tourist Attraction,Unknown,Singapore,1.3123211,103.8158633,Not Available,0,Not Available,Not Available
32268,Proboscis Monkey,Tourist Attraction,Unknown,Singapore,1.4046455,103.7915084,Not Available,Not Available,0,Not Available
32269,Puaka Hill,Natural Landmark,Unknown,Singapore,1.4081466,103.9594836,Not Available,Not Available,0,Not Available
32270,Pulau Subar Darat,Natural Landmark,Unknown,Singapore,1.2160125,103.8326317,Not Available,0,Not Available,Not Available
32271,Pulau Subar Laut,Natural Landmark,Unknown,Singapore,1.2138955,103.8344112,Not Available,0,Not Available,Not Available
32272,Pump House,Historical Ruins,Unknown,Singapore,1.3488033,103.8150064,Not Available,0,Not Available,Not Available
32273,Pygmy Hippo,Tourist Attraction,Unknown,Singapore,1.4052213,103.7930077,Not Available,0,Not Available,Not Available
32274,Rabbit,Tourist Attraction,Unknown,Singapore,1.4032297,103.7969398,Not Available,0,Not Available,Not Available
32275,Railway corridor entry point,Tourist Attraction,Unknown,Singapore,1.2752149,103.8323796,Not Available,0,Not Available,Not Available
32276,Railway museum,Museum,Unknown,Singapore,1.3345702,103.7815244,Not Available,0,Not Available,Not Available
32277,Rainbow Bridge,Tourist Attraction,Unknown,Singapore,1.4331759,103.7606836,Not Available,0,Not Available,Not Available
32278,Rainforest Fights Back,Tourist Attraction,Unknown,Singapore,1.4045174,103.7950301,Not Available,0,Not Available,Not Available
32279,Rambutan Hill,Natural Landmark,Unknown,Singapore,1.3384633,103.6745723,Not Available,0,Not Available,Not Available
32280,Raptor Tower,Scenic View,Unknown,Singapore,1.4165976,103.728495,Not Available,0,Not Available,Not Available
32281,Red Howler Monkey,Tourist Attraction,Unknown,Singapore,1.4016745,103.7916378,Not Available,0,Not Available,Not Available
32282,Red Panda,Tourist Attraction,Unknown,Singapore,1.4038149,103.7923305,Not Available,0,Not Available,Not Available
32283,Red River Hog,Tourist Attraction,Unknown,Singapore,1.4055149,103.7930185,Not Available,0,Not Available,Not Available
32284,Red-bellied Piranha,Tourist Attraction,Unknown,Singapore,1.4033993,103.7905253,Not Available,0,Not Available,Not Available
32285,Red-ruffed Lemur,Tourist Attraction,Unknown,Singapore,1.404113,103.7931666,Not Available,0,Not Available,Not Available
32286,Red-tailed Catfish,Tourist Attraction,Unknown,Singapore,1.4034073,103.7904167,Not Available,0,Not Available,Not Available
32287,Reedfish,Tourist Attraction,Unknown,Singapore,1.4040631,103.7911526,Not Available,0,Not Available,Not Available
32288,Ring-tailed Lemur,Tourist Attraction,Unknown,Singapore,1.4023989,103.7952545,Not Available,0,Not Available,Not Available
32289,Rock Sorter,Tourist Attraction,Unknown,Singapore,1.3439377,103.7813695,Not Available,0,Not Available,Not Available
32290,Route 2 - closed 2019,Scenic View,Unknown,Singapore,1.4453252,103.7242493,Not Available,Not Available,0,Not Available
32291,Ruin,Historical Ruins,Unknown,Singapore,1.3621163,103.7768798,Not Available,0,Not Available,Not Available
32292,Ruins,Tourist Attraction,Unknown,Singapore,1.2721544,103.814482,Not Available,Not Available,0,Not Available
32293,Ruins (NBE),Historical Ruins,Unknown,Singapore,1.367906,103.77972,Not Available,0,Not Available,Not Available
32294,SAM at Tanjong Pagar Distripark,Museum,Unknown,Singapore,1.2718818,103.8365546,Not Available,0,Not Available,Not Available
32295,Sakya Muni Buddha Gaya Temple,Monument,Unknown,Singapore,1.31482,103.856897,Not Available,0,Not Available,Not Available
32296,Sambar Deer,Tourist Attraction,Unknown,Singapore,1.4018239,103.7841266,Not Available,0,Not Available,Not Available
32297,San-Ee Art Gallery,Art Gallery,Unknown,Singapore,1.2968849,103.8540199,Not Available,0,Not Available,Not Available
32298,Sarimbun,Natural Landmark,Unknown,Singapore,1.4099719,103.6815221,Not Available,0,Not Available,Not Available
32299,Scented Sphere,Tourist Attraction,Unknown,Singapore,1.2530247,103.8185643,Not Available,0,Not Available,Not Available
32300,Sci-Fi City,Tourist Attraction,Unknown,Singapore,1.2536771,103.8219998,Not Available,0,Not Available,Not Available
32301,Seah Im Air Raid Shelter,Tourist Attraction,Unknown,Singapore,1.2688747,103.8173732,Not Available,0,Not Available,Not Available
32302,Seletar Aerospace Park,Tourist Attraction,Unknown,Singapore,1.4087181,103.8682223,Not Available,0,Not Available,Not Available
32303,Sembawang air raid shelter,Historical Ruins,Unknown,Singapore,1.4581218,103.8347217,Not Available,0,Not Available,Not Available
32304,Serval,Tourist Attraction,Unknown,Singapore,1.4049706,103.7937078,Not Available,0,Not Available,Not Available
32305,Shalom Bible-Presbyterian Church,Tourist Attraction,Unknown,Singapore,1.3782474,103.9582029,Not Available,0,Not Available,Not Available
32306,ShanghART Gallery,Art Gallery,Unknown,Singapore,1.2783119,103.8043783,Not Available,0,Not Available,Not Available
32307,Shelter Ruin,Historical Ruins,Unknown,Singapore,1.3561399,103.7768054,Not Available,0,Not Available,Not Available
32308,Shout,Art Gallery,Unknown,Singapore,1.3057775,103.8328918,Not Available,0,Not Available,Not Available
32309,Shrine,Tourist Attraction,Unknown,Singapore,1.2730334,103.8171795,Not Available,0,Not Available,Not Available
32310,Siamang,Tourist Attraction,Unknown,Singapore,1.4051248,103.7917129,Not Available,0,Not Available,Not Available
32311,Silver Arowana,Tourist Attraction,Unknown,Singapore,1.4028335,103.7915439,Not Available,0,Not Available,Not Available
32312,Sim Kwong Ho shophouses,Tourist Attraction,Unknown,Singapore,1.323241,103.8525342,Not Available,0,Not Available,Not Available
32313,Singapore Botanic Gardens Heritage Museum,Museum,Unknown,Singapore,1.3087398,103.8176157,Not Available,0,Not Available,Not Available
32314,Singapore City Gallery,Museum,Unknown,Singapore,1.2795017,103.8451897,Not Available,0,Not Available,Not Available
32315,Singapore Coin and Notes Museum,Museum,Unknown,Singapore,1.2834033,103.8444799,Not Available,0,Not Available,Not Available
32316,Singapore Maritime Gallery,Museum,Unknown,Singapore,1.2707176,103.8629867,Not Available,0,Not Available,Not Available
32317,Singapore Zoo,Zoo,Unknown,Singapore,1.4045935,103.7907296,Not Available,0,Not Available,Not Available
32318,Sir Stamford Raffles Statue,Monument,Unknown,Singapore,1.2881329,103.8519231,Not Available,0,Not Available,Not Available
32319,Skyville@Dawson,Scenic View,Unknown,Singapore,1.2958062,103.8099916,Not Available,0,Not Available,Not Available
32320,Sloth Bear,Tourist Attraction,Unknown,Singapore,1.4001481,103.7889265,Not Available,0,Not Available,Not Available
32321,Slow Loris,Tourist Attraction,Unknown,Singapore,1.4013601,103.7905492,Not Available,Not Available,0,Not Available
32322,Snakes,Tourist Attraction,Unknown,Singapore,1.4025211,103.7947643,Not Available,0,Not Available,Not Available
32323,Southern Ridges,Scenic View,Unknown,Singapore,1.2555712,103.8177397,Not Available,0,Not Available,Not Available
32324,Southernmost Point of Continental Asia,Scenic View,Unknown,Singapore,1.2479468,103.8214116,Not Available,Not Available,0,Not Available
32325,Spectral Tarsier,Tourist Attraction,Unknown,Singapore,1.4005369,103.7907436,Not Available,0,Not Available,Not Available
32326,Spider Monkey,Tourist Attraction,Unknown,Singapore,1.4048861,103.7945111,Not Available,0,Not Available,Not Available
32327,Spiny Hill Turtle,Tourist Attraction,Unknown,Singapore,1.4030735,103.7945417,Not Available,0,Not Available,Not Available
32328,Spiral Horned Antelope,Tourist Attraction,Unknown,Singapore,1.4005677,103.7880567,Not Available,0,Not Available,Not Available
32329,Splash Safari,Tourist Attraction,Unknown,Singapore,1.4044946,103.7949456,Not Available,0,Not Available,Not Available
32330,Squirrel Monkey,Tourist Attraction,Unknown,Singapore,1.4029555,103.7913018,Not Available,0,Not Available,Not Available
32331,Stamford Bridge,Historical Ruins,Unknown,Singapore,1.2919602,103.85472,Not Available,0,Not Available,Not Available
32332,Stone Tables,Historical Ruins,Unknown,Singapore,1.3564078,103.7567625,Not Available,0,Not Available,Not Available
32333,Storage Ruin,Tourist Attraction,Unknown,Singapore,1.272132,103.81336,Not Available,0,Not Available,Not Available
32334,Storks,Tourist Attraction,Unknown,Singapore,1.4041065,103.7920649,Not Available,Not Available,0,Not Available
32335,Straits Enclave,Museum,Unknown,Singapore,1.309326,103.9022572,Not Available,0,Not Available,Not Available
32336,Stream,Tourist Attraction,Unknown,Singapore,1.3558024,103.7575638,Not Available,0,Not Available,Not Available
32337,Street of Peranakan shophouses,Tourist Attraction,Unknown,Singapore,1.3141955,103.8989857,Not Available,0,Not Available,Not Available
32338,Sturgeon,Tourist Attraction,Unknown,Singapore,1.4038853,103.7922198,Not Available,0,Not Available,Not Available
32339,Sugar Glider,Tourist Attraction,Unknown,Singapore,1.4031083,103.7878844,Not Available,0,Not Available,Not Available
32340,Sumatran Ourang Utan,Tourist Attraction,Unknown,Singapore,1.4034462,103.7943197,Not Available,0,Not Available,Not Available
