user_id,place_id,rating,name_user,name_places
9,4141,5,Taleju Temple,Taleju Temple
10,4141,5,Taleju Temple,Taleju Temple
11,4141,5,Taleju Temple,Taleju Temple
12,4141,5,Taleju Temple,Taleju Temple
13,4141,4,Taleju Temple,Taleju Temple
14,4141,5,Taleju Temple,Taleju Temple
15,4141,5,Taleju Temple,Taleju Temple
16,4141,5,Taleju Temple,Taleju Temple
17,1132,5,Dipankar Mahavihar,Dipankar Mahavihar
18,1132,5,Dipankar Mahavihar,Dipankar Mahavihar
19,1132,5,Dipankar Mahavihar,Dipankar Mahavihar
20,1132,5,Dipankar Mahavihar,Dipankar Mahavihar
21,1132,4,Dipankar Mahavihar,Dipankar Mahavihar
22,1132,5,Dipankar Mahavihar,Dipankar Mahavihar
23,1132,5,Dipankar Mahavihar,Dipankar Mahavihar
24,1132,5,Dipankar Mahavihar,Dipankar Mahavihar
25,4395,5,Uma Maheshwor temple,Uma Maheshwor Temple
26,4395,4,Uma Maheshwor temple,Uma Maheshwor Temple
27,4395,5,Uma Maheshwor temple,Uma Maheshwor Temple
16,4395,5,Uma Maheshwor temple,Uma Maheshwor Temple
28,4395,5,Uma Maheshwor temple,Uma Maheshwor Temple
29,4395,5,Uma Maheshwor temple,Uma Maheshwor Temple
30,4395,5,Uma Maheshwor temple,Uma Maheshwor Temple
31,4395,5,Uma Maheshwor temple,Uma Maheshwor Temple
32,2938,2,Nil Barahi Temple,Nil Barahi Temple
33,2938,4,Nil Barahi Temple,Nil Barahi Temple
34,2938,5,Nil Barahi Temple,Nil Barahi Temple
35,2938,5,Nil Barahi Temple,Nil Barahi Temple
36,2938,5,Nil Barahi Temple,Nil Barahi Temple
37,2938,4,Nil Barahi Temple,Nil Barahi Temple
38,2938,5,Nil Barahi Temple,Nil Barahi Temple
39,2938,4,Nil Barahi Temple,Nil Barahi Temple
16,3879,5,Siddhi Kali Temple,Siddhi Kali Temple
40,3879,5,Siddhi Kali Temple,Siddhi Kali Temple
41,3879,5,Siddhi Kali Temple,Siddhi Kali Temple
42,3879,5,Siddhi Kali Temple,Siddhi Kali Temple
43,3879,5,Siddhi Kali Temple,Siddhi Kali Temple
44,3879,5,Siddhi Kali Temple,Siddhi Kali Temple
45,3879,5,Siddhi Kali Temple,Siddhi Kali Temple
46,3879,5,Siddhi Kali Temple,Siddhi Kali Temple
47,689,1,"Brass and Bronze museum of Bhaktapur, Nepal",Brass and Bronze Museum
48,689,5,"Brass and Bronze museum of Bhaktapur, Nepal",Brass and Bronze Museum
49,689,5,"Brass and Bronze museum of Bhaktapur, Nepal",Brass and Bronze Museum
50,689,3,"Brass and Bronze museum of Bhaktapur, Nepal",Brass and Bronze Museum
51,689,3,"Brass and Bronze museum of Bhaktapur, Nepal",Brass and Bronze Museum
52,689,5,"Brass and Bronze museum of Bhaktapur, Nepal",Brass and Bronze Museum
53,689,5,"Brass and Bronze museum of Bhaktapur, Nepal",Brass and Bronze Museum
54,689,5,"Brass and Bronze museum of Bhaktapur, Nepal",Brass and Bronze Museum
16,4481,5,"Wood carving museum of Bhaktapur, Nepal",Wood Carving Museum
55,4481,4,"Wood carving museum of Bhaktapur, Nepal",Wood Carving Museum
56,4481,2,"Wood carving museum of Bhaktapur, Nepal",Wood Carving Museum
57,4481,5,"Wood carving museum of Bhaktapur, Nepal",Wood Carving Museum
58,4481,5,"Wood carving museum of Bhaktapur, Nepal",Wood Carving Museum
59,4481,5,"Wood carving museum of Bhaktapur, Nepal",Wood Carving Museum
60,4481,4,"Wood carving museum of Bhaktapur, Nepal",Wood Carving Museum
51,4481,4,"Wood carving museum of Bhaktapur, Nepal",Wood Carving Museum
16,363,5,Balkumari Temple of Thimi,Balkumari Temple
61,363,4,Balkumari Temple of Thimi,Balkumari Temple
62,363,5,Balkumari Temple of Thimi,Balkumari Temple
63,363,5,Balkumari Temple of Thimi,Balkumari Temple
64,363,2,Balkumari Temple of Thimi,Balkumari Temple
65,363,5,Balkumari Temple of Thimi,Balkumari Temple
66,363,5,Balkumari Temple of Thimi,Balkumari Temple
67,363,5,Balkumari Temple of Thimi,Balkumari Temple
68,2805,2,National Art Museum,National Art Museum
69,2805,4,National Art Museum,National Art Museum
70,2805,4,National Art Museum,National Art Museum
71,2805,5,National Art Museum,National Art Museum
72,2805,4,National Art Museum,National Art Museum
73,2805,4,National Art Museum,National Art Museum
74,2805,3,National Art Museum,National Art Museum
75,2805,5,National Art Museum,National Art Museum
76,909,5,Chyasalin mandap,Chyasalin mandap
77,909,5,Chyasalin mandap,Chyasalin mandap
78,909,5,Chyasalin mandap,Chyasalin mandap
7,909,5,Chyasalin mandap,Chyasalin mandap
79,909,5,Chyasalin mandap,Chyasalin mandap
80,909,5,Chyasalin mandap,Chyasalin mandap
16,909,5,Chyasalin mandap,Chyasalin mandap
81,909,5,Chyasalin mandap,Chyasalin mandap
82,4142,4,Taleju bell ( Tagoun Ghan),Taleju bell ( Tagoun Ghan)
83,4142,5,Taleju bell ( Tagoun Ghan),Taleju bell ( Tagoun Ghan)
84,4142,4,Taleju bell ( Tagoun Ghan),Taleju bell ( Tagoun Ghan)
85,4142,4,Taleju bell ( Tagoun Ghan),Taleju bell ( Tagoun Ghan)
86,4142,5,Taleju bell ( Tagoun Ghan),Taleju bell ( Tagoun Ghan)
87,4142,5,Taleju bell ( Tagoun Ghan),Taleju bell ( Tagoun Ghan)
88,4142,4,Taleju bell ( Tagoun Ghan),Taleju bell ( Tagoun Ghan)
89,4142,4,Taleju bell ( Tagoun Ghan),Taleju bell ( Tagoun Ghan)
90,789,5,Changu Narayan temple,Changu Narayan
91,789,5,Changu Narayan temple,Changu Narayan
92,789,5,Changu Narayan temple,Changu Narayan
93,789,4,Changu Narayan temple,Changu Narayan
94,789,5,Changu Narayan temple,Changu Narayan
95,789,5,Changu Narayan temple,Changu Narayan
96,789,5,Changu Narayan temple,Changu Narayan
97,789,5,Changu Narayan temple,Changu Narayan
78,4254,5,The most fascinating Statue of King Bhupatindra Malla,The most fascinating Statue of King Bhupatindra Malla
7,4254,5,The most fascinating Statue of King Bhupatindra Malla,The most fascinating Statue of King Bhupatindra Malla
98,4254,5,The most fascinating Statue of King Bhupatindra Malla,The most fascinating Statue of King Bhupatindra Malla
99,4254,5,The most fascinating Statue of King Bhupatindra Malla,The most fascinating Statue of King Bhupatindra Malla
100,4254,5,The most fascinating Statue of King Bhupatindra Malla,The most fascinating Statue of King Bhupatindra Malla
101,4254,5,The most fascinating Statue of King Bhupatindra Malla,The most fascinating Statue of King Bhupatindra Malla
102,4254,5,The most fascinating Statue of King Bhupatindra Malla,The most fascinating Statue of King Bhupatindra Malla
103,4254,5,The most fascinating Statue of King Bhupatindra Malla,The most fascinating Statue of King Bhupatindra Malla
104,2994,5,Nyatapola Temple,Nyatapola Temple
105,2994,5,Nyatapola Temple,Nyatapola Temple
106,2994,5,Nyatapola Temple,Nyatapola Temple
107,2994,5,Nyatapola Temple,Nyatapola Temple
108,2994,5,Nyatapola Temple,Nyatapola Temple
109,2994,5,Nyatapola Temple,Nyatapola Temple
110,2994,5,Nyatapola Temple,Nyatapola Temple
111,2994,5,Nyatapola Temple,Nyatapola Temple
25,20,5,55 window palace,55 window palace
112,20,4,55 window palace,55 window palace
113,20,5,55 window palace,55 window palace
114,20,5,55 window palace,55 window palace
115,20,5,55 window palace,55 window palace
116,20,5,55 window palace,55 window palace
117,20,4,55 window palace,55 window palace
16,20,5,55 window palace,55 window palace
118,985,4,Davis Fall Pokhara,Davis Fall Pokhara
119,985,4,Davis Fall Pokhara,Davis Fall Pokhara
120,985,5,Davis Fall Pokhara,Davis Fall Pokhara
121,985,4,Davis Fall Pokhara,Davis Fall Pokhara
122,985,4,Davis Fall Pokhara,Davis Fall Pokhara
123,985,4,Davis Fall Pokhara,Davis Fall Pokhara
124,985,2,Davis Fall Pokhara,Davis Fall Pokhara
125,985,5,Davis Fall Pokhara,Davis Fall Pokhara
126,1537,5,Hanuman Dhoka,Hanuman Dhoka
127,1537,5,Hanuman Dhoka,Hanuman Dhoka
128,1537,3,Hanuman Dhoka,Hanuman Dhoka
129,1537,4,Hanuman Dhoka,Hanuman Dhoka
130,1537,5,Hanuman Dhoka,Hanuman Dhoka
131,1537,5,Hanuman Dhoka,Hanuman Dhoka
132,1537,5,Hanuman Dhoka,Hanuman Dhoka
133,1537,5,Hanuman Dhoka,Hanuman Dhoka
134,1949,4,Kakre Bihar,Kakre Bihar
135,1949,5,Kakre Bihar,Kakre Bihar
136,1949,5,Kakre Bihar,Kakre Bihar
137,1949,5,Kakre Bihar,Kakre Bihar
138,1949,4,Kakre Bihar,Kakre Bihar
139,1949,5,Kakre Bihar,Kakre Bihar
140,1949,5,Kakre Bihar,Kakre Bihar
141,1949,4,Kakre Bihar,Kakre Bihar
142,2817,5,Nava Durga Temple,Nava Durga Temple
16,2817,5,Nava Durga Temple,Nava Durga Temple
143,2817,5,Nava Durga Temple,Nava Durga Temple
144,2817,3,Nava Durga Temple,Nava Durga Temple
145,2817,5,Nava Durga Temple,Nava Durga Temple
146,2817,5,Nava Durga Temple,Nava Durga Temple
147,2817,5,Nava Durga Temple,Nava Durga Temple
148,2817,5,Nava Durga Temple,Nava Durga Temple
149,1966,5,kalika Bhagwati Temple,Kalika Bhagwati Community Forest
150,1966,5,kalika Bhagwati Temple,Kalika Bhagwati Community Forest
151,1966,5,kalika Bhagwati Temple,Kalika Bhagwati Community Forest
152,1966,5,kalika Bhagwati Temple,Kalika Bhagwati Community Forest
153,1966,5,kalika Bhagwati Temple,Kalika Bhagwati Community Forest
154,1966,5,kalika Bhagwati Temple,Kalika Bhagwati Community Forest
155,1966,5,kalika Bhagwati Temple,Kalika Bhagwati Community Forest
156,1966,5,kalika Bhagwati Temple,Kalika Bhagwati Community Forest
149,1966,5,Kalika Bhagwati Temple,Kalika Bhagwati Community Forest
150,1966,5,Kalika Bhagwati Temple,Kalika Bhagwati Community Forest
151,1966,5,Kalika Bhagwati Temple,Kalika Bhagwati Community Forest
152,1966,5,Kalika Bhagwati Temple,Kalika Bhagwati Community Forest
153,1966,5,Kalika Bhagwati Temple,Kalika Bhagwati Community Forest
154,1966,5,Kalika Bhagwati Temple,Kalika Bhagwati Community Forest
155,1966,5,Kalika Bhagwati Temple,Kalika Bhagwati Community Forest
156,1966,5,Kalika Bhagwati Temple,Kalika Bhagwati Community Forest
157,708,5,Budhasubba Temple,Budhasubba Temple
158,708,5,Budhasubba Temple,Budhasubba Temple
159,708,5,Budhasubba Temple,Budhasubba Temple
160,708,4,Budhasubba Temple,Budhasubba Temple
161,708,5,Budhasubba Temple,Budhasubba Temple
162,708,5,Budhasubba Temple,Budhasubba Temple
163,708,5,Budhasubba Temple,Budhasubba Temple
164,708,3,Budhasubba Temple,Budhasubba Temple
165,3163,4,Phewa Lake,Phewa Lake
166,3163,5,Phewa Lake,Phewa Lake
167,3163,5,Phewa Lake,Phewa Lake
168,3163,5,Phewa Lake,Phewa Lake
169,3163,5,Phewa Lake,Phewa Lake
170,3163,5,Phewa Lake,Phewa Lake
171,3163,5,Phewa Lake,Phewa Lake
172,3163,5,Phewa Lake,Phewa Lake
173,2846,5,Nepal Art Council ,Nepal Art Council 
174,2846,5,Nepal Art Council ,Nepal Art Council 
175,2846,5,Nepal Art Council ,Nepal Art Council 
176,2846,5,Nepal Art Council ,Nepal Art Council 
177,2846,5,Nepal Art Council ,Nepal Art Council 
178,2846,5,Nepal Art Council ,Nepal Art Council 
179,2846,5,Nepal Art Council ,Nepal Art Council 
180,2846,5,Nepal Art Council ,Nepal Art Council 
9,4141,5,Taleju Temple,Taleju Temple
10,4141,5,Taleju Temple,Taleju Temple
11,4141,5,Taleju Temple,Taleju Temple
12,4141,5,Taleju Temple,Taleju Temple
13,4141,4,Taleju Temple,Taleju Temple
14,4141,5,Taleju Temple,Taleju Temple
15,4141,5,Taleju Temple,Taleju Temple
16,4141,5,Taleju Temple,Taleju Temple
181,4401,5,Umbrella Street,Umbrella Street
182,4401,4,Umbrella Street,Umbrella Street
183,4401,5,Umbrella Street,Umbrella Street
184,4401,4,Umbrella Street,Umbrella Street
185,4401,4,Umbrella Street,Umbrella Street
186,4401,4,Umbrella Street,Umbrella Street
187,4401,4,Umbrella Street,Umbrella Street
188,4401,5,Umbrella Street,Umbrella Street
175,3875,4,Siddhartha Art Gallery,Siddhartha Art Gallery
189,3875,4,Siddhartha Art Gallery,Siddhartha Art Gallery
139,3875,4,Siddhartha Art Gallery,Siddhartha Art Gallery
190,3875,5,Siddhartha Art Gallery,Siddhartha Art Gallery
191,3875,4,Siddhartha Art Gallery,Siddhartha Art Gallery
192,3875,5,Siddhartha Art Gallery,Siddhartha Art Gallery
193,3875,5,Siddhartha Art Gallery,Siddhartha Art Gallery
194,3875,4,Siddhartha Art Gallery,Siddhartha Art Gallery
195,1451,4,Gosaikunda Lake,Gosaikunda Lake
196,1451,5,Gosaikunda Lake,Gosaikunda Lake
197,1451,5,Gosaikunda Lake,Gosaikunda Lake
198,1451,5,Gosaikunda Lake,Gosaikunda Lake
199,1451,5,Gosaikunda Lake,Gosaikunda Lake
200,1451,5,Gosaikunda Lake,Gosaikunda Lake
201,1451,5,Gosaikunda Lake,Gosaikunda Lake
202,1451,5,Gosaikunda Lake,Gosaikunda Lake
203,2989,4,Nuwakot Palace ,Nuwakot Palace 
204,2989,4,Nuwakot Palace ,Nuwakot Palace 
205,2989,4,Nuwakot Palace ,Nuwakot Palace 
206,2989,4,Nuwakot Palace ,Nuwakot Palace 
207,2989,4,Nuwakot Palace ,Nuwakot Palace 
208,2989,5,Nuwakot Palace ,Nuwakot Palace 
209,2989,4,Nuwakot Palace ,Nuwakot Palace 
210,2989,4,Nuwakot Palace ,Nuwakot Palace 
211,3189,5,Pilot Baba Aashram,Pilot Baba Aashram
212,3189,5,Pilot Baba Aashram,Pilot Baba Aashram
213,3189,5,Pilot Baba Aashram,Pilot Baba Aashram
159,3189,5,Pilot Baba Aashram,Pilot Baba Aashram
214,3189,4,Pilot Baba Aashram,Pilot Baba Aashram
215,3189,4,Pilot Baba Aashram,Pilot Baba Aashram
216,3189,4,Pilot Baba Aashram,Pilot Baba Aashram
217,3189,4,Pilot Baba Aashram,Pilot Baba Aashram
218,1470,5,Guhyeshwari Shaktipeeth Temple,Guhyeshwari Shaktipeeth Temple
219,1470,5,Guhyeshwari Shaktipeeth Temple,Guhyeshwari Shaktipeeth Temple
220,1470,5,Guhyeshwari Shaktipeeth Temple,Guhyeshwari Shaktipeeth Temple
221,1470,5,Guhyeshwari Shaktipeeth Temple,Guhyeshwari Shaktipeeth Temple
222,1470,5,Guhyeshwari Shaktipeeth Temple,Guhyeshwari Shaktipeeth Temple
223,1470,5,Guhyeshwari Shaktipeeth Temple,Guhyeshwari Shaktipeeth Temple
224,1470,4,Guhyeshwari Shaktipeeth Temple,Guhyeshwari Shaktipeeth Temple
225,1470,5,Guhyeshwari Shaktipeeth Temple,Guhyeshwari Shaktipeeth Temple
226,2831,3,Naxal Bhagawati Temple,Naxal Bhagawati Temple
227,2831,3,Naxal Bhagawati Temple,Naxal Bhagawati Temple
26,2831,4,Naxal Bhagawati Temple,Naxal Bhagawati Temple
228,2831,5,Naxal Bhagawati Temple,Naxal Bhagawati Temple
229,2831,5,Naxal Bhagawati Temple,Naxal Bhagawati Temple
82,2831,5,Naxal Bhagawati Temple,Naxal Bhagawati Temple
230,2831,4,Naxal Bhagawati Temple,Naxal Bhagawati Temple
35,2831,5,Naxal Bhagawati Temple,Naxal Bhagawati Temple
231,90,5,Agnishala,Agnishala
87,90,4,Agnishala,Agnishala
232,90,5,Agnishala,Agnishala
233,90,5,Agnishala,Agnishala
234,90,5,Agnishala,Agnishala
235,90,4,Agnishala,Agnishala
236,90,5,Agnishala,Agnishala
88,90,5,Agnishala,Agnishala
237,4416,5,Uperdangadi Chitwan,Uperdangadi Chitwan
238,4416,5,Uperdangadi Chitwan,Uperdangadi Chitwan
239,4416,1,Uperdangadi Chitwan,Uperdangadi Chitwan
240,4416,4,Uperdangadi Chitwan,Uperdangadi Chitwan
241,4416,4,Uperdangadi Chitwan,Uperdangadi Chitwan
242,4416,4,Uperdangadi Chitwan,Uperdangadi Chitwan
243,4416,5,Uperdangadi Chitwan,Uperdangadi Chitwan
244,4416,5,Uperdangadi Chitwan,Uperdangadi Chitwan
245,2329,3,Lumbini Museum,Lumbini Museum
246,2329,4,Lumbini Museum,Lumbini Museum
247,2329,5,Lumbini Museum,Lumbini Museum
248,2329,5,Lumbini Museum,Lumbini Museum
249,2329,2,Lumbini Museum,Lumbini Museum
250,2329,3,Lumbini Museum,Lumbini Museum
251,2329,4,Lumbini Museum,Lumbini Museum
252,2329,4,Lumbini Museum,Lumbini Museum
253,1207,3,Elephant Breeding Center,Elephant Breeding Center
254,1207,1,Elephant Breeding Center,Elephant Breeding Center
255,1207,3,Elephant Breeding Center,Elephant Breeding Center
256,1207,4,Elephant Breeding Center,Elephant Breeding Center
257,1207,5,Elephant Breeding Center,Elephant Breeding Center
258,1207,1,Elephant Breeding Center,Elephant Breeding Center
259,1207,2,Elephant Breeding Center,Elephant Breeding Center
260,1207,4,Elephant Breeding Center,Elephant Breeding Center
261,3272,5,Purnachandi Mandir,Purnachandi Mandir
87,3272,4,Purnachandi Mandir,Purnachandi Mandir
262,3272,5,Purnachandi Mandir,Purnachandi Mandir
16,3272,5,Purnachandi Mandir,Purnachandi Mandir
263,3272,5,Purnachandi Mandir,Purnachandi Mandir
264,3272,3,Purnachandi Mandir,Purnachandi Mandir
265,3272,3,Purnachandi Mandir,Purnachandi Mandir
58,3272,4,Purnachandi Mandir,Purnachandi Mandir
9,996,5,Degu Taleju Mandir,Degu Taleju Mandir
10,996,5,Degu Taleju Mandir,Degu Taleju Mandir
11,996,5,Degu Taleju Mandir,Degu Taleju Mandir
12,996,5,Degu Taleju Mandir,Degu Taleju Mandir
13,996,4,Degu Taleju Mandir,Degu Taleju Mandir
14,996,5,Degu Taleju Mandir,Degu Taleju Mandir
15,996,5,Degu Taleju Mandir,Degu Taleju Mandir
16,996,5,Degu Taleju Mandir,Degu Taleju Mandir
87,227,5,Ashok Stupa Pulchowk,Ashok Stupa Pulchowk
266,227,4,Ashok Stupa Pulchowk,Ashok Stupa Pulchowk
267,227,5,Ashok Stupa Pulchowk,Ashok Stupa Pulchowk
268,227,4,Ashok Stupa Pulchowk,Ashok Stupa Pulchowk
269,227,5,Ashok Stupa Pulchowk,Ashok Stupa Pulchowk
270,227,5,Ashok Stupa Pulchowk,Ashok Stupa Pulchowk
88,227,5,Ashok Stupa Pulchowk,Ashok Stupa Pulchowk
271,227,3,Ashok Stupa Pulchowk,Ashok Stupa Pulchowk
87,4512,5,Yognarendra Salik,Yognarendra Salik
272,4512,4,Yognarendra Salik,Yognarendra Salik
33,788,5,Changu Museum,Changu Museum
273,788,5,Changu Museum,Changu Museum
274,788,5,Changu Museum,Changu Museum
275,788,5,Changu Museum,Changu Museum
276,788,2,Changu Museum,Changu Museum
277,788,5,Changu Museum,Changu Museum
278,788,4,Changu Museum,Changu Museum
279,788,5,Changu Museum,Changu Museum
280,37,5,Aadeshwar Mahadev Temple,Aadeshwar Mahadev Temple
281,37,5,Aadeshwar Mahadev Temple,Aadeshwar Mahadev Temple
282,37,5,Aadeshwar Mahadev Temple,Aadeshwar Mahadev Temple
283,37,4,Aadeshwar Mahadev Temple,Aadeshwar Mahadev Temple
284,37,5,Aadeshwar Mahadev Temple,Aadeshwar Mahadev Temple
285,37,5,Aadeshwar Mahadev Temple,Aadeshwar Mahadev Temple
44,37,5,Aadeshwar Mahadev Temple,Aadeshwar Mahadev Temple
286,37,3,Aadeshwar Mahadev Temple,Aadeshwar Mahadev Temple
287,2464,5,Maitidevi Temple,Maitidevi Temple
288,2464,5,Maitidevi Temple,Maitidevi Temple
289,2464,5,Maitidevi Temple,Maitidevi Temple
290,2464,5,Maitidevi Temple,Maitidevi Temple
291,2464,5,Maitidevi Temple,Maitidevi Temple
159,2464,5,Maitidevi Temple,Maitidevi Temple
292,2464,5,Maitidevi Temple,Maitidevi Temple
293,2464,5,Maitidevi Temple,Maitidevi Temple
25,4395,5,Uma Maheshwor Temple,Uma Maheshwor Temple
26,4395,4,Uma Maheshwor Temple,Uma Maheshwor Temple
27,4395,5,Uma Maheshwor Temple,Uma Maheshwor Temple
16,4395,5,Uma Maheshwor Temple,Uma Maheshwor Temple
28,4395,5,Uma Maheshwor Temple,Uma Maheshwor Temple
29,4395,5,Uma Maheshwor Temple,Uma Maheshwor Temple
30,4395,5,Uma Maheshwor Temple,Uma Maheshwor Temple
31,4395,5,Uma Maheshwor Temple,Uma Maheshwor Temple
90,789,5,Changu Narayan Temple,Changu Narayan
91,789,5,Changu Narayan Temple,Changu Narayan
92,789,5,Changu Narayan Temple,Changu Narayan
93,789,4,Changu Narayan Temple,Changu Narayan
94,789,5,Changu Narayan Temple,Changu Narayan
95,789,5,Changu Narayan Temple,Changu Narayan
96,789,5,Changu Narayan Temple,Changu Narayan
97,789,5,Changu Narayan Temple,Changu Narayan
294,2056,5,Katyayini Mandir,Katyayini Mandir
295,2056,5,Katyayini Mandir,Katyayini Mandir
296,2056,5,Katyayini Mandir,Katyayini Mandir
297,2056,5,Katyayini Mandir,Katyayini Mandir
298,2056,5,Katyayini Mandir,Katyayini Mandir
299,2056,4,Katyayini Mandir,Katyayini Mandir
300,2056,1,Katyayini Mandir,Katyayini Mandir
301,2056,4,Katyayini Mandir,Katyayini Mandir
12,3035,4,Pachali Bhairab Mandir,Pachali Bhairab Mandir
302,3035,5,Pachali Bhairab Mandir,Pachali Bhairab Mandir
303,3035,5,Pachali Bhairab Mandir,Pachali Bhairab Mandir
304,3035,5,Pachali Bhairab Mandir,Pachali Bhairab Mandir
305,3035,5,Pachali Bhairab Mandir,Pachali Bhairab Mandir
306,3035,3,Pachali Bhairab Mandir,Pachali Bhairab Mandir
307,3035,4,Pachali Bhairab Mandir,Pachali Bhairab Mandir
308,3035,5,Pachali Bhairab Mandir,Pachali Bhairab Mandir
309,1939,5,Kaiser Mahal Palace,Kaiser Mahal Palace
310,1939,5,Kaiser Mahal Palace,Kaiser Mahal Palace
311,1939,2,Kaiser Mahal Palace,Kaiser Mahal Palace
312,1939,5,Kaiser Mahal Palace,Kaiser Mahal Palace
313,1939,4,Kaiser Mahal Palace,Kaiser Mahal Palace
314,1939,5,Kaiser Mahal Palace,Kaiser Mahal Palace
315,1939,5,Kaiser Mahal Palace,Kaiser Mahal Palace
316,1939,5,Kaiser Mahal Palace,Kaiser Mahal Palace
317,372,5,Banbatika Park,Banbatika Park
318,372,4,Banbatika Park,Banbatika Park
319,372,5,Banbatika Park,Banbatika Park
320,372,4,Banbatika Park,Banbatika Park
321,372,5,Banbatika Park,Banbatika Park
322,372,4,Banbatika Park,Banbatika Park
323,372,5,Banbatika Park,Banbatika Park
324,372,4,Banbatika Park,Banbatika Park
325,2939,5,Nil Saraswati Mandir,Nil Saraswati Mandir
12,2939,4,Nil Saraswati Mandir,Nil Saraswati Mandir
326,2939,5,Nil Saraswati Mandir,Nil Saraswati Mandir
327,2939,4,Nil Saraswati Mandir,Nil Saraswati Mandir
328,2939,5,Nil Saraswati Mandir,Nil Saraswati Mandir
329,2939,5,Nil Saraswati Mandir,Nil Saraswati Mandir
330,2939,5,Nil Saraswati Mandir,Nil Saraswati Mandir
331,2939,5,Nil Saraswati Mandir,Nil Saraswati Mandir
121,3673,5,Sauraha Tharu Village ,Sauraha Tharu Village 
332,3673,5,Sauraha Tharu Village ,Sauraha Tharu Village 
333,3673,5,Sauraha Tharu Village ,Sauraha Tharu Village 
334,3673,5,Sauraha Tharu Village ,Sauraha Tharu Village 
335,3673,5,Sauraha Tharu Village ,Sauraha Tharu Village 
336,3673,3,Sauraha Tharu Village ,Sauraha Tharu Village 
337,3673,4,Sauraha Tharu Village ,Sauraha Tharu Village 
338,3673,4,Sauraha Tharu Village ,Sauraha Tharu Village 
339,2675,5,Mount Everest,Mount Everest
340,4156,5,Tanglu,Tanglu
341,4156,5,Tanglu,Tanglu
342,4156,5,Tanglu,Tanglu
343,4156,5,Tanglu,Tanglu
344,4156,5,Tanglu,Tanglu
345,4156,5,Tanglu,Tanglu
346,4156,5,Tanglu,Tanglu
347,4156,4,Tanglu,Tanglu
348,637,3,Birat Durbar,Birat Durbar
349,637,4,Birat Durbar,Birat Durbar
350,637,3,Birat Durbar,Birat Durbar
351,637,3,Birat Durbar,Birat Durbar
352,637,4,Birat Durbar,Birat Durbar
353,637,4,Birat Durbar,Birat Durbar
354,637,4,Birat Durbar,Birat Durbar
355,637,4,Birat Durbar,Birat Durbar
356,2155,5,konjyosom Pratima,Konjyosom Pratima
357,2155,5,konjyosom Pratima,Konjyosom Pratima
358,2155,5,konjyosom Pratima,Konjyosom Pratima
359,2155,5,konjyosom Pratima,Konjyosom Pratima
360,2155,5,konjyosom Pratima,Konjyosom Pratima
361,2155,5,konjyosom Pratima,Konjyosom Pratima
362,2155,4,konjyosom Pratima,Konjyosom Pratima
363,2155,5,konjyosom Pratima,Konjyosom Pratima
237,4417,5,Uppardang Gadi,Uppardang Gadi
238,4417,5,Uppardang Gadi,Uppardang Gadi
239,4417,1,Uppardang Gadi,Uppardang Gadi
240,4417,4,Uppardang Gadi,Uppardang Gadi
241,4417,4,Uppardang Gadi,Uppardang Gadi
242,4417,4,Uppardang Gadi,Uppardang Gadi
243,4417,5,Uppardang Gadi,Uppardang Gadi
244,4417,5,Uppardang Gadi,Uppardang Gadi
364,4403,5,Umit Jharana,Umit Jharana
365,4403,5,Umit Jharana,Umit Jharana
366,3902,5,Simali Gaun,Simali Gaun
367,3902,3,Simali Gaun,Simali Gaun
368,3902,3,Simali Gaun,Simali Gaun
369,1922,5,Kabilas Chauki dada,Kabilas Chauki dada
370,1922,5,Kabilas Chauki dada,Kabilas Chauki dada
371,1922,5,Kabilas Chauki dada,Kabilas Chauki dada
372,1922,1,Kabilas Chauki dada,Kabilas Chauki dada
373,1922,3,Kabilas Chauki dada,Kabilas Chauki dada
374,1922,4,Kabilas Chauki dada,Kabilas Chauki dada
375,1922,4,Kabilas Chauki dada,Kabilas Chauki dada
376,1922,5,Kabilas Chauki dada,Kabilas Chauki dada
377,1297,4,Gairibari jharana,Gairibari jharana
378,1297,4,Gairibari jharana,Gairibari jharana
379,1297,4,Gairibari jharana,Gairibari jharana
380,1297,3,Gairibari jharana,Gairibari jharana
381,1297,4,Gairibari jharana,Gairibari jharana
243,1297,4,Gairibari jharana,Gairibari jharana
382,1297,3,Gairibari jharana,Gairibari jharana
383,1297,5,Gairibari jharana,Gairibari jharana
76,2744,4,Naagdaha  Ichchhakamana,Naagdaha  Ichchhakamana
384,2744,1,Naagdaha  Ichchhakamana,Naagdaha  Ichchhakamana
69,2408,5,Mahabuddha Temple,Mahabuddha Temple
16,2408,5,Mahabuddha Temple,Mahabuddha Temple
385,2408,5,Mahabuddha Temple,Mahabuddha Temple
386,2408,5,Mahabuddha Temple,Mahabuddha Temple
387,2408,5,Mahabuddha Temple,Mahabuddha Temple
388,2408,3,Mahabuddha Temple,Mahabuddha Temple
389,2408,5,Mahabuddha Temple,Mahabuddha Temple
390,2408,5,Mahabuddha Temple,Mahabuddha Temple
391,549,5,Bhedetar Bazar,Bhedetar Bazar
392,549,5,Bhedetar Bazar,Bhedetar Bazar
393,549,4,Bhedetar Bazar,Bhedetar Bazar
394,549,5,Bhedetar Bazar,Bhedetar Bazar
395,549,3,Bhedetar Bazar,Bhedetar Bazar
396,549,5,Bhedetar Bazar,Bhedetar Bazar
397,549,5,Bhedetar Bazar,Bhedetar Bazar
398,549,5,Bhedetar Bazar,Bhedetar Bazar
