id,name,address,latitude,longitude,rating,second_word,types
1,Garden of Dreams,"P877+MR2, Tridevi Sadak, Kathmandu 44600, Nepal",27.7141261,85.3145041,4.2,Tridevi Sadak,"tourist_attraction, park, point_of_interest, establishment"
2,Swayambhu Buddha Park - Ring Road,"Kathmandu 44600, Nepal",27.716145,85.2838866,4.5,Nepal,"park, tourist_attraction, point_of_interest, establishment"
3,Narayanhiti Royal Palace,"Narayanhiti Path, Kathmandu 44600, Nepal",27.7148218,85.3180841,4.4,Kathmandu,"museum, point_of_interest, establishment"
4,Kathmandu Guide,"Paknajol Marg, Kathmandu 44600, Nepal",27.7172237,85.3090963,4,Kathmandu,"tourist_attraction, museum, hindu_temple, travel_agency, place_of_worship, point_of_interest, establishment"
5,Ratna Park,"रत्न पार्क पथ, Kathmandu 44600, Nepal",27.7060531,85.3148081,3.9,Kathmandu,"park, tourist_attraction, point_of_interest, establishment"
6,Chittikot paid-bajura,"9845+9V3, Bajura 10600, Nepal",29.3558565,81.3096089,3.8,Bajura,"museum, point_of_interest, establishment"
7,Nag Pokhari,"MCFM+M8H, Bhaktapur 44800, Nepal",27.6741945,85.4333464,4.1,Bhaktapur,"park, point_of_interest, establishment"
8,National Art Museum,"MCCH+W55, Durbar square Durbar Square, Bhaktapur 44800, Nepal",27.6721934,85.4281506,4.2,Durbar square Durbar Square,"tourist_attraction, museum, point_of_interest, establishment"
9,मयुर झ्याल,"MCFP+87C, Bhaktapur 44800, Nepal",27.6733036,85.4356439,4.7,Bhaktapur,"museum, point_of_interest, establishment"
10,Bhaktapur Art Gallery,"MCCH+W55, Bhaktapur 44800, Nepal",27.6722594,85.4279759,4.6,Bhaktapur,"art_gallery, museum, point_of_interest, establishment"
11,Wood Carving Museum,"MCFP+85P, Mako Galli, Bhaktapur 44800, Nepal",27.6733339,85.4353738,4.2,Mako Galli,"museum, point_of_interest, establishment"
12,Kamal pokhari,"MCGQ+RHM, Kamal Pokhari Path, Bhaktapur 44800, Nepal",27.6768477,85.4384818,4.3,Kamal Pokhari Path,"park, point_of_interest, establishment"
13,Elephant Breeding Center,"Baadreni Road Royal Chitwan NP., Bharatpur 44204, Nepal",27.5819444,84.4630556,4.1,Bharatpur,"tourist_attraction, park, food, point_of_interest, establishment"
14,Shey Phoksundo National Park,"Suligad, Dolpa Suligad, 21400, Nepal",29.4532191,82.8013965,4.3,Dolpa Suligad,"tourist_attraction, park, point_of_interest, establishment"
15,Gorkha Museum,"Rani Pokhari Maarga, Gorkha 34000, Nepal",27.9987262,84.6244287,4.4,Gorkha,"museum, tourist_attraction, point_of_interest, establishment"
16,Gorkha Palace,"2J3H+QGF, Gorkha Bazar 34000, Nepal",28.0044263,84.6288075,4.5,Gorkha,"museum, point_of_interest, establishment"
17,Bhaludhunga Religious Tourism Ecological Park,"WWG6+6P7, Ilam 57300, Nepal",26.9255355,87.9117984,4.2,Ilam,"park, point_of_interest, establishment"
18,National Museum of Nepal,"Museum Marg, Kathmandu 44600, Nepal",27.7057922,85.2895261,4.3,Kathmandu,"tourist_attraction, museum, point_of_interest, establishment"
19,Bhandarkhal Jungle,"P85R+VR4, Pashupati Nath Road, Kathmandu 44621, Nepal",27.7096468,85.3420728,4.2,Pashupati Nath Road,"park, tourist_attraction, point_of_interest, establishment"
20,Bhrikuti Mandap Park,"P829+GF6, Pradarshani Marg, Kathmandu 44600, Nepal",27.701292,85.3186434,3.9,Pradarshani Marg,"park, tourist_attraction, point_of_interest, establishment"
21,Kathmandu Fun Park,"Pradarshani Marg, Kathmandu 44600, Nepal",27.701377,85.3203981,4,Kathmandu,"amusement_park, tourist_attraction, park, point_of_interest, establishment"
22,Patan Museum,"M8FG + 944, Seat - Saig: Lan, Lalitpur 44700, NEPAL",27.6733773,85.3253361,4.6,Seho 6 - Saig: Lan,"tourist_attraction, museum, point_of_interest, establishment"
23,Aqua Freak Nepal,"Bagamati Tripureswor Bridge, Lalitpur 44600, Nepal",27.6904776,85.3094065,4.2,Lalitpur,"aquarium, tourist_attraction, point_of_interest, establishment"
24,Parsa National Park,"Parsa Wildlife Reserve, 44202, Nepal",27.4760099,84.7942091,4.2,44202,"park, point_of_interest, establishment"
25,Mallarani pyuthan,"3VPR+6R9, Pyuthan 22300, Nepal",28.0855417,82.8921088,4.3,Pyuthan,"park, point_of_interest, establishment"
26,"Puspalal Birth Place, Ramechhap","83J9+6H4, Ramechhap 45400, Nepal",27.3305111,86.068947,4,Ramechhap,"park, point_of_interest, establishment"
27,Sindhuli Gadhi Small Fort,"7XJ3+3WP, Dhulikhel Sindhuli Bhittamod Rajmarg, Bhadrakali 45900, Nepal",27.2802152,85.9548275,4.4,Dhulikhel Sindhuli Bhittamod Rajmarg,"tourist_attraction, museum, point_of_interest, establishment"
28,Hem Narayan Park,"M666+FV6, Siraha 56500, Nepal",26.6611672,86.2121261,4.2,Siraha,"park, point_of_interest, establishment"
29,Kalika Bhagwati Community Forest,"7J47+892, Bhagawati Path, Baglung 33300, Nepal",28.2557602,83.6133779,4,Bhagawati Path,"park, point_of_interest, establishment"
30,Taksar Bazar टक्सार बजार,"Bhojpur Sadak, Bhojpur 57000, Nepal",27.1573375,87.0509521,4.2,Bhojpur,"museum, point_of_interest, establishment"
31,Sindhuligadi Memorial Park,"7XJ4+2GQ, Dhulikhel Sindhuli Bhittamod Rajmarg, Jalkanya 45900, Nepal",27.2800772,85.9563604,4.4,Dhulikhel Sindhuli Bhittamod Rajmarg,"park, point_of_interest, establishment"
32,Birendra Aishwarya Park,"7J72+XF7, Baglung 33300, Nepal",28.2649155,83.60118,4.8,Baglung,"park, point_of_interest, establishment"
33,"Baglung Municipality-2, Purano Bus park, Yashora Park","7J72+WJF, Baglung 33300, Nepal",28.2648102,83.601561,2,Baglung,"park, point_of_interest, establishment"
34,Rudra lake Baglung Nepal,"7HGJ+XJH, Baglung 33300, Nepal",28.2774326,83.581615,5,Baglung,"park, point_of_interest, establishment"
35,10000 liters of water tank,"7HWP+MH5, फेदी, Baglung, Nepal",28.2966493,83.586496,5,फेदी,"park, point_of_interest, establishment"
36,Rudraman Gurung Memorial Park(रुद्रमान गुरुङ स्मृतिपार्क,"Baglung-10, Bhakunde, Nepal",28.2774326,83.581615,5,Bhakunde,"park, point_of_interest, establishment"
37,Farmers Father DevDhawal Park,"7J47+R2, Baglung 33300, Nepal",28.2570579,83.6125858,5,Baglung,"park, point_of_interest, establishment"
38,सल्लेनी पाखा सामुदायिक बन,"8H2H+8R5, Unnamed Road, Baglung 33300, Nepal",28.3007654,83.5796088,5,Unnamed Road,"park, point_of_interest, establishment"
39,Bhimpokhara,"7GQH+XXX, Baglung 33300, Nepal",28.29,83.53,4.7,Baglung,"park, point_of_interest, establishment"
40,Sansaarkot vault,"7HW2+48H titaure sansar kot, Baglung 33300, Nepal",28.2953026,83.5508645,4.7,Baglung,"park, point_of_interest, establishment"
41,Muggling hill,"7HHH+9R8, Baglung 33300, Nepal",28.2784187,83.5795731,5,Baglung,"park, point_of_interest, establishment"
42,UK KRISHI TATHA PASHUPANCHI FARM,"7JH2+GRX, Baglung 33300, Nepal",28.2788634,83.6021242,5,Baglung,"park, point_of_interest, establishment"
43,Sahid Smriti Park DHAULAGIRI BAGLUNG,"7J64+GFF, Baglung 33300, Nepal",28.2613157,83.6061683,0,Baglung,"park, point_of_interest, establishment"
44,B.P. Smriti Park,"Yog Nath Kandel's Home, Baglung 33300, Nepal",28.2666073,83.6060378,0,Baglung,"park, point_of_interest, establishment"
45,Kripa,"7H8X+2J2, Baglung 33300, Nepal",28.2648024,83.5985629,0,Baglung,"park, point_of_interest, establishment"
46,Hariyali park,"7J92+PWV, Baglung 33300, Nepal",28.269357,83.6022898,0,Baglung,"park, point_of_interest, establishment"
47,Birendra Aishworya Park,"7JG2+535, Baglung 33300, Nepal",28.2753953,83.6002499,0,Baglung,"park, point_of_interest, establishment"
48,Ismriti prak,"7J84+GC7, Baglung 33300, Nepal",28.2662807,83.6060455,0,Baglung,"park, point_of_interest, establishment"
49,"Mannaya, Dhimi","7H95+6GQ, Baglung 33300, Nepal",28.2680787,83.5588605,0,Baglung,"park, point_of_interest, establishment"
50,Aashish thapa,"7HGJ+XJH, Baglung 33300, Nepal",28.2774326,83.581615,0,Baglung,"park, point_of_interest, establishment"
51,Sansaarkot संसारकोट,"बा न पा ७, तितौरे, Baglung, Nepal",28.2774326,83.581615,0,तितौरे,"park, point_of_interest, establishment"
52,Maire khola jharana (Waterfall),"972C+HWR, Bajura 10600, Nepal",29.3514949,81.2722595,5,Bajura,"park, point_of_interest, establishment"
53,Banke National Park,"Banke National Park, 21900, Nepal",28.1758206,81.8879884,,21900,"premise, park, point_of_interest, establishment"
54,Sahid Smriti Udyan,"MCFF+CXP, Unnamed Road, Bhaktapur 44800, Nepal",27.6735852,85.4249554,4.2,Unnamed Road,"park, point_of_interest, establishment"
55,Inacho ईनाचो,"MCCM+XJV, Bhaktapur 44800, Nepal",27.6724809,85.4340592,4.2,Bhaktapur,"park, point_of_interest, establishment"
56,गणेश चौतारी Ganesh Choutari,"MCF4+F48, Unnamed Road, Bhaktapur 44800, Nepal",27.6736737,85.4054584,4.7,Unnamed Road,"park, point_of_interest, establishment"
57,Bhoula pukhu,"MCFJ+WMG Bholachhen Pond, Bhaktapur 44800, Nepal",27.6748115,85.4317032,5,Bhaktapur,"park, point_of_interest, establishment"
58,"Kamal Binayak, Bhaktapur","MCGQ+P3X Pokhari, Kamalbinayak, Bhaktapur 44800, Nepal",27.6768477,85.4384818,4.8,Kamalbinayak,"park, point_of_interest, establishment"
59,Jhaukhel pipal boat झाैखेल पिपल बाेट,"MCPJ+Q2W, Bhaktapur 44800, Nepal",27.6869946,85.4301197,4.7,Bhaktapur,"park, point_of_interest, establishment"
60,Jagat Sundar Statue,"MCCG+XRG, Bhaktapur 44800, Nepal",27.6724393,85.4270837,5,Bhaktapur,"park, point_of_interest, establishment"
61,Dugure Ground,"MCFR+X48, Bhaktapur 44800, Nepal",27.6749088,85.4403228,0,Bhaktapur,"park, point_of_interest, establishment"
62,Single Bar,"MCGJ+MHM, Bhaktapur 44800, Nepal",27.6767052,85.4314316,0,Bhaktapur,"park, point_of_interest, establishment"
63,Temple park,"MCF4+RVW, Bhaktapur 44800, Nepal",27.6745439,85.4074859,0,Bhaktapur,"park, point_of_interest, establishment"
64,Pipalbot,"MCC8+JP7, Nagarkot Road, Bhaktapur 44800, Nepal",27.6715355,85.4167828,0,Nagarkot Road,"park, point_of_interest, establishment"
65,Shahid udyan,"MCCH+CW4 Smriti Nagar, Bhaktapur 44800, Nepal",27.6710221,85.4298197,0,Bhaktapur,"park, point_of_interest, establishment"
66,Changu Narayan,"MCFG+WX2, Bhaktapur 44800, Nepal",27.674766,85.4273979,5,Bhaktapur,"park, point_of_interest, establishment"
67,फुलबारी,"MCCV+4MP, Bhaktapur 44800, Nepal",27.6703326,85.4441932,0,Bhaktapur,"park, point_of_interest, establishment"
68,Gamcha Pipal Bot,"M94R+WM4, Thimi-Biruwa Rd, Bhaktapur, Nepal",27.6572562,85.3917093,4,Thimi-Biruwa Rd,"park, point_of_interest, establishment"
69,sallaghari,"MCF6+P94, Nagarkot Rd, Bhaktapur 44800, Nepal",27.6739946,85.4113633,0,Nagarkot Rd,"park, point_of_interest, establishment"
70,Suchana tole,"Bhaktapur 32701, Nepal",27.6634375,85.3781875,5,Nepal,"park, point_of_interest, establishment"
71,Baniya Danda Naya Basti,"Bhaktapur, Nepal",27.6843543,85.4622264,5,Nepal,"park, point_of_interest, establishment"
72,Rabin homes,"MCFG+QWP, Bhaktapur 44800, Nepal",27.6744697,85.4273127,0,Bhaktapur,"park, point_of_interest, establishment"
73,"Itapako, taralan chok","MCG7+77J, Nagarkot Rd, Bhaktapur 44800, Nepal",27.6757188,85.4131511,0,Nagarkot Rd,"park, point_of_interest, establishment"
74,tenge,"MCFG+WX2, Bhaktapur 44800, Nepal",27.674766,85.4273979,0,Bhaktapur,"park, point_of_interest, establishment"
75,Bagmara,"MCCH+CW4, Bhaktapur 44800, Nepal",27.6710221,85.4298197,0,Bhaktapur,"park, point_of_interest, establishment"
76,जरायोटार,"53H2+5XV, Bhojpur 57000, Nepal",27.1779842,87.0524338,0,Bhojpur,"park, point_of_interest, establishment"
77,Mahendra park,"5352+2F2, Bhojpur Sadak, Bhojpur 57000, Nepal",27.1575046,87.0511301,5,Bhojpur Sadak,"park, point_of_interest, establishment"
78,Sahid Memorial Park,"529X+JR3, Bhojpur 57000, Nepal",27.1690194,87.049539,4,Bhojpur,"park, point_of_interest, establishment"
79,Tharpu Dada,"52QH+7MQ, Bhojpur 57000, Nepal",27.188537,87.030407,0,Bhojpur,"park, point_of_interest, establishment"
80,Dhap kharka,"52XX+GFR, Bhojpur 57000, Nepal",27.1988617,87.0486487,0,Bhojpur,"park, point_of_interest, establishment"
81,Magar Bari,"52PG+V8P, Bhojpur 57000, Nepal",27.1872118,87.0258364,0,Bhojpur,"park, point_of_interest, establishment"
82,School Dada Park,"52QW+49, Bhojpur 57000, Nepal",27.187781,87.045901,0,Bhojpur,"park, point_of_interest, establishment"
83,Bar Danda,"52PF+9PR, Bhojpur 57000, Nepal",27.1859926,87.024262,0,Bhojpur,"park, point_of_interest, establishment"
84,Dawan चौक,"6226+XV7, Bhojpur 57000, Nepal",27.2024621,87.0122539,0,Bhojpur,"park, point_of_interest, establishment"
85,Ramailo Dada (Aakash Memorial),"52RH+678, Bhojpur 57000, Nepal",27.1905262,87.0281944,0,Bhojpur,"park, point_of_interest, establishment"
86,Pipal Bot,"52QG+8XX, Bhojpur 57000, Nepal",27.1883599,87.0273852,0,Bhojpur,"park, point_of_interest, establishment"
87,Balaute बलौटे बजार,"6262+2XF, Balaute Bazar Dawan, Bhojpur 57000, Nepal",27.2099918,87.0025084,0,Balaute Bazar Dawan,"park, point_of_interest, establishment"
88,Piple Dada,"52J7+MWW, Bhojpur 57000, Nepal",27.1817266,87.0148388,0,Bhojpur,"park, point_of_interest, establishment"
89,Halhale,"3WQQ+4JM, Bhojpur 57000, Nepal",27.0878267,86.9390365,0,Bhojpur,"park, point_of_interest, establishment"
90,Bantawa Niwas,"52PG+XH9, Bhojpur 57000, Nepal",27.1874575,87.0264966,0,Bhojpur,"park, point_of_interest, establishment"
91,Khamare Dobato,"52QF+7WQ, Bhojpur 57000, Nepal",27.1882067,87.024852,0,Bhojpur,"park, point_of_interest, establishment"
92,Chhimalung,"54R2+8W5, Bhojpur 57000, Nepal",27.1907718,87.1023746,0,Bhojpur,"park, point_of_interest, establishment"
93,Spring water source,"53H2+5XV, Bhojpur 57000, Nepal",27.1779842,87.0524338,0,Bhojpur,"park, point_of_interest, establishment"
94,Balaute Bhanjyang,"8XV2+8F5, Bhojpur 57000, Nepal",27.3432608,86.9512359,5,Bhojpur,"park, point_of_interest, establishment"
95,Mundum Trail,"7XC2+83J, Bhojpur 57000, Nepal",27.270833,86.9501513,5,Bhojpur,"park, point_of_interest, establishment"
96,Wild Adventure Resort,"Badrehani 8, Sauraha, Chitwan 44202, Nepal",27.5779533,84.4747772,4.4,Sauraha,"lodging, park, restaurant, food, point_of_interest, establishment"
97,Sarang Wildlife Sanctuary,"27, Meghauli, Chitwan 44210, Nepal",27.5761575,84.2144993,4.2,Meghauli,"zoo, lodging, restaurant, park, food, point_of_interest, establishment"
98,Dhanushadham Protected Forest,"R3V2+X5F, Dhanusadham 45600, Nepal",26.8449378,86.0504111,4.2,Dhanusadham,"park, point_of_interest, establishment"
99,Dhanushadham Botanical Garden,"Dhanusha dham.3, Dhanusadham 45600, Nepal",26.8703606,86.0445641,4.3,Dhanusadham,"park, point_of_interest, establishment"
100,Tinkune Park Dharapani,"W24R+5JC, Dhanusadham 45600, Nepal",26.9054473,86.0415017,5,Dhanusadham,"park, point_of_interest, establishment"
101,"Jugeshwarpur, Tree Place","R24P+27F, Dhanusadham 45600, Nepal",26.805053,86.0356809,3.7,Dhanusadham,"park, point_of_interest, establishment"
102,Jehovah Intersection,"W323+PG3, Dhanusadham 45600, Nepal",26.9017515,86.0537983,5,Dhanusadham,"park, point_of_interest, establishment"
103,The Mount Toll Chuck Dhanusha,"W24J+5PQ, Dhanusadham 45600, Nepal",26.9062857,86.032086,0,Dhanusadham,"park, point_of_interest, establishment"
104,Dolpo Buddha Hotel,"45GP+Q7H, Dolpa, Dho 1, Nepal",29.1269276,83.18574,0,Dolpa,"campground, park, lodging, point_of_interest, establishment"
105,The Gurkhaz Rock Garden & Stone Park (Love Park),"Gorkha 34000, Nepal",27.9969906,84.630357,5,Nepal,"park, point_of_interest, establishment"
106,Children Park,"2J36+JCJ, Unnamed Road, Gorkha 34000, Nepal",28.0040974,84.6110049,3.9,Unnamed Road,"park, point_of_interest, establishment"
107,Gurkhali Stone Park,"Gorkha-6, Gorkha, Nepal",27.9958005,84.6283638,5,Gorkha,"park, point_of_interest, establishment"
108,Dumsheree Gorkha,"2JHF+4PX, Gorkha 34000, Nepal",28.0278656,84.6243656,0,Gorkha,"park, point_of_interest, establishment"
109,चिया बारी,"WW7C+3X4, Ilam 57300, Nepal",26.9126304,87.9224488,4.2,Ilam,"park, point_of_interest, establishment"
110,"Love Danda, Ilam","Ilam Tea Factory, Near, Ilam 57300, Nepal",26.9097744,87.9222912,4.4,Near,"park, point_of_interest, establishment"
111,New Zealand Park,"WWFC+WPX, Ilam 57300, Nepal",26.9248629,87.921854,5,Ilam,"park, point_of_interest, establishment"
112,Workout Park,"WW8F+9HX, Unnamed Road, Ilam 57300, Nepal",26.9159904,87.923978,3.5,Unnamed Road,"park, point_of_interest, establishment"
113,B. P. Park,"WW5G+75R, Ilam 57300, Nepal",26.908232,87.9253824,4.9,Ilam,"park, point_of_interest, establishment"
114,Statue of Martyr Ratna Kumar Bantawa Rai,"WW5F+94G, Ilam 57300, Nepal",26.9084359,87.9228189,4.1,Ilam,"park, point_of_interest, establishment"
115,Sukilumba Park,"VWH4+PP, Ilam 57300, Nepal",26.8793571,87.906842,4,Ilam,"park, point_of_interest, establishment"
116,Karki Park,"WW8H+VP3, Ranabir Gurung Marg, Ilam 57300, Nepal",26.9171323,87.9293008,3.8,Ranabir Gurung Marg,"park, point_of_interest, establishment"
117,Tea garden view hand,"WW5C+XXF, Ilam 57300, Nepal",26.9099323,87.9224316,4.6,Ilam,"park, point_of_interest, establishment"
118,"Barhabise masar,ilam","VVGQ+MF, Ilam 57300, Nepal",26.8766875,87.8886875,5,Ilam,"park, point_of_interest, establishment"
119,Shrastha Park,"WW5G+GW3, Ilam 57300, Nepal",26.9087517,87.9272872,3,Ilam,"park, point_of_interest, establishment"
120,Bisauni Dhunga,"WW5C+XXF Tea garden view hand, Ilam 57300, Nepal",26.9103204,87.9221493,5,Ilam,"park, point_of_interest, establishment"
121,Janaki Chock,"WW5H+36C, Ilam 57300, Nepal",26.9081342,87.9276691,0,Ilam,"park, point_of_interest, establishment"
122,Nar Bahadur Samarung's Tea garden,"Ilam 57300, Nepal",26.9256953,87.857104,5,Nepal,"park, point_of_interest, establishment"
123,Deurali,"WWC9+3GV, Ilam 57300, Nepal",26.9202464,87.9187975,0,Ilam,"park, point_of_interest, establishment"
124,Padam kanta's tea garden 🏡,"VV76+PMG, Ilam 57300, Nepal",26.8643133,87.8617117,0,Ilam,"park, point_of_interest, establishment"
125,Statue of Martyr Bam Prasad Bantawa,"WW5F+GF5, Ilam 57300, Nepal",26.9087678,87.9237453,0,Ilam,"park, point_of_interest, establishment"
126,Rajbanshi tol,"J37F+337, Himali Chowk Bus Stop, Jhapa, Mechi Hwy, Bhadrapur 57200, Nepal",26.6126567,88.0726716,0,Himali Chowk Bus Stop,"park, point_of_interest, establishment"
127,Manoria vegetation Kailali,"MJPC+3JW, Kailali, Dhandaghi, Dhangadhi, Nepal",28.685244,80.621591,4.2,Kailali,"park, point_of_interest, establishment"
128,Orange orchard (house conditioned) 🍊,"Chure 01 Kailali Chure 01, 10900, Nepal",29.0033162,80.6676659,5,10900,"park, point_of_interest, establishment"
129,"Khadgaun vokunday,kaskikot, Nepal","7VGR+9V5, Khadgakot, Kaskikot, Nepal",28.2758836,83.8922191,4.7,Khadgakot,"park, point_of_interest, establishment"
130,Sankhamul Park,"Kathmandu 44600, Nepal",27.6788847,85.3312506,4.1,Nepal,"park, point_of_interest, establishment"
131,Tinkune Park,"Ring Rd, Kathmandu 44600, Nepal",27.6853659,85.3488678,3.5,Kathmandu,"park, point_of_interest, establishment"
132,Madan Bhandari Smriti Vatika,"Kathmandu 44600, Nepal",27.681429,85.3433998,4.3,Nepal,"park, point_of_interest, establishment"
133,BUDDHA PARK Boudhanath,"44600, Kathmandu, Nepal",27.7223837,85.3614813,4.5,Kathmandu,"park, tourist_attraction, point_of_interest, establishment"
134,Suryamukhi Park,"Kathmandu 44600, Nepal",27.6905987,85.3670526,4.1,Nepal,"park, point_of_interest, establishment"
135,Balaju Park,"P8M2+GFM, Trishuli Hwy, Kathmandu 44600, Nepal",27.7338465,85.3011804,4.1,Trishuli Hwy,"park, amusement_park, tourist_attraction, point_of_interest, establishment"
136,Buddha park,"M7RV+326, Kathmandu 44600, Nepal",27.6902968,85.2928922,4.7,Kathmandu,"park, point_of_interest, establishment"
137,Shankha Park,"P8MV+93R, Pragati Tole Marg, Kathmandu 44600, Nepal",27.7334797,85.3426304,4.2,Pragati Tole Marg,"park, point_of_interest, establishment"
138,New Baneshwor Park,"M8QP+X7M, Kathmandu 44600, Nepal",27.6899742,85.3356834,3.8,Kathmandu,"park, point_of_interest, establishment"
139,Kamal Pokhari Park,"P86G+49X, Kamal Pokhari St, Kathmandu 44600, Nepal",27.7103591,85.3259695,4.4,Kamal Pokhari St,"park, point_of_interest, establishment"
140,Narayanchaur Park Naxal,"Sama Marga, Kathmandu 44600, Nepal",27.7145886,85.3255148,4.4,Kathmandu,"park, point_of_interest, establishment"
141,Jump KTM Indoor Trampoline Park,"Dhumbarahi Marg, Kathmandu 44600, Nepal",27.7346197,85.3462353,4,Kathmandu,"amusement_park, park, point_of_interest, establishment"
142,Switzerland Park Aloknagar,"M8MQ+3F4, Unnamed Road, Kathmandu 44600, Nepal",27.6826285,85.3386885,4.2,Unnamed Road,"park, point_of_interest, establishment"
143,Namuna Park,"M9Q7+HH5, Kathmandu 44600, Nepal",27.6888768,85.3639724,4.1,Kathmandu,"park, point_of_interest, establishment"
144,Raniban Park,"P7PQ+GGX Ward no 1, Raniban Park, Nagarjung, Kathmandu 44600, Nepal",27.7363667,85.2888608,4.3,Raniban Park,"park, point_of_interest, establishment"
145,Khusibu Children Park,"P892+465, Kathmandu 44600, Nepal",27.7177548,85.3006209,4.2,Kathmandu,"park, point_of_interest, establishment"
146,Bhurungkhel Green Park,"P853+VWW, Burakhya Marg, Kathmandu 44600, Nepal",27.7097317,85.3048404,3.8,Burakhya Marg,"park, point_of_interest, establishment"
147,Children’s Park,"P8WW+5VW, Kathmandu 44600, Nepal",27.7454886,85.3472111,4,Kathmandu,"park, point_of_interest, establishment"
148,Samakhusi Children Park,"P8F7+JC5, Road, Kathmandu 44600, Nepal",27.7240061,85.3136197,3.8,Road,"park, point_of_interest, establishment"
149,Apple Ground Public Park Narephat,"M992+HHW, Kathmandu 44600, Nepal",27.6684625,85.3517663,4,Kathmandu,"park, point_of_interest, establishment"
150,Shanti Park,"P977+J3P, Boudha Rd Nayabasti, Kathmandu 44600, Nepal",27.7138328,85.3630829,3.8,Boudha Rd Nayabasti,"park, point_of_interest, establishment"
151,Bhadrakali park,"M8X8+MXR, Kathmandu 44600, Nepal",27.6992387,85.3173864,4,Kathmandu,"park, point_of_interest, establishment"
152,Pushpalal Memorial Park,"P853+X5J, Pushpalal Path, Kathmandu 44600, Nepal",27.7099652,85.3028848,4,Pushpalal Path,"park, point_of_interest, establishment"
153,Kripalu Udhyan,"Kathmandu 44600, Nepal",27.707939,85.345415,4.6,Nepal,"park, point_of_interest, establishment"
154,Shanti Park,"P8J8+GQW, Kathmandu 44600, Nepal",27.7313634,85.3169568,3.4,Kathmandu,"park, point_of_interest, establishment"
155,Mitra Park,"M7RV+3FM, Gaurishankar Sadak, Kathmandu 44600, Nepal",27.690445,85.2935547,3.9,Gaurishankar Sadak,"park, point_of_interest, establishment"
156,Kumari Chaur Park,"P994+28Q, Kathmandu 44600, Nepal",27.7174624,85.3558678,3.9,Kathmandu,"park, point_of_interest, establishment"
157,The Handigaun Triangle (dhungedhara) park,"Handigaun Marg, Kathmandu 44600, Nepal",27.7187081,85.3371799,3.9,Kathmandu,"park, point_of_interest, establishment"
158,Dovan Park,"M8HM+GX2, Kathmandu 44600, Nepal",27.6788056,85.3345194,4.2,Kathmandu,"park, point_of_interest, establishment"
159,Janamaitri Park (Pepsicola Town Plan),"गौरीपुत्र मार्ग, Kathmandu 44600, Nepal",27.6920404,85.364882,4.2,Kathmandu,"park, point_of_interest, establishment"
160,Sahayoginagar Park,"M8JP+2VH, Kathmandu 44600, Nepal",27.6798765,85.3370561,4.3,Kathmandu,"park, point_of_interest, establishment"
161,Salik Chowk Park,"M7WG+PVP, Kathmandu 44600, Nepal",27.6968398,85.2771942,4.1,Kathmandu,"park, point_of_interest, establishment"
162,Earthquake Memorial park,"P74Q+G9M, Kathmandu 44600, Nepal",27.7065081,85.2884511,4.9,Kathmandu,"park, point_of_interest, establishment"
163,Ranibari Community Forest,"Kathmandu 44600, Nepal",27.7308175,85.321047,4.4,Nepal,"park, point_of_interest, establishment"
164,Airport Nagar Children’s Park,"Kathmandu 44600, Nepal",27.7024696,85.3660836,4.5,Nepal,"park, point_of_interest, establishment"
165,Bancharetar Chowk (बन्चरे टार चोक),"P979+G89, Kathmandu 44600, Nepal",27.7137883,85.3683668,4.5,Kathmandu,"park, point_of_interest, establishment"
166,Whoopee Land Amusement Water Park,"Kathmandu 44600, Nepal",27.6620256,85.2875264,4.1,Nepal,"amusement_park, park, lodging, restaurant, food, point_of_interest, establishment"
167,Ghyoi Lisang Peace Park,"P9C6+XHF, Unnamed Road, Kathmandu 44600, Nepal",27.7224362,85.3614313,4.7,Unnamed Road,"park, point_of_interest, establishment"
168,Bagmati Nagar Park,"P975+WWP, Kathmandu 44600, Nepal",27.714826,85.359817,4.5,Kathmandu,"park, point_of_interest, establishment"
169,Miku Nepal,"Narayanchaur, Kathmandu 44604, Nepal",27.7148397,85.3249456,4.2,Kathmandu,"park, store, point_of_interest, establishment"
170,Setopool Park,"P83P+683, Kathmandu 44600, Nepal",27.70302,85.3358048,4.7,Kathmandu,"park, point_of_interest, establishment"
171,Dharahara Park धरहरा बगैचा,"P827+55C, Shundara marg, Kathmandu 44600, Nepal",27.7006755,85.3130526,4.3,Shundara marg,"park, point_of_interest, establishment"
172,Nepal Rastra Bank Sworna Jayanti Park,"P8FJ+R7M, Kathmandu 44600, Nepal",27.7245933,85.3306724,4.7,Kathmandu,"park, point_of_interest, establishment"
173,Pasupatinath forest,"Unnamed Road, Kathmandu 44600, Nepal",27.7112392,85.3518243,4.5,Kathmandu,"park, point_of_interest, establishment"
174,Bhugol Park,"P834+PX3, Infront of bishal bazar, near basantpur, नयाँ सडक, Kathmandu, Nepal",27.704272,85.307417,4.3,Infront of bishal bazar,"park, point_of_interest, establishment"
175,pashupatinath park,"44600, Kathmandu 44600, Nepal",27.7102241,85.3494938,5,Kathmandu,"park, point_of_interest, establishment"
176,khotang bazar,"2VR2+45P, 2, Khotang Bazar 56200, Nepal",27.0403397,86.8504639,0,2,"park, point_of_interest, establishment"
177,UN Park,"M8PG+6GJ, Park Ln, Lalitpur 44700, Nepal",27.6855826,85.3262662,3.9,Park Ln,"park, point_of_interest, establishment"
