id,name,address,latitude,longitude,rating,second_word,types
3191,Jaynagra Nepal,"F679+3PQ, हुलाकी राजमार्ग, लुम्बिनी साँस्कृतिक 32900, नेपाल",27.4627129,83.2193556,5,हुलाकी राजमार्ग, trek
3192,Senior Citizen Park जेष्ठ नागरिक उद्यान,"कपिलवस्तु 32800, नेपाल",27.540141,83.0539316,3,नेपाल, park
3193,एक्वा वाटर पार्क लुम्बिनी,"Lumbini Aqwa Park and Resort, सिद्धार्थनगर 32900, नेपाल",27.4861831,83.4628829,3.8,सिद्धार्थनगर, amusement_park
3194,Noori masjid,"HRJ5+M4P, Vijaynagar Patradaya, Patthardaihiya 32800, नेपाल",27.5798723,82.8109239,4.1,Vijaynagar Patradaya, mosque
3195,Gugauli,"H22W+PQ6 Bijaynagar Rural Municipality 1, कपिलवस्तु 32800, नेपाल",27.5517986,83.0468775,0,कपिलवस्तु, hindu_temple
3196,बसुन्धारा पार्क,"6X37+4W4, पार्क सडक, पोखरा 33700, नेपाल",28.2027712,83.9648348,4.3,पार्क सडक, park
3197,बाटुलेचौर चर्च,"7X7J+PCQ, पोखरा 33700, नेपाल",28.2643286,83.9811204,3.6,पोखरा, church
3198,पोखरा लेकसाइड,"6X84+3JQ, Lakeside Rd, पोखरा 33700, नेपाल",28.215209,83.9566153,4.6,Lakeside Rd, tourist_attraction
3199,Pumdikot Shiva Statue,"पोखरा 33700, नेपाल",28.1993758,83.9293815,4.6,नेपाल, monument
3200,सहिद चोक,"पोखरा 33700, नेपाल",28.2015769,83.969797,4.1,नेपाल, historic_site
3201,Gaurighat Park Lakeside,"Gaurighat Park Lakeside, नेपाल",28.2058335,83.9606631,4.4,नेपाल, picnic
3202,Sarangkot View Point,"6WRX+P5P, Thapa Street, पोखरा 33700, नेपाल",28.2418404,83.9479378,4.6,Thapa Street, hike
3203,Annapurna Skate Park,"पोखरा 33700, नेपाल",28.2026368,83.9877514,4.2,नेपाल, park
3204,Annapurna Mata Mandir,"Annapurna municipality-6, लुम्ले 33400, नेपाल",28.3031378,83.7686724,4.7,लुम्ले, hindu_temple
3205,अन्नपूर्ण आधार शिविर,"घान्द्रुक 33700, नेपाल",28.5304141,83.8780691,4.8,नेपाल, trek
3206,Annapurna Range view point Lama Gaun,"6XVJ+595, साराङकोट रोड, पोखरा 33700, नेपाल",28.2428761,83.9809832,4.5,साराङकोट रोड, picnic
3207,वर चौतारी,"8W6W+Q6, घाचोक 33700, नेपाल",28.3119184,83.9455331,0,घाचोक, park
3208,Machhapuchre Baptist Church,"9XHC+G3W, माछापुच्छ्रे 33700, नेपाल",28.378876,83.970199,4.5,माछापुच्छ्रे, church
3209,Masjid Bilal Ra.,"Firke Marga 8, पोखरा 33700, नेपाल",28.2234678,83.9861303,4.3,पोखरा, mosque
3210,Guranse Bhume Aama Samuha Museum गुराँसे भुमे आमा समूह संग्रहालय,"8XP4+85Q, घाचोक 33700, नेपाल",28.3358292,83.9554796,5,घाचोक, museum
3211,Martha's Macrame,"Baidam Rd, पोखरा 33700, नेपाल",28.2174986,83.9588549,5,पोखरा, art_gallery
3213,अष्ट्रेलियाली शिविर,"8R4H+267 Australian camp, Annapurna-6, धम्पुस 33700, नेपाल",28.3044734,83.8280271,4.4,Annapurna-6, historic_site
3214,Machhapuchhre Village Inn,"Khahare-tol, Ghachok, पोखरा, नेपाल",28.3337205,83.9534815,4.3,Ghachok, historic_site
3215,माछापुच्छ्रे,"माछापुच्छ्रे, नेपाल",28.4708519,83.9956016,,नेपाल, historic_site
3216,Sidhuwa Park Madi,"F833+F92, माडी 44200, नेपाल",27.4536414,84.3033844,4.5,माडी, park
3217,Madhupuri Baptist Church,"नारायणी 44200, नेपाल",27.5787197,84.3174507,4.4,नेपाल, church
3218,पाताले छाँगो,"5XQ5+HP2, H10, पोखरा 33700, नेपाल",28.1895642,83.9586637,4.1,H10, tourist_attraction
3219,Pachvaiya Zoo and Animal Conservation Area,"5454+2RV, लेखनाथ 33700, नेपाल",28.1576117,84.107044,3.5,लेखनाथ, zoo
3220,"Bhagawati Mandir, Madi Gaupalika","6488+F89, Bhagwatitar, Madi Gaupalika, माझठाना, नेपाल",28.2161633,84.1158584,5,Bhagwatitar, hindu_temple
3221,Tree Monument Bench,"X798+P2X, ब्यास 33900, नेपाल",27.969665,84.2653543,0,ब्यास, monument
3222,"खुदि, कास्की, गण्डकी, नेपाल","43WQ+433, Shishuwa Rd, लेखनाथ 33700, नेपाल",28.1452651,84.0876656,4.7,Shishuwa Rd, historic_site
3223,Mardi Himal Treks & Expedition Pvt.Ltd,"Street No. 13, पोखरा 33700, नेपाल",28.2083609,83.9591799,5,पोखरा, trek
3224,Begnas Kotbari Restaurant and Picnic Spot,"54R7+V3V, लेखनाथ 33700, नेपाल",28.1922457,84.1126652,4.9,लेखनाथ, picnic
3225,Rupaitha- Jamma Masjid,"MWMH+VJ5, Unnamed Road, जनकपुर 45600, नेपाल",26.6842327,85.9256033,4.7,Unnamed Road, mosque
3226,"Rause Odar, Giri gau, kaskikot","7W7F+64R, साराङकोट रोड, कास्कीकोट 33700, नेपाल",28.2631156,83.9227775,4.9,साराङकोट रोड, historic_site
3227,Short Hiking,"6X97+6P5, Unnamed Road, पोखरा 33700, नेपाल",28.2180191,83.9643721,4.4,Unnamed Road, hike
3228,काठमाडौं अन्तर्राष्ट्रिय संगति,"Agricultural Development Bank LTD, काठमाडौँ 44600, नेपाल",27.7131972,85.3126076,4.7,काठमाडौँ, church
3229,शान्ति प्रतिमूर्ति,"P78Q+8QM, काठमाडौँ 44600, नेपाल",27.7158348,85.2894271,4.6,काठमाडौँ, monument
3230,Jagadol Jhanda Park,"Unnamed Road 44600, बुढानीलकण्ठ 44600, नेपाल",27.7430493,85.376456,4.3,बुढानीलकण्ठ, park
3231,Ekata Milap Church,"Q9J4+45R, Budhanilkantha School Main Rd, बुढानीलकण्ठ 44600, नेपाल",27.780365,85.3554509,5,Budhanilkantha School Main Rd, church
3232,बूढानीलकण्ठ मन्दिर,"Nepal Vipassana Meditation Center Rd 44600, बुढानीलकण्ठ 44600, नेपाल",27.7780545,85.3623215,4.6,बुढानीलकण्ठ, tourist_attraction
3233,مصلى إلياس الكاندهلوي.,"P9H3+MPC Bus Stop, बुढानीलकण्ठ 44600, नेपाल",27.7292211,85.3543551,0,बुढानीलकण्ठ, mosque
3234,Marine Aquatics Nepal,"काठमाडौँ 44600, नेपाल",27.7272108,85.3488546,4.2,नेपाल, aquarium
3235,सतरुद्रेश्वर महादेव,"Q9R8+QRH Budhanilkantha Jungle, बुढानीलकण्ठ 44600, नेपाल",27.7921089,85.3671662,5,बुढानीलकण्ठ, historic_site
3236,बुढानिलकण्ठ पार्क,"Q84Q+R24, Khatri Colony Rd, बुढानीलकण्ठ 44600, नेपाल",27.7570146,85.3375932,4.2,Khatri Colony Rd, picnic
3237,"Shivapuri Nagarjun National Park,HQ","Q9RC+J8P Muhan Pokhari, बुढानीलकण्ठ 44600, नेपाल",27.7915768,85.3708321,4.1,बुढानीलकण्ठ, hike
3238,Jalpa Park,"टोखा 44600, नेपाल",27.7492304,85.3191949,4,नेपाल, park
3239,Navin Church,"P8XP+2G8, टोखा 44600, नेपाल",27.7475267,85.3363366,3.6,टोखा, church
3240,झोर झरना,"Q8XF+RM3, टोखा 44600, नेपाल",27.8011237,85.32186,4.2,टोखा, tourist_attraction
3241,श्री सिद्धिबिनायक सपनतिर्थ मन्दिर,"टोखा सडक 2, काठमाडौँ 44600, नेपाल",27.7757525,85.3304096,4.3,काठमाडौँ, hindu_temple
3242,Tokha,"Q89J+G3H, Dhapasi Marg, काठमाडौँ 44600, नेपाल",27.7688108,85.3302423,4,Dhapasi Marg, historic_site
3243,Church of Christ,"Q76H+6G4, तारकेश्वर 44600, नेपाल",27.7605035,85.2788551,0,तारकेश्वर, church
3244,तार्केश्वर महादेव मन्दिर,"P8Q5+CQW, तारकेश्वर 44600, नेपाल",27.7386392,85.3094423,4.4,तारकेश्वर, tourist_attraction
3245,Thamel Masjid,"P887+X22, काठमाडौँ 44600, नेपाल",27.7173962,85.3125047,4.5,काठमाडौँ, mosque
3246,Aquarium Planet,"तारकेश्वर 44600, नेपाल",27.7489061,85.3017687,4.4,नेपाल, aquarium
3247,सुर्य दर्शन टोल,"P8X4+2W4, तारकेश्वर 44600, नेपाल",27.7472575,85.3075474,4,तारकेश्वर, historic_site
3248,Loktantrik Park लोकतान्त्रिक पार्क,"P8V6+C8F, तारकेश्वर 44600, नेपाल",27.7435618,85.3108066,4.1,तारकेश्वर, picnic
3249,Tarakeshwor viewpoint,"Q7VP+GGQ, तारकेश्वर 44900, नेपाल",27.7938443,85.286365,4.5,तारकेश्वर, hike
3250,Aradhana jyoti church,"J7GQ+9GR, दक्षिणकाली 44600, नेपाल",27.6260369,85.2887612,5,दक्षिणकाली, church
3251,Khusibu Masjid Nayabazar,"P8C2+RXR, Khusibu Sadak, काठमाडौँ 44600, नेपाल",27.7220566,85.3023238,4.8,Khusibu Sadak, mosque
3252,Blue Submarine Aquarium And Pet Shop,"Kulekhani - Phakhel - Pharping Rd, दक्षिणकाली 44600, नेपाल",27.6126309,85.2631527,5,दक्षिणकाली, aquarium
3253,Siddhicharan Memorial Statue,"P825+RF6, काठमाडौँ 44600, नेपाल",27.7020266,85.3086347,2,काठमाडौँ, monument
3254,Laudasur gufa,"J7CJ+XCX, दक्षिणकाली 44600, नेपाल",27.6230354,85.2804095,4.1,दक्षिणकाली, historic_site
3255,Dakshinkali Park,"J747+63W, फर्पिङ-कुलेखानी सडक, दक्षिणकाली 44600, नेपाल",27.606339,85.2621393,5,फर्पिङ-कुलेखानी सडक, picnic
3256,नागार्जुन जंगल,"P7W8+2PV, त्रिशुली राजमार्ग, नागार्जुन 44600, नेपाल",27.7442178,85.2567237,4.4,त्रिशुली राजमार्ग, park
3257,प्रकाश चर्च,"Dhunghedhara Yerahiti Nursery Chowk Prakash Church, नागार्जुन 44600, नेपाल",27.7254091,85.2906996,4.5,नागार्जुन, church
3258,Sitapaila Jama Masjid Hamd Al Hussain,"P75F+8VJ, नागार्जुन 44600, नेपाल",27.7082567,85.274285,4.1,नागार्जुन, mosque
3259,राधा कृष्ण मन्दिर,"P7JP+2X5, Radha Krishna Chowk, Yerahity, Raniban Rd, नागार्जुन 44600, नेपाल",27.7300148,85.2874875,4.4,Radha Krishna Chowk, hindu_temple
3260,नागार्जुन रक गार्डेन,"P7G9+37W, नागार्जुन 44600, नेपाल",27.7252447,85.2682095,4,नागार्जुन, picnic
3261,Gothatar Water Fun Park,"Unnamed Road, कागेश्वरी मनोहरा 44600, नेपाल",27.712572,85.3748474,3.9,कागेश्वरी, amusement_park
3262,Masjid,"M9WC+73F, कागेश्वरी मनोहरा 44600, नेपाल",27.6957543,85.3701916,4,कागेश्वरी, mosque
3263,The Nature Fine Art Gallery And Training Centre,"Kageswori Manohara Municipality Ward No 6 sarbeswor Marga house no 75, 00977, नेपाल",27.7150436,85.3831765,5,977, art_gallery
3264,कागेश्वरी महादेव मन्दिर,"QC7Q+8CG, कागेश्वरी मनोहरा 44600, नेपाल",27.763307,85.4385629,4.5,कागेश्वरी, hindu_temple
3265,बालुवा खानी (पशुपति क्षेत्र विकास कोष),"P96H+FX5, कागेश्वरी मनोहरा 44600, नेपाल",27.7121828,85.3789592,4,कागेश्वरी, historic_site
3266,जोरपाटी चोक सहिद पार्क,"P9CF+M2P, गोकर्णेश्वर 44600, नेपाल",27.7217949,85.3726976,3.7,गोकर्णेश्वर, park
3267,गोकर्णेश्वर महादेव मन्दिर,"P9QQ+P38, जोरपाटी सुन्दरीजल सडक, गोकर्णेश्वर 44600, नेपाल",27.7392795,85.3876969,4.5,जोरपाटी सुन्दरीजल सडक, tourist_attraction
3268,A.S. Aquarium Fish & Pet Shop,"जोरपाटी सुन्दरीजल सडक, गोकर्णेश्वर 44602, नेपाल",27.728409,85.37833,3.9,गोकर्णेश्वर, aquarium
3269,Statue of Ghattaraj Bhattarai,"P9J5+VQV, Unnamed Road, बुढानीलकण्ठ 44600, नेपाल",27.732245,85.3594119,4.1,Unnamed Road, monument
3270,Iceland Trekking & Expedition Pvt. Ltd.,"Aarubari Sadak, गोकर्णेश्वर 44602, नेपाल",27.7282319,85.3740182,4.7,गोकर्णेश्वर, trek
3271,Gokarna Hills,"P9MG+5X9, Sahid Park Rd, गोकर्णेश्वर 44600, नेपाल",27.7329247,85.3774945,4.4,Sahid Park Rd, picnic
3272,Tarebhir view point,"Q9JQ+8H, गोकर्णेश्वर 44600, नेपाल",27.7807969,85.3889726,4.4,गोकर्णेश्वर, hike
3273,चन्द्रागिरि केबल कार माथिल्लो स्टेसन,"M683+6V9, Kulekhani-Phakhel-Matatirtha Rd, चन्द्रागिरी 44600, नेपाल",27.6672261,85.2058437,4.5,Kulekhani-Phakhel-Matatirtha Rd, tourist_attraction
3274,Hamza Masjid,"M7V8+VXW, चन्द्रागिरी 44600, नेपाल",27.6946947,85.2674718,5,चन्द्रागिरी, mosque
3275,विष्णु देवी मन्दिर,"M7M6+288, चन्द्रागिरी 44600, नेपाल",27.6825424,85.2608263,4.6,चन्द्रागिरी, hindu_temple
3276,पुष्पलाल पार्क,"Champadevi, Kirtipur-4, कीर्तिपुर 44618, नेपाल",27.6584158,85.2514675,4.1,Kirtipur-4, park
3277,مصلى كلتي بور,"M7FJ+7P8, कीर्तिपुर 44618, नेपाल",27.6731628,85.2818152,5,कीर्तिपुर, mosque
3278,Angel Aquarium,"Nagaun Rd., Kirtipur, Kathmandu 44618, नेपाल",27.6731127,85.2746924,5,Kirtipur, aquarium
3279,dailoart,"कीर्तिपुर 44600, नेपाल",27.6684327,85.264268,5,नेपाल, art_gallery
3280,उमा महेश्वर मन्दिर,"M7JF+2RF, Kirtipur Ring Rd, काठमाडौँ 44618, नेपाल",27.679881,85.2746562,4.6,Kirtipur Ring Rd, hindu_temple
3281,सिम (Sim),"Kathmandu, Kirtipur ward. 4, Kirtipur Sim, कीर्तिपुर 44600, नेपाल",27.6585938,85.2929743,0,Kirtipur, monument
3282,चिलंच्व,"M7GH+Q5F, कीर्तिपुर 44618, नेपाल",27.67693,85.2779224,4.6,कीर्तिपुर, historic_site
3283,Chobar ground,"M77Q+4Q9, कीर्तिपुर 44600, नेपाल",27.6627832,85.2894958,4.1,कीर्तिपुर, picnic
3284,"shankharapur-3, Dhoksan","PGP3+9G, शङ्खरापुर 44812, नेपाल",27.735968,85.503829,4.7,शङ्खरापुर, tourist_attraction
3285,सालीनदी mandir,"PFH9+5MR, शङ्खरापुर 44600, नेपाल",27.7279979,85.4691294,4.5,शङ्खरापुर, hindu_temple
3286,Dhulikhel Picnic Park,"Dhulikhel Picnic Park, धुलिखेल मार्ग, धुलिखेल 45200, नेपाल",27.6158506,85.5623357,,धुलिखेल मार्ग, park
3287,"Evangelical Friends Church, Dhulikhel धुलिखेल मित्र मण्डली","Dhulikhel Road 3, धुलिखेल 45200, नेपाल",27.626937,85.5476667,5,धुलिखेल, church
3288,धुलिखेल पार्क,"JH86+8WW, धुलिखेल 45200, नेपाल",27.615857,85.5623327,3.9,धुलिखेल, tourist_attraction
3289,Banepa Jame Masjid,"JGGF+GX2, बनेपा 45210, नेपाल",27.62626,85.5248717,3,बनेपा, mosque
3290,KU Corner,"JG9Q+RC6, धुलिखेल 45200, नेपाल",27.6195478,85.5384994,4.5,धुलिखेल, museum
3291,Ridam krishi pashu panchi fram,"Panauti Rd, पनौती 45210, नेपाल",27.6060689,85.5292944,0,पनौती, zoo
3292,Aqua Hobbyist,"Kathmandu University Department of Computer Science and Engineering, धुलिखेल 45200, नेपाल",27.6165735,85.5407772,0,धुलिखेल, aquarium
3293,Makaju Painting showroom,"JH93+694, धुलिखेल 45200, नेपाल",27.618006,85.5534251,5,धुलिखेल, art_gallery
3294,काली मन्दिर,"JH69+57V, Hajar Sidhi, धुलिखेल 45200, नेपाल",27.610491,85.5681592,4.3,Hajar Sidhi, hindu_temple
3295,शान्ति वन,"JH68+WHH, Hajar Sidhi, धुलिखेल 45200, नेपाल",27.6123232,85.5664978,4.4,Hajar Sidhi, monument
3296,लगन डबली,"JH92+8P6, धुलिखेल 45200, नेपाल",27.6182889,85.5517646,4.1,धुलिखेल, historic_site
3297,सुदूर माथिको बादल (पी) लिमिटेड,"अरनिको राजमार्ग, धुलिखेल 45200, नेपाल",27.6260709,85.5445469,4,धुलिखेल, trek
3298,सुचना प्रबिधी पार्क,"Panauti Rd Banepa, पनौती 45210, नेपाल",27.6174294,85.5268455,3.8,पनौती, park
3299,Little Star Fun Park with Family Restro Banepa,"JGH9+433, बनेपा 45210, नेपाल",27.6273879,85.5183478,4.1,बनेपा, amusement_park
3300,Deurali View Point,"बनेपा 45210, नेपाल",27.6417114,85.5221352,4.1,नेपाल, tourist_attraction
3301,Rubin Bade's Art Gallery,"JGM9+GWM, बनेपा 45210, नेपाल",27.6337844,85.5197828,4.9,बनेपा, art_gallery
3302,चासः अजिमा देगः (श्री चन्डेश्वरी मन्दिर),"JGPJ+8V3, Banepa-RabiOP Rd, बनेपा 45210, नेपाल",27.6357735,85.532171,4.6,Banepa-RabiOP Rd, hindu_temple
3303,द्यः पुखू । 𑐡𑑂𑐫𑑅 𑐥𑐸𑐏𑐹,"JGJF+PJJ, बनेपा 45210, नेपाल",27.6318265,85.5240084,4.4,बनेपा, monument
3304,ध्वाखा: पुखु 𑑋 𑐢𑑂𑐰𑐵𑐏𑐵𑑅 𑐥𑐸𑐏𑐹,"Kobaha Pukhu, 45210, बनेपा, नेपाल",27.6313424,85.5220326,4.6,45210, historic_site
3305,Gosaithan picnic spot,"JGMR+FMG, बनेपा, नेपाल",27.6336637,85.5417262,3.7,बनेपा, picnic
3306,"सहिद पार्क, पनौती-8,मल्पि","HGM3+64H, पनौती 45209, नेपाल",27.5830545,85.5028605,4.3,पनौती, park
3307,MR Aquatic World,"Panauti 4, पनौती, नेपाल",27.5891107,85.515326,5,पनौती, aquarium
3308,इन्द्रेश्वोर मन्दिर,"HGP8+3XP, पनौती ७, नेपाल",27.5852042,85.5175314,4.8,पनौती ७, hindu_temple
3309,"Sorhakhutte Panauti, सोह्रखुट्टे पनौती","HGM7+RX3, पनौती 45209, नेपाल",27.5845189,85.5149345,4.6,पनौती, historic_site
3310,Panauti-- Dhulikhel community Hike,"PANAUTI-DALIMCHOK SUNTHAN DEVI THAN DHULIKHEL, पनौती 45209, नेपाल",27.5867342,85.5143969,3,पनौती, trek
3311,Radha Krishna Trail,"पनौती 45209, नेपाल",27.5891051,85.4987751,4.5,नेपाल, hike
3312,White Park Resort,"अरनिको राजमार्ग, पाँचखाल 45212, नेपाल",27.6455327,85.6317029,4.2,पाँचखाल, park
3313,होक्से (पाँचखाल),"MM23+9W4, पलान्चोक भगवती मार्ग, पाँचखाल 45200, नेपाल",27.6509013,85.6548435,4,पलान्चोक भगवती मार्ग, church
3314,"Landstar view , Panchkhal, Bhamarkot","JJH4+3X, पाँचखाल 45212, नेपाल",27.6276849,85.6074975,4.3,पाँचखाल, tourist_attraction
3315,पाँचखाल नगरपालिका,"Kabhraplanchok, पाँचखाल 45212, नेपाल",27.6497317,85.61839,4.2,पाँचखाल, mosque
3316,Hokse Church,"MJ47+H36, पाँचखाल 45212, नेपाल",27.6564212,85.612648,5,पाँचखाल, museum
3317,Chiyan danda,"MHRM+XJ Pamya gaira, पाँचखाल 45200, नेपाल",27.6938525,85.5835058,0,पाँचखाल, zoo
3318,पलाञ्चोक भगवती मन्दिर,"पलान्चोक भगवती मार्ग, पाँचखाल 45212, नेपाल",27.6288065,85.6741142,4.6,पाँचखाल, hindu_temple
3319,पाँचखाल,"पाँचखाल, नेपाल",27.6564212,85.612648,,नेपाल, historic_site
3320,Panchkhal Dream House Resort,"Pachkhal, पाँचखाल 45212, नेपाल",27.6591857,85.6252169,4.6,पाँचखाल, historic_site
3321,50 kilo,"MM2C+RJW, अरनिको राजमार्ग, पाँचखाल 45215, नेपाल",27.652125,85.6715909,4,अरनिको राजमार्ग, historic_site
3323,Palanachowk Bhagwati Tower Picnic Spot,"JMGG+GW7 Bhagwati, पाँचखाल 45200, नेपाल",27.6262969,85.6772994,4.5,पाँचखाल, picnic
3324,anaikot view ground,"MH22+QPC, रबि ओपी 45200, नेपाल",27.651932,85.5517625,4.8,रबि, hike
3325,Park,"Namobuddha Rd, सिमलचौर श्यामपाटी 45200, नेपाल",27.5784753,85.5903451,4,सिमलचौर, park
3326,पुरानागाउँ ढुङ्गेधारा,"HH4X+HFG, Namobuddha Rd, काशीखण्ड 45200, नेपाल",27.5564378,85.5993172,0,Namobuddha Rd, amusement_park
3327,नमोबुद्ध गुम्बा,"HHCM+F2R, Namobuddha Rd, सिमलचौर श्यामपाटी 45200, नेपाल",27.5712337,85.5825272,4.6,Namobuddha Rd, church
3328,नमोबुद्ध भ्यू प्वाइन्ट,"HH9J+Q45, सिमलचौर श्यामपाटी 45200, नेपाल",27.5693892,85.5803629,4.7,सिमलचौर, tourist_attraction
3329,नमोबुद्ध चैत्य,"HHFM+63M, Namobuddha Rd, सिमलचौर श्यामपाटी 45200, नेपाल",27.573089,85.5826733,4.6,Namobuddha Rd, mosque
3330,chill,"JCQ3+HH, अनन्तलिङ्गेश्वर, नेपाल",27.6388961,85.4039577,0,अनन्तलिङ्गेश्वर, hike
3331,मड्किल डाँडा सर्भझाङ जेरो पोइन्ट,"PH4G+QFC, नयाँगाउँ देउपुर 45200, नेपाल",27.7069287,85.5761401,4.8,नयाँगाउँ, park
3332,मण्डन देउपुर नगरपालिका,"45200, महादेवस्थान मन्डन, नेपाल",27.7108409,85.6151349,4.3,महादेवस्थान मन्डन, mosque
3333,"Ugreshwor Mahadev Temple, mandan Deupur 11","MJHG+QVC, मेलम्ची हेलम्बु सडक, जैसीथोक, नेपाल",27.6794434,85.6271259,5,मेलम्ची हेलम्बु सडक, hindu_temple
3334,Mandan Deupur Municipality Gate (Ward no.1),"Phulping, डाँडागाउँ 45200, नेपाल",27.7318743,85.5153093,5,डाँडागाउँ, monument
3335,Roshi waterfall,"मल्पी रोड, waterfall 45200, नेपाल",27.5585032,85.4617929,4.4,waterfall, park
3336,Roshi jharana,"पनौती 45200, नेपाल",27.5585112,85.4617935,4,नेपाल, tourist_attraction
3337,Kavre Roshi,"GMFQ+9J5 bridge, कटुन्जे बेसी 45200, नेपाल",27.5233956,85.6891044,4,कटुन्जे, mosque
3338,दक्षिण बाराही मन्दिर / क्वाछे द्यो (𑐎𑑂𑐰𑐵𑐕𑐾 𑐡𑑂𑐫𑑅),"M99P+69W, अनन्तलिङ्गेश्वर, नेपाल",27.6681071,85.3859148,4.4,अनन्तलिङ्गेश्वर, hindu_temple
3339,Raktakali Memorial Park,"45200, नेपाल",27.5452561,85.7111074,4.5,नेपाल, park
3340,Beth-Shalom Birtadeurali Church,"HP7X+PXF, बिर्तादेउराली 45200, नेपाल",27.5643218,85.7499298,0,बिर्तादेउराली, church
3341,"Selfie Danda (सेल्फी घाङ), Temal, Kavre","GQ8Q+2RJ, ठुलो पर्सेल 45200, नेपाल",27.5150896,85.7895223,4.2,ठुलो, tourist_attraction
3342,"Yarinag Cave, Temal","GPGC+7R4, 45200, नेपाल",27.5256309,85.7220644,4.1,45200, mosque
3343,Nepalthok Pati,"CRV6+C83, दुम्जा, नेपाल",27.4434712,85.8107946,4.3,दुम्जा, museum
3344,नारायणस्थान मन्दिर,"पोखरीनारायणस्थान 45200, नेपाल",27.5163155,85.739435,4.4,नेपाल, hindu_temple
3345,Yarinag,"GPHG+936, 45200, नेपाल",27.528409,85.7251553,4.8,45200, historic_site
3346,Thapa Daiko Picnic Spot,"JMMC+GJ4 Pachkhal, पलान्चोक भगवती मार्ग, पाँचखाल 45212, नेपाल",27.6337554,85.6715734,0,पलान्चोक भगवती मार्ग, picnic
3347,ग्याम तुन्पाला शिल्पा क्यूइ,"FPV9+H3, मंगलटार 45200, नेपाल",27.4938753,85.7177028,0,मंगलटार, hike
3348,Thumki Natural Park,"HG5M+R2Q, Khopashi to Balthali, पनौती 45216, नेपाल",27.5595857,85.5326226,4.9,Khopashi to Balthali, park
3349,बेथानचोक नारायणस्थान,"FFMM+GFQ, च्याम्रांग बेसी 45200, नेपाल",27.4838311,85.4837261,4.6,च्याम्रांग, church
3350,Nange Chaur Picnic Sport,"JGFJ+3CG, बेथानचोक_BETHANCHOOK 45200, नेपाल",27.5048125,85.4649375,0,बेथानचोक_BETHANCHOOK, picnic
3351,Khanikhola chitre,"9FVM+MWV, साल्धारा 45200, नेपाल",27.3942433,85.4848056,0,साल्धारा, park
3352,Jorchhaga jharana,"CH5J+VC, गोकुले 45200, नेपाल",27.4096714,85.5811146,5,गोकुले, amusement_park
3353,Khani Khola Bridge,"F7J7+G9, प्युटार 44700, नेपाल",27.4813373,85.2634207,2.5,प्युटार, tourist_attraction
3354,"Khanikhola , kavre","9FVM+PX2, साल्धारा 45200, नेपाल",27.3942685,85.4848732,5,साल्धारा, mosque
3355,BhimsenSthan Mandir Khanikhola GaunPalika,"CFFR+795, फलामेटार 45200, नेपाल",27.4231377,85.4909914,5,फलामेटार, hindu_temple
3356,खानीखोला,"खानीखोला, नेपाल",27.3942433,85.4848056,,नेपाल, historic_site
3357,Kapersthan Mahankal Hike Point,"GG8H+2Q5, च्यासिङखर्क 45200, नेपाल",27.515001,85.5294979,5,च्यासिङखर्क, hike
3358,"Bhanu Chok, Diktel भानुचोक, दिक्तेल","6Q6V+C7Q, खानिडाँडा सडक, दिक्तेल 56200, नेपाल",27.2110772,86.7932324,0,खानिडाँडा सडक, park
3359,Ratnapark shopping complex and Children Park,"6QCQ+QR8, दिक्तेल 56200, नेपाल",27.2218579,86.7900265,4,दिक्तेल, amusement_park
3360,Aasha Church,"Majhuwa, Meghe Chautara, Diktel Sadak 56200, Lafyang 56200, नेपाल",27.1981679,86.8071476,3,Meghe Chautara, church
3361,Diktel Jeevan Baptist Church,"6QFR+H7M, दिक्तेल 56200, नेपाल",27.2238689,86.7906008,0,दिक्तेल, church
3362,दिक्तेल रुपाकोट मझुवागढी,"दिक्तेल रुपाकोट मझुवागढी, 56200, नेपाल",27.2232013,86.7886391,,56200, mosque
3363,Khotang simpani gairee,"5QMJ+GPH, दिक्तेल 56200, नेपाल",27.1838128,86.7818523,5,दिक्तेल, hindu_temple
3364,Holesung Park,"5JM2+XWG, दुर्छिम 56200, नेपाल",27.1849255,86.6023312,4.1,दुर्छिम, park
3365,ऐसेलुखर्क मण्डली,"5JXP+3H, महादेवस्थान 56200, नेपाल",27.1976748,86.636406,5,महादेवस्थान, church
3366,हलेसी तुवाचुङ,"हलेसी तुवाचुङ, नेपाल",27.1845797,86.5938176,,नेपाल, tourist_attraction
3367,तुवाचुङ पदमार्ग Tuwachung Hiking Trail,"5JXQ+4H, महादेवस्थान 56200, नेपाल",27.1978505,86.6387355,2,महादेवस्थान, trek
3368,Libju Picnic Place,"6GP2+2R, मोली 56100, नेपाल",27.2351155,86.5020625,0,मोली, picnic
3369,Sumnima Paruhang Park ( सुम्निमा पारुहाङ पार्क ),"4R6Q+86R, 56200, नेपाल",27.1108682,86.8380251,5,56200, park
3370,जोर धरा,"2RVG+8F, Indranipokhari 56200, नेपाल",27.0437869,86.8253957,0,Indranipokhari, church
3371,खोटेहाङ,"खोटेहाङ, नेपाल",27.0403397,86.8504639,,नेपाल, tourist_attraction
3372,"Chhongten Village ""छोङ्टेन"" गाउँ","5WMX+7M, खावा 57000, नेपाल",27.183009,86.9489631,5,खावा, museum
3373,खुट्टेश्वोर महादेव मन्दिर,"2V78+R7, खोटांग बजार 56200, नेपाल",27.0145954,86.865706,4,खोटांग, hindu_temple
