id,name,address,latitude,longitude,rating,second_word,types,description,removal_reason
779,"Jame Masjid Devighat, Nuwakot","V466+456, baidaura 44900, naepaala",27.8602799,85.1103951,3.8,baidaura,,,Missing description
780,Nuwakot Durbar Square Museum,"W5F7+FP, baidaura 44900, naepaala",27.9236376,85.1643118,4.9,baidaura,,,Missing description
781,sharaii bhaairabaii manadaira nauwaakaota,"W577+2FC, baidaura 44900, naepaala",27.9125607,85.1636143,4.6,baidaura,,,Missing description
782,Nuwakot Durbar Square,"W577+FRX, nauwaakaota sadaka, baidaura 44900, naepaala",27.9137359,85.1646101,4.4,nauwaakaota sadaka,,,Missing description
783,Siltanki Nuwakot,"W5V4+4QR, baidaura 44900, naepaala",27.9428708,85.1568824,4.2,baidaura,,,Missing description
784,D-Siltank picnic spot,"baidaura 44900, naepaala",27.9421887,85.1582905,4.3,naepaala,,,Missing description
785,kakanaii bhayauu pawaainata,"kakanaii 44900, naepaala",27.8142941,85.2686545,4.2,naepaala,,,Missing description
786,Sidhicharan Park,"8F9X+3XF, sagaramaathaa raajamaaraga, kataaraii 56100, naepaala",27.3176885,86.4999211,4.1,sagaramaathaa raajamaaraga,,,Missing description
787,"Birendra Park, Okahdlhunga","56100, saidadhaicharana, naepaala",27.3157808,86.4972739,4.4,saidadhaicharana,,,Missing description
788,Aarohan church,"8GC4+964, saidadhaicharana 56100, naepaala",27.3211426,86.5056085,0.0,saidadhaicharana,,,Missing description
789,okhaladhaungagaa taudaikhaela,"saidadhaicharana 56100, naepaala",27.3143202,86.502892,4.1,naepaala,,,Missing description
790,Okhaldhunga Historical Museum,"8G2V+586, saidadhaicharana 56100, naepaala",27.3004068,86.5432686,5.0,saidadhaicharana,,,Missing description
791,"Shiva Temple, Okahdlhunga","56100, saidadhaicharana, naepaala",27.3131221,86.5025156,4.0,saidadhaicharana,,,Missing description
792,Historical Okhaldhunga,"8F9X+3WP, saidadhaicharana 56100, naepaala",27.317724,86.4998222,4.9,saidadhaicharana,,,Missing description
793,naepaala taraeka haba,"Bal Kumari Marg, kaathamaadaauँ 44600, naepaala",27.7259526,85.3176154,5.0,kaathamaadaauँ,,,Missing description
794,Thamdanda,"8GJ8+692, saidadhaicharana 56100, naepaala",27.3305157,86.5158917,4.8,saidadhaicharana,,,Missing description
795,Ramapithecus Park,"PFP8+F73, H10, daobhaana 32500, naepaala",27.736148,83.4656855,4.3,H10,,,Missing description
796,wana waataikaa,"MF3J+3XV, tailaotatamaa 32907, naepaala",27.6527416,83.4824252,4.1,tailaotatamaa,,,Missing description
797,"World mission society church of god- Tansen,palpa (waishawa sausamaachaara samaaja paramaesha‍warakao manadalaii taanasaena ,paalapaa)","VG9R+66, taanasaena 32500, naepaala",27.868037,83.5405929,4.9,taanasaena,,,Missing description
798,Palpa Durbar & Museum,"taanasaena 32500, naepaala",27.867475,83.5453295,4.3,naepaala,,,Missing description
799,Banbatika Zoo,"MF3P+J33, tailaotatamaa 32907, naepaala",27.6540046,83.4851772,4.1,tailaotatamaa,,,Missing description
800,Butwal Aquirium And Plant House,"MFP8+8PW E W, mahaenadara raajamaaraga, bautawala 32907, naepaala",27.6858584,83.4668131,3.8,mahaenadara raajamaaraga,,,Missing description
801,Nepalese fine art gallery,"VH94+63F, Tansen mission road, naepaala",27.8680292,83.5552002,0.0,Tansen mission road,,,Missing description
802,Bhairabsthan Temple,"VF9H+VGM, taanasaena-tamaghaasa sadaka, bhaairawasathaana 32500, naepaala",27.8697108,83.4787868,4.7,taanasaena-tamaghaasa sadaka,,,Missing description
803,Butwal Bike Station,"Horizon Chowk Bus Stop, H10, bautawala 32907, naepaala",27.6788842,83.4647928,4.3,H10,,,Missing description
804,Nuwakot,"PCGW+C4, daobhaana 32907, naepaala",27.7260625,83.4453125,4.1,daobhaana,,,Missing description
805,athawaa paaraka,"6PG2+QW9, Unnamed Road, kaushamaa 33400, naepaala",28.2269157,83.7023663,4.2,Unnamed Road,,,Missing description
806,Nepal Evangelical Patichaur Church,"7PFP+GVX, Deuraali, raamajaa sadaka, paataichaaura 33400, naepaala",28.2738485,83.7371998,5.0,Deuraali,,,Missing description
807,Ramesh Parbat,"3G2J+HJM, sayauujaa 22400, naepaala",28.0520283,82.5321839,4.0,sayauujaa,,,Missing description
808,Raza Jama Masjid,"6M7H+7F6, kaushamaa 33400, naepaala",28.2131421,83.6786692,3.4,kaushamaa,,,Missing description
809,Gupteswor Gupha (gaupataeshawara gauphaa),"gaupataeshawaora padamaaraga Shivalaya-8,Kusma,Parbat,Nepal, kaushamaa 33400, naepaala",28.2274065,83.6746259,4.6,Kusma,,,Missing description
810,bhauupataiinadara malala parataimaa,"MCCH+R85, bhakatapaura 44800, naepaala",27.6720189,85.4283481,4.9,bhakatapaura,,,Missing description
811,Durlung Kot,"kaushamaa 33400, naepaala",28.2533235,83.6885371,4.4,naepaala,,,Missing description
812,Kokhe Danda,"bhaukataanagalae, naepaala",28.372265,83.6860682,4.8,naepaala,,,Missing description
813,Gyandi Open Resort & Picnic Spot,"kaushamaa 33400, naepaala",28.2063712,83.6799905,4.7,naepaala,,,Missing description
814,Malyangdi Khola,"5MXM+VCH, kaushamaa 33400, naepaala",28.1996761,83.683612,4.0,kaushamaa,,,Missing description
815,parasaa raashataraiya naikaunyaja,"8VF7+88M, amalaekhaganyaja, naepaala",27.3233433,84.8632908,4.4,amalaekhaganyaja,,,Missing description
816,Thrill Factory & Water Park,"3W55+P7G, taraibhauwana raajapatha, waiiraganyaja 44300, naepaala",27.0594915,84.9087791,3.9,taraibhauwana raajapatha,,,Missing description
817,New Apostolic Church Jeetpur,"4XM4+RX5, gadhaiimaaii 44400, naepaala",27.1345274,84.9574162,4.8,gadhaiimaaii,,,Missing description
818,Jama Masjid Parsa,"3J35+P85, Unnamed Road, Mahuawa Sagrauwa, Bihar 845306, bhaarata",27.0542473,84.6084355,4.4,Unnamed Road,,,Missing description
819,"Brahma Kumaris sub-Center, Murali Bagaicha, Birgunj, Parsa","2V9P+6RP, bairagamja baaipaasa raoda, waiiraganyaja 44300, naepaala",27.0180824,84.8871364,3.5,bairagamja baaipaasa raoda,,,Missing description
820,Aqua Fish World,"gadhaiimaaii 44400, naepaala",27.1641297,84.9782205,4.2,naepaala,,,Missing description
821,Parsa gadhi temple,"4VP4+W2J, baagaeshawaraii taitaraonaa 44300, naepaala",27.1373241,84.855038,4.6,baagaeshawaraii,,,Missing description
822,ghanataaghara,"waiiraganyaja 44300, naepaala",27.0149613,84.8788959,4.3,naepaala,,,Missing description
823,Shankaracharya Prawesh Dwar shamkaraachaaraya parawaesha dawaara,"XVR5+9C6, AH42, waiiraganyaja, naepaala",26.9909069,84.8585381,4.4,AH42,,,Missing description
824,Jagriti AG Church,"3VRJ+FWQ Helipad, payauuthaana 22300, naepaala",28.0912521,82.8823801,1.0,payauuthaana,,,Missing description
825,raawatagaauँ narasaraii (RawatGaun Nursery),"2FH4+283, ghaoraahaii 22400, naepaala",28.0275062,82.4557907,0.0,ghaoraahaii,,,Missing description
826,Nepal fishmandu,"Redhon pool, kaathamaadaauँ 44600, naepaala",27.7420283,85.3109494,4.1,kaathamaadaauँ,,,Missing description
827,sharaii sawaragadawaaraii manadaira,"Swargadwari Municipality, payauuthaana 22300, naepaala",28.1216987,82.6745237,4.5,payauuthaana,,,Missing description
828,Swargadwari pyuthan,"4MCF+CJP, sawaragadawaaraiikhaala 22300, naepaala",28.1210861,82.6740408,4.5,sawaragadawaaraiikhaala,,,Missing description
829,tailaauraakaota kapailawasatau,"H3G3+G37, kapailawasatau 32800, naepaala",27.5762958,83.0526809,4.5,kapailawasatau,,,Missing description
830,naepaala taraekainga maaragaharauu padayaataraaharauu ra abhaiyaana paraaiwaeta laimaitaeda,"Attached building of LOD gate, thamaela maaraga, kaathamaadaauँ 44600, naepaala",27.7160149,85.3115312,4.9,thamaela maaraga,,,Missing description
831,Banskhola picnic spot,"3VR3+6JQ, payauuthaana 22300, naepaala",28.0905996,82.8541154,4.8,payauuthaana,,,Missing description
832,Bharosa Gospel Church Ramechhap ️,"83FJ+Q7M, raamaechhaapa 45400, naepaala",27.3251544,86.0803388,5.0,raamaechhaapa,,,Missing description
833,RAMECHHAP ARUKHARKEY,"85F2+GR3, raamaechhaapa 45400, naepaala",27.3237431,86.1520712,4.5,raamaechhaapa,,,Missing description
834,Taarakeshor Mahadev Temple,"8477+7JC, raamaechhaapa 45400, naepaala",27.313199,86.1140179,5.0,raamaechhaapa,,,Missing description
835,"Manthali, Ramechhap","93M7+X9C, raamaechhaapa 45400, naepaala",27.3849284,86.0633828,4.4,raamaechhaapa,,,Missing description
836,sagaramaathaa aadhaara shaiwaira taraekainga,"amaृta maaraga, kaathamaadaauँ 44600, naepaala",27.7159436,85.3127654,5.0,kaathamaadaauँ,,,Missing description
837,laangagataangaga raashataraiya naikaunyaja,"Helambu, 45007, naepaala",28.1288506,85.5438048,4.6,45007,,,Missing description
838,Yubra church ministry,"yubra charch naukunda 2, naepaala",28.0067491,85.3002578,5.0,naepaala,,,Missing description
839,"Gatlang Village Rasuwa, Nepal.","5779+56M, Gatlang, sayaaparau baesaii 45000, naepaala",28.1629624,85.2680497,4.6,Gatlang,,,Missing description
840,rasauwaagadhaii,"45000, naepaala",28.2776297,85.3776517,4.2,naepaala,,,Missing description
841,SouthS ART gallery,"J87G+9PG, thaechao 44700, naepaala",27.6134395,85.3268138,5.0,thaechao,,,Missing description
842,Rasuwagadhi Temple,"naepaalaii bhamsaara kaarayaalaya, 45000, naepaala",28.2778206,85.3775422,4.0,45000,,,Missing description
843,Way to Thulo Sybru (Gosaikunda to Langtang Trek),"492C+477, 45000, naepaala",28.1002855,85.3706823,5.0,45000,,,Missing description
844,Majuwa hiking junction(majauwaa haaikainga jakasana),"X5WX+MJ6, paasaanga lahaamau raajamaaraga, laharaepaauwaa 45000, naepaala",27.9966614,85.1990095,4.4,paasaanga lahaamau raajamaaraga,,,Missing description
845,Lampuja Rolpa,"to, laiwaanga 22100, naepaala",28.2652853,82.6907408,4.5,laiwaanga,,,Missing description
846,Bethel Church Rolpa,"8J2R+76X, laiwaanga 22100, naepaala",28.3007462,82.6405964,5.0,laiwaanga,,,Missing description
847,View Tower Liwang Rolpa Nepal,"7M78+PW6, laiwaangaga 22100, naepaala",28.2642951,82.6672633,4.2,laiwaangaga,,,Missing description
848,Badakhola,"F994+XCV, kaotabaaraa 22200, naepaala",28.4699807,82.3560389,0.0,kaotabaaraa,,,Missing description
849,janayaudadha sangagaraalaya gaairaigaau tailaa raolapaa,"8GC3+M2C, gaairaiigaauँ 22100, naepaala",28.3216991,82.5025481,3.0,gaairaiigaauँ,,,Missing description
850,R. R. AQUARIUM HOUSE,"chakarapatha, kaathamaadaauँ 44600, naepaala",27.70236,85.340812,3.9,kaathamaadaauँ,,,Missing description
851,Ota Rolpa Nepal,"CC8Q+447, Ota 22100, naepaala",28.4153002,82.4377818,4.0,Ota,,,Missing description
852,Darbot Rolpa daarabaota raolapaa,"8GGQ+XR, daarabaota, kaotagaauँ, naepaala",28.3275624,82.5383158,4.1,daarabaota,,,Missing description
853,ROLPA,"7JXM+X8W, laiwaanga 22100, naepaala",28.3,82.633333,0.0,laiwaanga,,,Missing description
854,Satdobato,"7MC9+W56, Unnamed Road, laiwaanga 22100, naepaala",28.2722786,82.6678916,4.1,Unnamed Road,,,Missing description
855,Sankha Rukum,"Sankha 7 Rukum, Musikot 7, 22000, naepaala",28.6137435,82.5094666,5.0,Musikot,,,Missing description
856,kauraikhaolaa khaeta paraema kae.saii,"H9M7+WF, paeughaa 22000, naepaala",28.5848026,82.363645,5.0,paeughaa,,,Missing description
857,Koinonia Rukum Church,"West Part, Musikot - 7, naepaala",28.6093429,82.5187044,4.0,Musikot,,,Missing description
858,"Gupta daha, rukum east.","PJRR+W5, saisanae 22000, naepaala",28.7423069,82.6403869,4.5,saisanae,,,Missing description
859,maora maanachha jalaaunae thaauँ,"M6G4+94, paurataimakaadaa 22000, naepaala",28.6759283,82.2052937,0.0,paurataimakaadaa,,,Missing description
860,"Digre saikumari temple, rukum","JFJG+7FH, mausaiikaota 22000, naepaala",28.6306774,82.4762193,4.5,mausaiikaota,,,Missing description
861,kamala daha,"JJ8G+M67, raukaumakaota 22000, naepaala",28.6166696,82.625551,4.3,raukaumakaota,,,Missing description
862,Labang laabaanga,"GMJ7+PPP, mahata 22000, naepaala",28.5318439,82.6643374,5.0,mahata,,,Missing description
863,"manaimaukanada saena udayaana, phaulabaaraii","Mayarani Palace, mahaenadara raajamaaraga, bautawala 32907, naepaala",27.7062467,83.4561877,4.1,mahaenadara raajamaaraga,,,Missing description
864,Lumbini Aqwa Park and Resort,"Belhaiya 1, saidadhaarathanagara 32900, naepaala",27.4861831,83.4628829,4.0,saidadhaarathanagara,,,Missing description
865,HOPE CHURCH BUTWAL,"Unnamed Road, tailaotatamaa 32900, naepaala",27.6431938,83.5314308,4.5,tailaotatamaa,,,Missing description
866,Jama Masjid Rahmaniya,"GC4X+GQ8, saidadhaarathanagara 32900, naepaala",27.5063452,83.4494516,4.3,saidadhaarathanagara,,,Missing description
867,Siddhartha statue,"F7FG+G8C, Unnamed Road, laumabainaii saaँsakaृtaika 32900, naepaala",27.4738007,83.2757573,4.6,Unnamed Road,,,Missing description
868,Karki Aquarium Plant and Pet House,"Baniya Marg, tailaotatamaa 32907, naepaala",27.647404,83.4718136,4.3,tailaotatamaa,,,Missing description
869,Nahakul Arts Studio & gallery,"Narayanpath 8, Narayan path 8, saidadhaarathanagara 32900, naepaala",27.5107439,83.4518504,5.0,Narayan,,,Missing description
870,maayaa daewaii manadaira,"F79G+V83, taaulaihawaa raoda, laumabainaii saaँsakaृtaika 32900, naepaala",27.4696415,83.2757848,4.7,taaulaihawaa raoda,,,Missing description
871,"waishawa shaanatai satauupa , laumabainaii","F7XG+HG6, laumabainaii saaँsakaृtaika 32914, naepaala",27.4989036,83.2762721,4.6,laumabainaii,,,Missing description
872,haila paaraka,"MFWC+8M8, bautawala 32907, naepaala",27.6957886,83.4716902,4.1,bautawala,,,Missing description
873,Sisnepatal Salyan,"CXVJ+QX, maajha kaaँdaa 22200, naepaala",28.4444608,81.9823834,5.0,maajha,,,Missing description
874,Mulpani,"68WX+82M, dhanawaanga 22200, naepaala",28.2458271,82.3475474,0.0,dhanawaanga,,,Missing description
875,"Aijalon AG Church Darimjyula, Salyan","Chhatrshwari- 3 Darimjyula, naepaala",28.3282531,82.2504456,4.2,naepaala,,,Missing description
876,Jatapani salyan,"shaaradaa 22200, naepaala",28.408707,82.114544,4.0,naepaala,,,Missing description
877,GHULSHAN East RAZA JAMA MASJID JITATHAN Chhatreshwori Ruralmunicipality 7 Dict. Salyan Karnali(6) ( NEPAL ),"76PQ+P5R, chhaayaaँkashaetara 22200, naepaala",28.2868731,82.2379119,5.0,chhaayaaँkashaetara,,,Missing description
878,"Salyan , Pipalneta","Santi Road, shaaradaa 22200, naepaala",28.3795639,82.1531947,4.3,shaaradaa,,,Missing description
879,mountain view salyan,"7QMH+XV2, salayaana 33700, naepaala",28.2848883,83.7796317,5.0,salayaana,,,Missing description
880,Nayapul Trekking Starting Point,"Baglung Rajmarg, salayaana 33400, naepaala",28.2964095,83.7676708,4.2,salayaana,,,Missing description
881,Viral Malneta Picnic Spot,"C59Q+HP, shaaradaa 22200, naepaala",28.4189035,82.1893527,0.0,shaaradaa,,,Missing description
882,Salyan hill,"H8RR+767, 44700, naepaala",27.590662,85.3405339,5.0,44700,,,Missing description
883,sainadhaulaiigadhaii maemaoraiyala paaraka,"7XJ4+2GQ, Dhulikhel Sindhuli Bhittamod Rajmarg, jalakanayaa 45900, naepaala",27.2800772,85.9563604,4.4,Dhulikhel Sindhuli Bhittamod Rajmarg,,,Missing description
884,"Nepali Evangelical Church (NEC), Sindhuli,Pipal Danda, Nepal","9VRJ+RH3, jhaaँgaajhaolaii raataamaataa 45900, naepaala",27.3920078,85.8814372,4.4,jhaaँgaajhaolaii,,,Missing description
885,sainadhaulaii gadhaii darabaara kashaetara,"7XJ3+3WP, Dhulikhel Sindhuli Bhittamod Rajmarg, bhadarakaalaii 45900, naepaala",27.2802152,85.9548275,4.4,Dhulikhel Sindhuli Bhittamod Rajmarg,,,Missing description
886,Sindhuli Jame Masjid Sindhuli,"6W76+74V, kamalaamaaii 45900, naepaala",27.2131998,85.9102899,5.0,kamalaamaaii,,,Missing description
887,sainadhaulaii gadhaii yaudadha samgarahaalaya,"7XH4+QCP sainadhaulaiigadhaii maemaoraiyala paaraka, Dhulikhel Sindhuli Bhittamod Rajmarg, jalakanayaa 45900, naepaala",27.2794969,85.9561365,4.5,Dhulikhel Sindhuli Bhittamod Rajmarg,,,Missing description
888,Seti Devi Mirror Temple maulakaota raitathaebhaiira,"9WVH+V6, pauraanao jhaaँgaajhaolaii 45900, naepaala",27.3978539,85.9234111,4.5,pauraanao,,,Missing description
889,Kalapani park,"3WCP+4WX, bai.paii.raajamaaraga, baradaibaasa 45700, naepaala",27.0703594,85.9373452,4.2,bai.paii.raajamaaraga,,,Missing description
890,chaautaaraa baudadha paaraka,"Q828+5P, Tarakeshwar 45306, naepaala",27.7856541,85.7050907,4.5,Tarakeshwar,,,Missing description
891,christian house,"WMJ8+H45, thaamapaalakaota, naepaala",27.931444,85.6655901,0.0,thaamapaalakaota,,,Missing description
892,Sindhupalchowk,"WMJ8+H45, thaamapaalakaota, naepaala",27.9312893,85.6654124,4.5,thaamapaalakaota,,,Missing description
893,Charikot masjid,"M27W+8M8, bhaimaeshawara nagarapaalaikaa 45500, naepaala",27.6632817,86.0466595,5.0,bhaimaeshawara,,,Missing description
894,Shoreee Uhgrachandi Bhagabati,"MG5P+W5H, naalaa ugarachanadaii 45200, naepaala",27.6598199,85.5354724,4.0,naalaa,,,Missing description
895,Jay Bageshwori (Palchoki Mai) Temple,"VHM5+P42, paalachaoka, naepaala",27.884267,85.557757,4.6,paalachaoka,,,Missing description
896,kaailaashanaatha mahaadaewa mauuratai,"Sanga, saurayawainaayaka 44800, naepaala",27.6460679,85.4741948,4.5,saurayawainaayaka,,,Missing description
897,naangagalae bajaara,"QG65+4R7, shaaँkhaubaata maelamachaii-haelamabau sadaka jaodanaebaatao, shangakharaapaura 44600, naepaala",27.7602938,85.5095496,4.5,shaaँkhaubaata maelamachaii-haelamabau sadaka jaodanaebaatao,,,Missing description
898,paaँcha paokharaii,"2PR8+QJ5, gaolachae, naepaala",28.0418875,85.7166094,4.8,gaolachae,,,Missing description
899,paikanaika maaidaana jaharasaingapaauwaa,"PFXW+7P8, shangakharaapaura, naepaala",27.7481604,85.4968339,4.3,shangakharaapaura,,,Missing description
900,nagarakaota paanaoramaika haaikainga taraela,"PGJH+649, Nagarkot Dandagoan Hwy, baalauwaapaataii daeupaura 44812, naepaala",27.7305368,85.5278724,4.3,Nagarkot Dandagoan Hwy,,,Missing description
901,Batika Fun Park,"PCHM+HFF, lahaana 56500, naepaala",26.7289352,86.4336586,3.6,lahaana,,,Missing description
902,Siraha Church,"M645+4FJ, २ nam. raoda, sairaahaa 56500, naepaala",26.6553155,86.2087028,2.0,२ nam. raoda,,,Missing description
903,sairaahaa,"sairaahaa, naepaala",26.6397409,86.1853474,,naepaala,,,Missing description
904,"Jama Masjid,Purab Tola","J5VV+XX7, sairaahaa 56500, naepaala",26.6449064,86.1949557,4.5,sairaahaa,,,Missing description
905,Crown Aquatics Nepal,"Mhepi Marg, kaathamaadaauँ 44600, naepaala",27.7273849,85.3093281,4.5,kaathamaadaauँ,,,Missing description
906,Shoreee Sarshwarnath Temple and Hindu Society,"M6M2+JW4, sairaahaa 56500, naepaala",26.6840049,86.2023857,4.6,sairaahaa,,,Missing description
907,Salhesh Temple,"M646+V99, sairaahaa 56500, naepaala",26.6571922,86.2110011,4.2,sairaahaa,,,Missing description
908,haraiyaalaii paaraka,"raedaiyao naepaala maaraga, dharaana 56700, naepaala",26.8013632,87.2737183,4.0,dharaana,,,Missing description
909,St. John Bosco Catholic Church (saenata jaona baosakao kayaathaolaika characha),"Laxmi Sadak 1, dharaana 56700, naepaala",26.824306,87.2849953,4.8,dharaana,,,Missing description
910,Tarahara Bazar,"High School Road, itaharaii 56705, naepaala",26.7041711,87.2729826,4.2,itaharaii,,,Missing description
911,jaamae masajaida inarauwaa,"J42X+5G9 Jame masjid, Road, inarauwaa 56710, naepaala",26.6004082,87.1488702,4.3,Road,,,Missing description
912,kaoshaii tapapau wanayajanatau aarakasha,"M222+J79, waairawaa 56713, naepaala",26.6515465,87.0007499,4.2,waairawaa,,,Missing description
913,kalapanaa ekawaaraiyama tathaa paeta shapa,"aaetabare road, itaharaii 56705, naepaala",26.6634905,87.2763321,4.1,itaharaii,,,Missing description
914,Itahari art,"itaharaii 00977, naepaala",26.6427393,87.2747558,5.0,naepaala,,,Missing description
915,baraahakashaetara manadaira,"baraahakashaetara, naepaala",26.8764451,87.1658868,4.6,naepaala,,,Missing description
916,Phushre Statue,"R7RR+F8X, dharaana 56700, naepaala",26.8412371,87.2909071,4.8,dharaana,,,Missing description
