,id,name,address,latitude,longitude,rating,second_word,types,Description
312,476,Himalayan Arts/Thangka Gallery,"Ashok Galli 26, Kathmandu 44600, Nepal",27.712748,85.3113666,4.6,Kathmandu 44600,"art_gallery, store, point_of_interest, establishment","A thangka (Nepali pronunciation: [ˈt̪ʰaŋka]; Tibetan: ཐང་ཀ་; Nepal Bhasa: पौभा) is a Tibetan Buddhist painting on cotton, silk appliqué, usually depicting a Buddhist deity, scene, or mandala. Thangkas are traditionally kept unframed and rolled up when not on display, mounted on a textile backing somewhat in the style of Chinese scroll paintings, with a further silk cover on the front. So treated, thangkas can last a long time, but because of their delicate nature, they have to be kept in dry places where moisture will not affect the quality of the silk."
313,477,Shangri-La Art Gallery,"Chaksibari Marg, Kathmandu 44600, Nepal",27.7160865,85.3101087,5.0,Kathmandu 44600,"art_gallery, point_of_interest, establishment","Living Shangri-La is a mixed-use skyscraper in downtown Vancouver, British Columbia, Canada, and is the tallest building in the city and province. The 62-storey Shangri-La tower contains a 5-star hotel and its offices on the first 15 floors, with condominium apartment units occupying the rest of the tower. The building's podium complex also includes a spa, Urban Fare specialty grocery store, a Vancouver Art Gallery public display, and a curated public sculpture garden."
314,478,Woodcraft Gallery,"सात घुम्ती मार्ग, Kathmandu 44600, Nepal",27.715202,85.3092083,4.7,Kathmandu 44600,"art_gallery, point_of_interest, establishment","Pokak is a village in Indonesia, part of the Ceper sub-district of Klaten. It is separated into two sub-villages, Pokak and Tegal Duwur, separated by farmland, Pokak is divided further into West and East Pokak.


== Geography ==

Pokak is located between Yogyakarta and Solo."
315,479,Everest Art Gallery,"Bansbari Rd, P.O.Box No. 9614, Kathmandu 44600, Nepal",27.7453378,85.341891,4.1,P.O.Box No. 9614,"art_gallery, point_of_interest, establishment","Sarah Hillary (born 1956, Auckland) is a New Zealand artist and art gallery conservator. She is the daughter of the New Zealand mountaineer Sir Edmund Hillary. She had also detected a forgery of a Gottfried Lindauer painting."
316,480,Artudio,"P76Q+JVQ, Chhauni Hospital Rd, Kathmandu 44600, Nepal",27.7116145,85.2897088,4.5,Chhauni Hospital Rd,"art_gallery, point_of_interest, establishment","Arturo is a Spanish and Italian variant of the name Arthur.


== People ==
Arturo Alessandri (1868–1950), Chilean politician and president
Arturo Álvarez (footballer, born 1985), American-born Salvadoran footballer
Arturo Álvarez (footballer, born 1959), Mexican footballer
Arturo Araujo (1878–1967), former president of El Salvador
Arturo Elías Ayub (born 1966), Mexican businessman
Arturo Barrios (born 1962), Mexican-American long-distance runner
Arturo Basile (1914–1968), Italian conductor
Arthuro Henrique Bernhardt (born 1982), Brazilian football (soccer) player
Arturo Alessandri Besa (1923–2022), Chilean lawyer and politician
Arturo Brachetti (born 1957), Italian quick-change artist
Arturo Bragaglia (1893–1962), Italian actor
Arturo Bravo (1958–2023), Mexican racewalker
Arturo Cavero Calisto, Peruvian politician
Arturo Casadevall (born 1957), American physician
Arturo Castro (Mexican actor) (1918–1975), Mexican actor
Arturo Castro (Guatemalan actor), Guatemalan actor
Arturo ""Zambo"" Cavero (1940–2009), Afro-Peruvian singer
Arturo Char Chaljub (born 1967), Colombian politician
Arturo Corvalán (born 1978), Chilean road cyclist
Arturo Cruz Jr. (born 1953), Nicaraguan Contra, diplomat and professor
Arturo Chacón Cruz (born 1977), Mexican-American singer
Arturo González Cruz (1954–2024), Mexican politician
Arturo de Córdova (1908–1973), Mexican actor
Arturo De Vecchi (1898–1988), Italian fencer
Arturo Guzmán Decena (1976–2002), Mexican Army Special Forces officer and criminal
Arturo Di Modica (1941–2021), Italian-born American artist
Arturo Di Napoli (born 1974), Italian football coach
Arturo Dominici (1918–1992), Italian actor and dubbing artist
Arturo Rodríguez, several people
Arturo Rodríguez Fernández (1948–2010), Dominican author, film critic, and playwright
Arturo Freeman, American football player
Arturo Frondizi (1908–1995), 35th President of Argentina
Arturo García, several people
Arturo Gatti (1972–2009), Italian-Canadian boxer
Arturo Giovannitti (1884–1959), Italian-American union leader, socialist political activist, and poet
Arturo Godoy (1912–1986), Chilean boxer
Arturo Labriola (1873–1959), Italian revolutionary syndicalist, socialist politician, and journalist
Arturo Longton, several people
Arturo Márquez (born 1950), Mexican composer
Arturo Martínez, several people
Arturo Mercado (born 1940), Mexican voice actor
Arturo Merzario (born 1943), Italian automobile racing driver
Arturo Fernández Meyzán (1906–1999), Peruvian football defender
Arturo Benedetti Michelangeli (1920–1995), Italian virtuoso pianist
Arturo Michelena (1863–1898), Venezuelan painter
Arturo Armando Molina (1927– 2021), Salvadoran former president of El Salvador
Arturo Montiel (born 1943), Mexican politician
[[Arturo Israel Morales (born 1981), Hotel executive, bon vivant
Arturo O'Farrill (born 1960), Mexican musician, composer, and bandleader
Arturo Ordoñez (born 1997), Spanish footballer
Arturo Ortega (born 1976), professional Mexican footballer and manager
Arturo Paoli (1912–2015), Italian priest and missionary
Arturo Parisi (born 1940), Italian politician
Arturo Peniche (born 1962), Mexican telenovela actor
Arturo Pérez-Reverte (born 1951), Spanish writer
Arturo Prat (1848–1879), Chilean lawyer and navy officer
Arturo Reggio, Italian chess player
Arturo Fernández Rodríguez (1929–2019), Spanish actor
Arturo Rosenblueth (1900–1970), Mexican researcher, physician and physiologist
Arturo Sampay (1911–1977), Argentine lawyer, constitutionalist and professor
Arturo Sandoval, Cuban jazz musician
Arturo Alfonso Schomburg (1874–1938), Puerto Rican historian, writer, and activist
Arturo Sosa (born 1948), Venezuelan Catholic priest
Arturo Tolentino (1910–2004), Filipino politician, lawyer and diplomat
Arturo Torres, several people
Arturo Toscanini (1867–1957), Italian composer and conductor
Arturo Vázquez (born 1949), Mexican professional footballer
Arturo Vidal (born 1987), Chilean football player
Arturo Yamasaki (1929–2013), Peruvian-Mexican football referee


== Fictional characters ==
Arturo Plateado from Bleach: Shattered Blade
Arturo Binewski, known as Arturo the Aqua Boy, seal flippered cult leader from Katherine Dunn's Geek Love
Arturo Bandini, an alter ego of John Fante in four semi-autobiographical novels
Arturo Belano, an alter ego of the Chilean writer Roberto Bolaño
Arturo Tronco from 91 Days."
317,481,Tiny Art Gallery Thamel,"Thamel Marg, Kathmandu 44600, Nepal",27.7118606,85.3110677,5.0,Kathmandu 44600,"art_gallery, store, point_of_interest, establishment",
318,482,Kantipur Art Gallery,"seven corner, सात घुम्ती मार्ग, Kathmandu 44600, Nepal",27.7159196,85.3096773,5.0,सात घुम्ती मार्ग,"art_gallery, point_of_interest, establishment","Kathmandu, officially the Kathmandu Metropolitan City, is the seat of federal government and the most populous city in Nepal. As of the 2021 Nepal census, there were 845,767 inhabitants living in 105,649 households and approximately 4 million people in its surrounding agglomeration. It is located in the Kathmandu Valley, a large valley surrounded by hills in central Nepal, at an altitude of 4,344 feet (1,324 metres) above sea level."
319,483,Nepalian Art,"Pasang Lamu Marg, Kathmandu, Nepal",27.7254334,85.3618108,5.0,Kathmandu,"art_gallery, point_of_interest, establishment","Sabita Dangol (born 1984) is a Nepalese visual artist based in Kathmandu. Her artworks span painting, installation art, and performance art.  She is the associated artist at the Taragoan Museum."
320,484,The Art Gallery Cafe,"Yetakha Baha:, Gangalal Marg, Kathmandu 46000, Nepal",27.7067966,85.3064786,4.9,Gangalal Marg,"art_gallery, cafe, store, food, point_of_interest, establishment","The Night Café (French: Le Café de nuit) is an oil painting created by Dutch artist Vincent van Gogh in September 1888 in Arles. Its title is inscribed lower right beneath the signature. The painting is owned by Yale University and is currently held at the Yale University Art Gallery in New Haven, Connecticut."
321,485,Kumari Gift & Art Gallery,"P834+RC8, Gangalal Marg , Pyaphal Kathmandu , Maru, Nepal",27.7045463,85.3060248,4.0,Gangalal Marg,"art_gallery, store, point_of_interest, establishment","The Africa Center, formerly known as the Museum for African Art and before that as the Center for African Art, is a museum located at Fifth Avenue and 110th Street in East Harlem, Manhattan, New York City, near the northern end of Fifth Avenue's Museum Mile.  Founded in 1984, the museum is ""dedicated to increasing public understanding and appreciation of African art and culture."" The Museum is also well known for its public education programs that help raise awareness of African culture, and also operates a unique store selling authentic handmade African crafts.
The Museum has organized nearly 60 critically acclaimed exhibitions and traveled these to almost 140 venues nationally and internationally, including 15 other countries."
322,486,"Nabin Art Creation, New Buspark","P8M6+QFR, Kathmandu 44600, Nepal",27.7344886,85.311154,5.0,Kathmandu 44600,"art_gallery, point_of_interest, establishment",
323,487,Anush Art Gallery,"chibal, Kathmandu 44600, Nepal",27.713323,85.311124,5.0,Kathmandu 44600,"art_gallery, point_of_interest, establishment","Angels have appeared in works of art since early Christian art, and they have been a popular subject for Byzantine and European paintings and sculpture.

Normally given wings in art, angels are usually intended, in both Christian and Islamic art, to be beautiful, though several depictions go for more awe-inspiring or frightening attributes, notably in the depiction of the living creatures (which have bestial characteristics), ophanim (which are wheels) and cherubim (which have mosaic features); As a matter of theology, they are spiritual beings who do not eat or excrete and are genderless. Many historical depictions of angels may appear to the modern eye to be gendered as either male or female by their dress or actions, but until the 19th century, even the most female looking will normally lack breasts, and the figures should normally be considered as genderless."
324,488,Yang Yang Thanka Art Private Limited,"Thamel Marg 26, Kathmandu 44600, Nepal",27.7176529,85.3118285,4.0,Kathmandu 44600,"art_gallery, point_of_interest, establishment","Padmasambhava (""Born from a Lotus""), also known as Guru Rinpoche (Precious Guru) and the Lotus Born from Oḍḍiyāna, was a semi-legendary tantric Buddhist Vajra master from India who fully revealed the Vajrayana in Tibet, circa 8th – 9th centuries. He is considered an emanation or Nirmāṇakāya of Shakyamuni Buddha as foretold by the Buddha himself. According to early Tibetan sources including the Testament of Ba, he came to Tibet in the 8th century and designed Samye Monastery, the first Buddhist monastery in Tibet during the reign of King Trisong Detsen."
325,489,Dangol's Bird Art Gallery & art institute,"Kathmandu 44600, Nepal",27.6931503,85.2893099,4.5,Nepal,"art_gallery, point_of_interest, establishment","Neytal (Persian: نيتل; also known as Neytel and Neital) is a village in Tavabe-e Kojur Rural District, Kojur District, Nowshahr County, Mazandaran Province, Iran. At the 2006 census, its population was 91, in 30 families."
326,490,THE HIMALAYAN ART GALLERY,"दरबार मार्ग सडक, Kathmandu 44600, Nepal",27.7121072,85.317899,5.0,Kathmandu 44600,"art_gallery, furniture_store, home_goods_store, store, point_of_interest, establishment","The Rubin Museum of Art, also known as the Rubin Museum, is dedicated to the collection, display, and preservation of the art and cultures of the Himalayas, the Indian subcontinent, Central Asia and other regions within Eurasia, with a permanent collection focused particularly on Tibetan art. The museum opened in 2004 at 150 West 17th Street between the Avenue of the Americas (Sixth Avenue) and Seventh Avenue in the Chelsea neighborhood of Manhattan in New York City.  It announced the closure of its New York City building in October 2024, to become a global museum, focusing on traveling exhibitions, long-term loans, partnerships, and digital resources."
327,491,21st century art gallery,"Kathmandu 44600, Nepal",27.715548,85.3094968,4.6,Nepal,"art_gallery, museum, point_of_interest, establishment","Contemporary art is a term used to describe the art of today, generally referring to art produced from the 1970s onwards. Contemporary artists work in a globally influenced, culturally diverse, and technologically advancing world. Their art is a dynamic combination of materials, methods, concepts, and subjects that continue the challenging of boundaries that was already well underway in the 20th century."
328,492,Rincheling Thanka Gallery and Art School,"Boudha Rd, Kathmandu 44602, Nepal",27.722027,85.362487,4.7,Kathmandu 44602,"art_gallery, point_of_interest, establishment",
329,493,New Himalayan Art Gallery,"P869+FGP, पर्यटक मार्ग, Kathmandu 44600, Nepal",27.7112103,85.318802,4.2,पर्यटक मार्ग,"art_gallery, museum, point_of_interest, establishment","The Rubin Museum of Art, also known as the Rubin Museum, is dedicated to the collection, display, and preservation of the art and cultures of the Himalayas, the Indian subcontinent, Central Asia and other regions within Eurasia, with a permanent collection focused particularly on Tibetan art. The museum opened in 2004 at 150 West 17th Street between the Avenue of the Americas (Sixth Avenue) and Seventh Avenue in the Chelsea neighborhood of Manhattan in New York City.  It announced the closure of its New York City building in October 2024, to become a global museum, focusing on traveling exhibitions, long-term loans, partnerships, and digital resources."
330,494,Art Nepal,"P8G8+6QC, Bal Kumari Marg, Kathmandu 44600, Nepal",27.7255601,85.3169041,5.0,Bal Kumari Marg,"art_gallery, point_of_interest, establishment","The culture of Nepal encompasses the various cultures belonging to the 125 distinct ethnic groups present in Nepal. The culture of Nepal is expressed through music and dance; art and craft; folklore; languages and literature; philosophy and religion; festivals and celebration; foods and drinks.


== Dance and music ==

Legends state that dances in this country originated in the abode of Lord Shiva — the Himalayas, where he performed the tandava dance."
