id,name,address,latitude,longitude,rating,second_word,types
,Bajrabarahi Picnic Spots,"J84H+CPQ Bajrabarahi Community Forest, चापागा‌‍‍उँ 44700, नेपाल",27.6048211,85.3296528,2.0,चापागा‌‍‍उँ 44700,", picnic"
,शिगास मन्दिर,"Chuwagadh Baitadi, Seti Hwy, 10200, नेपाल",29.448186,80.767585,3.9,Seti Hwy,", tourist_attraction"
,Samigish,"M9CM+7H6, अनन्तलिङ्गेश्वर, नेपाल",27.6711341,85.3840248,0.0,अनन्तलिङ्गेश्वर,", aquarium"
,"Beth-Shalom Maharajgunj Church, Basundhara","P8QM+VHP, काठमाडौँ 44600, नेपाल",27.739653,85.3339678,5.0,काठमाडौँ 44600,", church"
,उदयदेव महाराज मंदिर,"C77P+WX6, पञ्चेश्वोर 10200, नेपाल",29.4147258,80.2873802,5.0,पञ्चेश्वोर 10200,", hindu_temple"
,देउराली डाँडा,"353W+JPJ, डाँडागाउँ 45000, नेपाल",28.0540998,85.1967742,4.0,डाँडागाउँ 45000,", tourist_attraction"
,गद्दी बैठक,"P834+HMW, काठमाडौँ 44600, नेपाल",27.7039986,85.3067169,4.4,काठमाडौँ 44600,", historic_site"
,Deurali dada(prak),"W3FG+5J, खड्ग भन्ज्यांग 44900, नेपाल",27.9229167,85.0765783,0.0,खड्ग भन्ज्यांग 44900,", trek"
,Dolalghat Picnic Beach,"JPV4+WG2, दोलालघाट 45215, नेपाल",27.6447627,85.7062708,4.4,दोलालघाट 45215,", picnic"
,जेष्ठ नागरिक पिपल चौतारा,"G5VQ+8QV, जयपृथ्वी 10500, नेपाल",29.5433615,81.1894282,3.3,जयपृथ्वी 10500,", park"
,भृकुटी फन पार्क Bhrikuti Fun Park,"P829+RV9, Red Cross Marg, काठमाडौँ 44600, नेपाल",27.7016993,85.3197267,3.3,Red Cross Marg,", amusement_park"
,Church,"H652+GM3, जयपृथ्वी 10500, नेपाल",29.5587599,81.2016749,2.5,जयपृथ्वी 10500,", church"
,जयपृथ्वी,"जयपृथ्वी 10500, नेपाल",29.5193488,81.1857736,,नेपाल,", tourist_attraction"
,जयपृथ्वी,"जयपृथ्वी, 10500, नेपाल",29.5194019,81.1857589,,10500,", tourist_attraction"
,आर जे फोटो स्टुडियो एन्ड स्टेसनरी,"FXCW+PWM, F49, भैरबनाथ 10500, नेपाल",29.4718238,80.9973033,5.0,F49,", art_gallery"
,जयपृथ्वी एफ.एम ९६.३ मेगाहर्ज बझाङ,"जयपृथ्वी 10500, नेपाल",29.5506636,81.1979921,5.0,नेपाल,", monument"
,Jayaprithivi Municipality,"Chainpur-10, नेपाल",29.5433607,81.1901292,4.7,नेपाल,", monument"
,शुरेश बोहरा house.निवास लिसनपूर टोल भाराभिड बझाङ,"GQWF+VWH, 10500, नेपाल",29.547193,80.7748747,5.0,10500,", park"
,"Bungal, bajhang","HV45+GWG, 10500, नेपाल",29.5563036,80.8598296,0.0,10500,", church"
,Baddi Jyawan,"10500, नेपाल",29.6601246,80.8761764,5.0,नेपाल,", hindu_temple"
,बुंगल,"बुंगल, 10500, नेपाल",29.6345956,80.938893,,10500,", historic_site"
,Bungal Municipality( बुंगल नगरपालिका),"JV57+C76, देउलीकोट 10500, नेपाल",29.6085357,80.8631374,3.9,देउलीकोट 10500,", trek"
,गुर्जेभञ्ज्याङ्ग,"Bidur-Tokha Road, 44900, नेपाल",27.8135955,85.3157258,4.3,44900,", hike"
,बझाङ,"बझाङ, नेपाल",29.776669,81.2518833,,नेपाल,", park"
,Jayanti Falls Dantola Talkot जयन्ती झरना दातोला तलकोट,"J85X+6RP, दन्तोला 10500, नेपाल",29.6080999,81.3495816,5.0,दन्तोला 10500,", amusement_park"
,Purna Sthapana A.G. Mandali (पुर्ण स्थापना ए.जी. मण्डली),"Ward Number 5, Bhaktapur, Talkot 10500, नेपाल",29.6070124,81.3216028,5.0,Bhaktapur,", church"
,Bhedi goth Sotapatan,"9GWF+9X, बडीमालिका 10600, नेपाल",29.3959241,81.5249109,0.0,बडीमालिका 10600,", zoo"
,तलकोट,"तलकोट, नेपाल",29.6071758,81.3195059,,नेपाल,", monument"
,Gyan BDR Singh Memorial Library,"H656+644, जयपृथ्वी 10500, नेपाल",29.5584985,81.209583,5.0,जयपृथ्वी 10500,", monument"
,Talkot,"J88C+XPC, Talkot 10500, नेपाल",29.61743,81.321777,4.5,Talkot 10500,", trek"
,भृकुटी मण्डप पार्क,"P829+GF6, प्रदर्शनी मार्ग, काठमाडौँ 44600, नेपाल",27.701292,85.3186434,3.9,प्रदर्शनी मार्ग,", park"
,Bapyu Dada,"JFC7+CPF, साँगा 45200, नेपाल",27.621059,85.46429,0.0,साँगा 45200,", tourist_attraction"
,मष्टा,"मष्टा, नेपाल",29.5457894,81.264707,,नेपाल,", trek"
,Lugada-6 Bajhang,"J88C+XPC, Talkot 10500, नेपाल",29.61743,81.321777,0.0,Talkot 10500,", trek"
,Duner Temple Vatagau,"Bajhang, chhanna bhatgau word no 5, नेपाल",29.442372,81.1693458,5.0,chhanna bhatgau word no 5,", hindu_temple"
,Yashimansh rokaya brothers property,"F37P+85, कोइरालाकोट 10500, नेपाल",29.4633392,81.0853974,5.0,कोइरालाकोट 10500,", park"
,थलारा,"थलारा, नेपाल",29.4592704,81.0576012,,नेपाल,", tourist_attraction"
,Banawali bhagawati mandir ( bhattas and bohara) tample,"Thalara 1, dhadegada, नेपाल",29.4319864,80.9270009,5.0,dhadegada,", hindu_temple"
,बिपिरा जंगल,"F38Q+27, कोइरालाकोट 10500, नेपाल",29.4650594,81.0881892,5.0,कोइरालाकोट 10500,", trek"
,Sudhi Khola,"F2M7+86P, F49, भैरबनाथ 10500, नेपाल",29.4833287,81.0130787,5.0,F49,", hike"
,Lalitpur Binay Church (Main Gate),"J8RC+F4H, Chibahal Dolahiti Marg, ललितपुर 44700, नेपाल",27.6411952,85.3203564,0.0,Chibahal Dolahiti Marg,", church"
,Bitthad Valley,"GQW4+V84, 10500, नेपाल",29.5471393,80.7558283,4.4,10500,", tourist_attraction"
,Sri Bhagawati temple (mada),"10500, नेपाल",29.5215708,80.8320381,3.3,नेपाल,", hindu_temple"
,Surma bajhang,"M329+2X5, सुर्मा 10500, नेपाल",29.65,81.07,4.2,सुर्मा 10500,", park"
,सुर्मा,"सुर्मा 10500, नेपाल",29.65,81.07,,नेपाल,", tourist_attraction"
,"Daulichaur 01,Surma Bajhang","J4J5+285, जयपृथ्वी 10500, नेपाल",29.6300125,81.1083594,0.0,जयपृथ्वी 10500,", tourist_attraction"
,Surma Devi Temple,"J3VH+58C, सुर्मा 10500, नेपाल",29.6429465,81.0782671,4.2,सुर्मा 10500,", hindu_temple"
,mauribagar bazzar,"F2RQ+HFG, चौधारी 10500, नेपाल",29.4914368,81.0387075,5.0,चौधारी 10500,", park"
,छबिसपाथिभेरा,"छबिसपाथिभेरा, 10500, नेपाल",29.5619272,81.0544855,,10500,", tourist_attraction"
,Kalika Devi Mandir Juji Bajhang,"F2XV+PVP, F49, चौधारी 10500, नेपाल",29.4993393,81.0446884,4.3,F49,", hindu_temple"
,बालबालिकाको मनोरञ्जन पार्क,"P829+CVJ, प्रदर्शनी मार्ग, काठमाडौँ 44600, नेपाल",27.7010756,85.3196435,4.0,प्रदर्शनी मार्ग,", amusement_park"
,दुर्गाथली,"दुर्गाथली, 10500, नेपाल",29.485517,81.0504191,,10500,", tourist_attraction"
,Durgathali,"F3P2+653, चौधारी 10500, नेपाल",29.485517,81.0504191,0.0,चौधारी 10500,", monument"
,Shiva park,"GM38+PWH, Kolti - Pandusen Rd, कोल्टी 10600, नेपाल",29.5040698,81.6676376,0.0,Kolti - Pandusen Rd,", park"
,Preritiya Jiwanko Roti Mandali (Church of Apostolic life of Bread),"GM3J+RCF, 10600, नेपाल",29.5045517,81.6810587,0.0,10600,", church"
,Buddhinanda tal (nejar),"JHX4+C2, कोल्टी 10600, नेपाल",29.6485004,81.5550669,3.3,कोल्टी 10600,", tourist_attraction"
,Masgid-e-Bilal,"FMR9+Q5X, कोटिला 10600, नेपाल",29.490791,81.6682914,0.0,कोटिला 10600,", mosque"
,बडिमालिका,"GJ2V+FGJ, कोल्टी 10600, नेपाल",29.5012078,81.6437802,4.5,कोल्टी 10600,", mosque"
,बुढीनन्दा,"बुढीनन्दा, 10600, नेपाल",29.5042137,81.6709156,,10600,", historic_site"
,Mandan deupur 04 sarbhajang,"PH5G+3CG, नयाँगाउँ देउपुर 45200, नेपाल",27.7076773,85.576066,5.0,नयाँगाउँ देउपुर 45200,", picnic"
,Jhini bajura,"GPFX+4F8, बांधु 10600, नेपाल",29.5227883,81.748713,0.0,बांधु 10600,", hike"
,त्रिभुवन पार्क,"H02, चन्द्रागिरी 44600, नेपाल",27.689954,85.220857,4.0,चन्द्रागिरी 44600,", park"
,Jiyajor belivers church,"4J5V+MCQ, लालबन्दी 45800, नेपाल",27.1092427,85.6436046,3.5,लालबन्दी 45800,", church"
,बडिमालिका जाने बाटो (way to badimalika Bajura),"984M+MG4, Bamka 10600, नेपाल",29.357489,81.3340341,4.5,Bamka 10600,", tourist_attraction"
,DEV ART GALLERY,"Manamaiju, napi, तारकेश्वर 44600, नेपाल",27.7486017,85.3139557,5.0,napi,", art_gallery"
,बडिमालिका,"8FWG+RX5, बडीमालिका 10600, नेपाल",29.3470165,81.4774948,4.6,बडीमालिका 10600,", trek"
,"Seralwada villege, bajura barabhis (सेरालवाड़ा)","87JR+JF, बाह्रबिस 10600, नेपाल",29.331507,81.291139,3.7,बाह्रबिस 10600,", hike"
,Budhiganga municipality 10 Selapakha Bajura,"Budhiganga municipality 10, selapakha, नेपाल",29.4200763,81.4278984,0.0,selapakha,", park"
,बुढीगंगा,"बुढीगंगा 10600, नेपाल",29.39,81.48,,नेपाल,", tourist_attraction"
,Bisarbhora duga toll nepal jama mosque,"P48M+V56, बिसरभोरा 45600, नेपाल",26.717125,86.1328697,0.0,बिसरभोरा 45600,", mosque"
,बज्रयोगिनी मन्दिर,"PFV8+CVH, कागेश्वरी मनोहरा 44600, नेपाल",27.7435501,85.4672361,4.7,कागेश्वरी मनोहरा 44600,", hindu_temple"
,Pradhan Senapati Badabir Statue,"QF2W+PR, शङ्खरापुर 44600, नेपाल",27.7518178,85.4970723,4.0,शङ्खरापुर 44600,", monument"
,Bhyagute Khola,"J7F2+R3P, दक्षिणकाली 44600, नेपाल",27.6245833,85.250192,0.0,दक्षिणकाली 44600,", historic_site"
,Bhagaban Thumko,"H8JC+MM, चापागा‌‍‍उँ 44700, नेपाल",27.5817305,85.3217039,5.0,चापागा‌‍‍उँ 44700,", hike"
,बाजुरा मार्तडी,"CCCH+25J, बडीमालिका 10600, नेपाल",29.4200763,81.4278984,5.0,बडीमालिका 10600,", park"
,"Church of Lords's Grace - II","FG5C+X8V, बडीमालिका 10600, नेपाल",29.4599996,81.5207945,5.0,बडीमालिका 10600,", church"
,Jiulekhi Mashta Griha Bhandar श्री जिउलेखी मष्टा गृह भण्डार तथा चतुर्साल,"98V6+973, Bajura 10600, नेपाल",29.3933652,81.3106642,5.0,Bajura 10600,", hindu_temple"
,Nepalgram Adventure,"काठमाडौँ 44600, नेपाल",27.7256467,85.3425996,5.0,नेपाल,", trek"
,Gumba - The Last Village Of Bajura,"MM2M+284, बिच्छया 10600, नेपाल",29.65,81.683333,0.0,बिच्छया 10600,", hike"
,Deora,"Deora, कैलाशमाडौँ 21300, नेपाल",29.3533333,81.5533333,3.8,कैलाशमाडौँ 21300,", park"
,Bethlehem AG Church,"9MWM+RH5, गोत्री 10600, नेपाल",29.3970184,81.6839754,5.0,गोत्री 10600,", church"
,Pandav Gufa Fields,"9XQJ+WR7, Unnamed Road, धापा 21200, नेपाल",29.3897783,81.9820615,4.0,Unnamed Road,", tourist_attraction"
,गुफा टाकुरा भ्यु पोइन्ट,"MFRR+CGQ, महामञ्जुश्री नगरकोट, नेपाल",27.691097,85.491364,5.0,महामञ्जुश्री नगरकोट,", trek"
,Way to Patal gufa,"QFPV+Q7G, भोटेचौर, नेपाल",27.7869301,85.493196,4.0,भोटेचौर,", hike"
,माझ लेख,"9QHQ+H5, ढोलागोहे 21300, नेपाल",29.3789094,81.7879752,0.0,ढोलागोहे 21300,", park"
,New Hope Susamachar Church Dhamena,"Talkot-2, धमेना, नेपाल",29.5042265,81.7933027,5.0,धमेना,", church"
,Bajura nepal,"FP4M+X2W, 10600, नेपाल",29.4574774,81.7325746,4.0,10600,", tourist_attraction"
,khunka daha,"FQ68+R4M, Jukot 10600, नेपाल",29.4620797,81.7652883,5.0,Jukot 10600,", museum"
,धुरिछडा झरना,"9845+9V9, Bajura 10600, नेपाल",29.355909,81.3097231,0.0,Bajura 10600,", tourist_attraction"
,"Jame Masjid , Inaruwa-7, Chandbela","Hatiya Line, चाँदवेला 56709, नेपाल",26.6182358,87.2250646,5.0,चाँदवेला 56709,", mosque"
,पाण्डे निवास (Krrishpande ),"CCCH+25J, Bajura 10600, नेपाल",29.4200763,81.4278984,0.0,Bajura 10600,", hindu_temple"
,Khaptad Chhededaha Rural Municipality 6 maitola,"दोगड़ी 10600, नेपाल",29.4206557,81.2852367,3.7,नेपाल,", monument"
,खप्तड छेडेदह,"खप्तड छेडेदह, नेपाल",29.4227006,81.2851789,,नेपाल,", historic_site"
,Bulu Park,"चापागा‌‍‍उँ 44700, नेपाल",27.6011061,85.3265959,4.1,नेपाल,", park"
,Oracle Key Ministry-Zera-Bajura,"10600, नेपाल",29.4928758,81.7578738,0.0,नेपाल,", church"
,ईर्खु चौकी मोड,"QMHV+F6, चौतारा 45306, नेपाल",27.7475348,85.7493518,4.0,चौतारा 45306,", tourist_attraction"
,Jame Masjid Inarwari,"V6JJ+GJ9 Bazar, Inarwari 44500, नेपाल",26.8812818,85.2316672,5.0,Inarwari 44500,", mosque"
,Gairi Pipal,"J46P+QJP, Kawaswati 33000, नेपाल",27.6111592,84.1366267,0.0,Kawaswati 33000,", historic_site"
,Ulleri Gaun Raykhor,"FGC4+5X, पाखापानी 33200, नेपाल",28.4704265,83.5074026,5.0,पाखापानी 33200,", historic_site"
,जगन्नाथ,"जगन्नाथ 10600, नेपाल",29.4530495,81.6747295,,नेपाल,", park"
,जलजीवालय आर,"P9C7+4PW, बौद्ध सडक, काठमाडौँ 44600, नेपाल",27.7203738,85.3643187,4.2,बौद्ध सडक,", aquarium"
,भट्टका धारा,"FP3G+9H8, जगन्नाथ 10600, नेपाल",29.4534127,81.7264594,0.0,जगन्नाथ 10600,", historic_site"
,Nepalgunj City Church Nepal,"3JC9+97F, H 12, नेपालगञ्ज 21900, नेपाल",28.070916,81.6181887,5.0,H 12,", church"
,Shyamanand art and craft museums,"2JXC+6W4, नेपालगञ्ज 21900, नेपाल",28.0480085,81.6223289,4.0,नेपालगञ्ज 21900,", museum"
,Nepa Aquarium & Pets,"3J8H+8GQ QFX Compound, New Rd, नेपालगञ्ज 00977, नेपाल",28.0658293,81.6288623,4.0,New Rd,", aquarium"
,अमन पाल्तु जनावर घर र ट्रेडिंग,"3JFM+648, नेपालगञ्ज 21900, नेपाल",28.0730452,81.6328352,3.9,नेपालगञ्ज 21900,", aquarium"
,Nepalgunj,"3JQQ+4R3, Bhirkuti nagar, नेपालगञ्ज 21900, नेपाल",28.0878224,81.6394557,4.4,Bhirkuti nagar,", hindu_temple"
,Birendra Statue,"3J8G+PGR, Birendra Chowk, नेपालगञ्ज 21900, नेपाल",28.0668747,81.6262739,4.7,Birendra Chowk,", monument"
,वि.पि. चाेक (B.P. Chowk),"3J69+7P3, Unnamed Road, नेपालगञ्ज 21900, नेपाल",28.060631,81.619299,4.1,Unnamed Road,", historic_site"
,Kanti Tal (Puraini Talau/Lake),"3M63+7GM, नेपालगञ्ज 21900, नेपाल",28.0607002,81.6538044,4.2,नेपालगञ्ज 21900,", hike"
,"Kohalpur Park, Kohalpur 2","6M2H+HF5, महेन्द्र राजमार्ग, कोहलपुर 21904, नेपाल",28.202557,81.6794319,4.5,महेन्द्र राजमार्ग,", park"
,Kohalpur Community Church,"5MVP+9JC, Ntv Road, कोहलपुर 21904, नेपाल",28.1934294,81.6865529,4.8,Ntv Road,", church"
,Kohalpur Chowk,"5MWR+456, H 12, कोहलपुर 21904, नेपाल",28.1987699,81.690946,4.1,H 12,", tourist_attraction"
,Noori Jama Mosque,"5MP3+J42, कोहलपुर 21904, नेपाल",28.1869824,81.6529844,1.0,कोहलपुर 21904,", mosque"
,Aquarium Kohalpur,"5MQP+VCH, कोहलपुर 21904, नेपाल",28.189694,81.6860763,5.0,कोहलपुर 21904,", aquarium"
,Shiva Mandir (शिव मन्दिर ),"5MRH+3V9, कोहलपुर 21904, नेपाल",28.1901687,81.6797364,4.6,कोहलपुर 21904,", hindu_temple"
,Maitahawa chock,"6M59+VQV, कोहलपुर 21904, नेपाल",28.2097306,81.6694118,0.0,कोहलपुर 21904,", trek"
,Khadkawar Picnic Spot,"6P67+P67, कोहलपुर 21904, नेपाल",28.2117883,81.7130522,5.0,कोहलपुर 21904,", picnic"
,Banke National Park Khadgawar Hattisar,"6PMH+652, Unnamed Road, कोहलपुर 21904, नेपाल",28.233003,81.727894,4.1,Unnamed Road,", hike"
,Simpani Park,"45500, भिमेश्वर नगरपालिका, नेपाल",27.669723,86.0449926,4.1,भिमेश्वर नगरपालिका,", park"
,नरैनापुर,"नरैनापुर 21900, नेपाल",27.93,81.86,,नेपाल,", tourist_attraction"
,Masjid,"VVPF+HH5, नरैनापुर 21900, नेपाल",27.886397,81.8739702,4.0,नरैनापुर 21900,", mosque"
,QAYYUM KHAN,"2MHX+8F7, नेपालगञ्ज 21900, नेपाल",28.0282929,81.6986566,4.0,नेपालगञ्ज 21900,", museum"
,Picnic Farm & Resort,"PGP3+R3 Shankharapur, Kathmandu 44600, नेपाल",27.7370625,85.5026875,4.0,Kathmandu 44600,", picnic"
,Shreenewas,"MFXM+R2P, Saraswatisthan Rd, महामञ्जुश्री नगरकोट 44804, नेपाल",27.6995786,85.4825689,5.0,Saraswatisthan Rd,", hike"
,अमेलीया चोक,"X6C6+GG, सतबरिया 22400, नेपाल",27.9714678,82.2113666,5.0,सतबरिया 22400,", park"
,राप्ती सोनारी,"राप्ती सोनारी, नेपाल",28.0577911,81.9059636,,नेपाल,", tourist_attraction"
,Jafri Masjid Jafar Purwa Banke,"Unnamed Road, 21900, नेपाल",28.0225028,81.6991564,5.0,21900,", mosque"
,Prayash Bangur Farm,"2CXW+C8M, घोराही 22400, नेपाल",28.0485945,82.4458111,0.0,घोराही 22400,", zoo"
,पोख्राथान मन्दिर pokhrathan mandir,"XQHH+V76, 21900, नेपाल",27.9796528,81.7781466,5.0,21900,", hindu_temple"
,नेपाल ट्रेकिङ कम्पनी प्रा लिमिटेड,"Chhetrapati Chowk, पकनाजोल मार्ग, काठमाडौँ 44600, नेपाल",27.7113238,85.3085351,4.7,पकनाजोल मार्ग,", trek"
,Dhakeri Picnic Spot,"4QW8+XRQ, महेन्द्र राजमार्ग, महादेवपुरी 21900, नेपाल",28.1474581,81.7670992,3.6,महेन्द्र राजमार्ग,", picnic"
,Delhi Pahiro,"32PW+W8, पञ्चकुले 21900, नेपाल",28.0873422,82.0458007,0.0,पञ्चकुले 21900,", hike"
,Baijanath Vatika बैजनाथ वाटिका,"5J88+682, 21915, नेपाल",28.1655187,81.6157596,3.8,21915,", park"
,"Salvation Church, Baijanath","6MGF+X6, कोहलपुर 21904, नेपाल",28.2271822,81.6736091,5.0,कोहलपुर 21904,", church"
,Banke,"6HHR+P7, बाँसगढी 21904, नेपाल",28.2293734,81.5905984,3.8,बाँसगढी 21904,", tourist_attraction"
,"Hayaat Jama Masjid(हयात् जामा मस्जिद)khajura-8,Ghiya Street","5H6R+7FR, रानियापुर 21900, नेपाल",28.1602386,81.5906459,5.0,रानियापुर 21900,", mosque"
,NB Aquarium House,"M9Q8+549, TOWN PLANNING, OLD, काठमाडौँ 44600, नेपाल",27.6879155,85.3653744,4.6,TOWN PLANNING,", aquarium"
,Khajura Minipark And Restro.,"Gulariya - Nepalganj Hwy, 21900, नेपाल",28.1259459,81.5798493,4.0,21900,", park"
,"Victory AG Church, Khajura","21900, नेपाल",28.1223464,81.5746497,5.0,नेपाल,", church"
,Dharmaraj,"Khajura 2 , 21900, नेपाल",28.0807101,81.5446376,4.5,21900,", hindu_temple"
,Pulchok Khajur Banke,"3HQ3+J4J, 21900, नेपाल",28.0890796,81.5527535,0.0,21900,", monument"
,Khajura Rural Municipality,"4HCP+57G, 21900, नेपाल",28.1204333,81.5857169,5.0,21900,", historic_site"
,Khajura Computer Education Center Banke ( खजुरा बाँके ),"21900, नेपाल",28.1257048,81.574688,4.2,नेपाल,", trek"
,FGT Church Nepalgunj,"3JCP+HCR, नेपालगञ्ज 21900, नेपाल",28.071482,81.6359961,4.6,नेपालगञ्ज 21900,", church"
,डुडुवा,"डुडुवा, नेपाल",28.0198604,81.6947513,,नेपाल,", tourist_attraction"
,BADI HALBALDOLI MASJID,"HALBALDOLI, DUDUWA 3, नेपाल",28.0315856,81.7012795,5.0,DUDUWA 3,", mosque"
,Mahakal mandir,"2JCX+V3Q, हिर्मीनिया 21900, नेपाल",28.0222176,81.6477356,4.5,हिर्मीनिया 21900,", hike"
,New Life Gospel Church,"MP86+G55, दमक 57217, नेपाल",26.6662267,87.7105252,5.0,दमक 57217,", church"
,Janaki Batika,"PWJG+3MJ, Janaki Mandir Marg, जनकपुर 45600, नेपाल",26.7302052,85.9266526,4.1,Janaki Mandir Marg,", tourist_attraction"
,बरकाती मस्जिद جامع مسجد جنکپور,"PWHG+X28, जानकी मंदिर मार्ग, जनकपुर 45600, नेपाल",26.7299182,85.9250849,5.0,जानकी मंदिर मार्ग,", mosque"
,Ram Janaki Temple,"5MXR+QG4, कोहलपुर 21904, नेपाल",28.1993958,81.6913295,4.6,कोहलपुर 21904,", hindu_temple"
,श्री राम जानकी विवाह मण्डप,"PWJF+9XQ, जनकपुर 45600, नेपाल",26.7308986,85.9249777,4.6,जनकपुर 45600,", monument"
,जानकी मन्दिर,"Janaki chok, जनकपुर 45600, नेपाल",26.7303858,85.9255589,4.6,जनकपुर 45600,", historic_site"
,Kakhbari,"JFQ3+57, सुर्यविनायक, नेपाल",27.637913,85.453231,3.5,सुर्यविनायक,", hike"
,सरोवर,"2X3M+VP, कलैया 44400, नेपाल",27.0050335,84.9847057,4.0,कलैया 44400,", park"
,Kalaiya calvary church,"2XJW+8RR, कलैया 44400, नेपाल",27.0301206,84.9971654,3.7,कलैया 44400,", church"
,Kalaiya,"22J5+W4J, कलैया 44400, नेपाल",27.0323339,85.0077526,0.0,कलैया 44400,", church"
,कलैया,"कलैया 44400, नेपाल",27.0323339,85.0077526,,नेपाल,", tourist_attraction"
,Bhawanipur Jame Masjid,"22R2+V2J, कलैया 44400, नेपाल",27.0422435,85.0000342,4.4,कलैया 44400,", mosque"
,Belpati Temple,"22H2+9X8, कलैया 44400, नेपाल",27.0284191,85.0024377,4.6,कलैया 44400,", hindu_temple"
,कलैया घण्टाघर,"कलैया 44400, नेपाल",27.0324722,85.0027217,4.0,नेपाल,", monument"
,बराई चौतारा,"QWWP+92J, पिडा 45100, नेपाल",27.7959543,84.9350064,5.0,पिडा 45100,", historic_site"
,Kalapatthar Trekking Store,"सात घुम्ती मार्ग 3, काठमाडौँ 44600, नेपाल",27.7156609,85.3100099,4.1,काठमाडौँ 44600,", trek"
,Bharat Chowk,"बिरगंज-कलैया रोड, कलैया 44400, नेपाल",27.0322498,85.0026745,4.0,कलैया 44400,", hike"
,"Brindaban, Jitpur Simara","4254+4JH, इनर्वासिरा 44400, नेपाल",27.1078156,85.0066193,0.0,इनर्वासिरा 44400,", tourist_attraction"
,Jeetpur Mosque,"गढीमाई 44400, नेपाल",27.1307091,84.9563471,5.0,नेपाल,", mosque"
,Dipak house,"W446+PM6, सिम्रौनगढ 44400, नेपाल",26.9067822,85.1116264,0.0,सिम्रौनगढ 44400,", zoo"
,Prestige Art Gallery,"2VGM+VWJ, वीरगञ्ज 44300, नेपाल",27.0272014,84.884773,0.0,वीरगञ्ज 44300,", art_gallery"
,Simara Thani Mai Temple,"5X9H+RR7, गढीमाई 44400, नेपाल",27.169894,84.9797041,4.3,गढीमाई 44400,", hindu_temple"
,बुद्ध चोक,"हेटौडा 44107, नेपाल",27.4309782,85.0319392,4.3,नेपाल,", monument"
,जीतपुर सिमरा,"जीतपुर सिमरा, नेपाल",27.166499,84.9792233,,नेपाल,", historic_site"
,राधाकृष्ण पिकनिक पार्क,"44400, गढीमाई, नेपाल",27.1698108,84.969922,3.9,गढीमाई,", picnic"
,पार्क,"33RR+WMQ, हरैया 44400, नेपाल",27.0929604,85.0921788,5.0,हरैया 44400,", park"
,"Kolhabi Pani Tanki,Kolhabi","35FH+6JM, कोल्हवी 44400, नेपाल",27.0730875,85.1790469,0.0,कोल्हवी 44400,", tourist_attraction"
,Masjid Mosque,"343H+WX4, 44400, नेपाल",27.0547681,85.1300124,0.0,44400,", mosque"
,Bhim Sakhuwa ( भिम सखुवा ),"45QF+9MQ, Road, कोल्हवी 44400, नेपाल",27.1384551,85.1742369,4.8,Road,", museum"
,Kolhabi Temple,"35FF+GPW, कोल्हवी 44400, नेपाल",27.0738581,85.1743334,4.0,कोल्हवी 44400,", hindu_temple"
,गढीमाई मन्दिर,"महागढीमाई 44405, नेपाल",26.9934073,85.047285,4.5,नेपाल,", monument"
,"Jamuni River Camping Site,Kolhabi,Bara","35Q8+C2J, कोल्हवी 44400, नेपाल",27.0885773,85.1650299,5.0,कोल्हवी 44400,", hike"
,Nijgadh pani tanki,"652Q+XM9, निजगढ 44401, नेपाल",27.2029309,85.1887212,4.5,निजगढ 44401,", park"
,Nijgadh Christian church,"55JQ+CH7, निजगढ 44401, नेपाल",27.1810998,85.1888678,5.0,निजगढ 44401,", church"
,Riverside Picnic Spot Nijgadh Bara,"65XG+9CR, निजगढ 44401, नेपाल",27.2484809,85.1760139,3.4,निजगढ 44401,", tourist_attraction"
,Gulshan E Madina Masjid,"55HJ+W6V, Shanti Tole Rd, निजगढ 44401, नेपाल",27.1798724,85.1805417,4.3,Shanti Tole Rd,", mosque"
,Nijgadh,"निजगढ 44401, नेपाल",27.2066797,85.1271907,4.3,नेपाल,", museum"
,Shree Krishna Pranami Mandir,"Aananda Bhumi, Nijgadh - 8 00977, नेपाल",27.1811197,85.1855895,4.2,Nijgadh - 8 00977,", hindu_temple"
,Nijgadh bara nepal,"Sahid Chock Nijgadh, Bazar, नेपाल",27.1807157,85.1787682,4.1,Bazar,", trek"
,तामागढि गेट,"55J8+244, AH2, निजगढ 44401, नेपाल",27.1800102,85.165337,4.2,AH2,", hike"
,Charmohharam pul Faruk,"W3C7+X7V, हर्दिया 44400, नेपाल",26.9224965,85.0631636,5.0,हर्दिया 44400,", park"
,Betauna masjid,"Mahagadhimai ,betauna 8, नेपाल",26.970327,85.0893745,3.1,betauna 8,", mosque"
,Rampati Devi Samadhi,"X228+M7R, पिप्राढि गोठ 44400, नेपाल",26.9517711,85.0156587,0.0,पिप्राढि गोठ 44400,", museum"
,मोहोरी पिक्क्निक स्पोर्ट Mohori Picnic Ground,"65WG+R3F, निजगढ 44401, नेपाल",27.2470505,85.1751799,4.1,निजगढ 44401,", picnic"
,Sagar,"X3Q3+4MM, महागढीमाई 44400, नेपाल",26.9874551,85.0541672,0.0,महागढीमाई 44400,", hike"
,Raniwas Picnic Park,"V4R7+4M4, सिम्रौनगढ 44400, नेपाल",26.89007,85.114632,5.0,सिम्रौनगढ 44400,", park"
,जमुनी नहर,"X4RM+7Q9, खोपवा 44400, नेपाल",26.9906544,85.1344976,0.0,खोपवा 44400,", amusement_park"
