id,name,address,latitude,longitude,rating,second_word,types
,Masjid Al-Tawheed,"P979+FW4, Kathmandu 44600, नेपाल",27.7136263,85.3698298,4.0,Kathmandu 44600,", mosque"
,The Nepal Aquarium House,"Road, काठमाडौँ 44600, नेपाल",27.70455,85.3419399,4.5,काठमाडौँ 44600,", aquarium"
,टुँडाल देवी मन्दिर,"काठमाडौँ 44600, नेपाल",27.7267004,85.3352446,4.4,नेपाल,", hindu_temple"
,"Dadeldhura, Aalital","4G4F+39X, आलिताल 10300, नेपाल",29.1052411,80.5234906,4.8,आलिताल 10300,", monument"
,Dhital khatry,"P6Q9+35, छत्रे देउराली 45100, नेपाल",27.7376744,85.2179707,5.0,छत्रे देउराली 45100,", historic_site"
,Actual Adventure Nepal Trekking,"केशर महल, Tridevi Marga, काठमाडौँ 44600, नेपाल",27.7146597,85.3139475,4.9,Tridevi Marga,", trek"
,Saiter dil,"J9J3+29P, गोदावरी 44700, नेपाल",27.6300918,85.353445,5.0,गोदावरी 44700,", hike"
,Changathali prvesh dwar (narkate chowk),"Changathali Rd, महालक्ष्मी, नेपाल",27.647438,85.3663914,3.3,महालक्ष्मी,", tourist_attraction"
,भालेश्वर महादेव मन्दिर,"M684+95W, Chitlang Thankot, 44600, नेपाल",27.6659818,85.2054394,4.6,Chitlang Thankot,", hindu_temple"
,देउराली डाँडा,"WXPQ+GH, धुवाकोट 45100, नेपाल",27.9363666,84.9889157,4.5,धुवाकोट 45100,", tourist_attraction"
,Dewal (Ancient history ),"8JHV+5XJ, 10300, नेपाल",29.3279627,80.6449039,0.0,10300,", museum"
,गाढानीलो,"अमर चित्रकर मार्ग, काठमाडौँ 44600, नेपाल",27.7131615,85.2943528,4.5,काठमाडौँ 44600,", aquarium"
,नवदुर्गा द्यः छेँ,"भक्तपुर 44800, नेपाल",27.6751674,85.4357767,4.7,नेपाल,", hindu_temple"
,नवदुर्गा,"नवदुर्गा, नेपाल",29.3158931,80.7558248,,नेपाल,", monument"
,नवदुर्गा गाविस,"नवदुर्गा गाविस 10300, नेपाल",29.33,80.7,,नेपाल,", monument"
,sahid bhim datta pant statue,"8H5R+GC7, अमरगढी 10300, नेपाल",29.3087981,80.5910567,0.0,अमरगढी 10300,", monument"
,Dapcha Bazaar,"Shree krishna mandir, काशीखण्ड 45200, नेपाल",27.5531117,85.6076882,4.5,काशीखण्ड 45200,", historic_site"
,Thulopadero kandanidada,"625X+5HJ Rakhi dada, लेखनाथ 33700, नेपाल",28.2079555,84.0488793,0.0,लेखनाथ 33700,", historic_site"
,Nava durga mandir gaheta,"XPM5+6JG, थुमपोखरा 33801, नेपाल",27.983113,83.7090323,0.0,थुमपोखरा 33801,", historic_site"
,Panchadeval Picnic Spot,"H9XP+MCJ, गोदावरी 44709, नेपाल",27.5992024,85.3860305,3.8,गोदावरी 44709,", picnic"
,Deurali,"M63H+W95, Matatirtha-Macchegaun Road, चन्द्रागिरी 44600, नेपाल",27.6547527,85.2284866,0.0,Matatirtha-Macchegaun Road,", hike"
,Chaumala Valkaa (Natural Running Water),"QPCM+6PH, Dhabai 10900, नेपाल",28.7705562,80.7343576,0.0,Dhabai 10900,", amusement_park"
,Ajayameru Dadeldhura,"9JH2+X2R, अजयमेरु 10300, नेपाल",29.38,80.6,5.0,अजयमेरु 10300,", church"
,अजयमेरु,"अजयमेरु 10300, नेपाल",29.38,80.6,,नेपाल,", tourist_attraction"
,गन्यापधुरा गाउँपलिका,"10300, नेपाल",29.279153,80.6761211,4.1,नेपाल,", tourist_attraction"
,लाटा गन्याप मन्दिर गन्यापधुरा गाउँपालिका Lataganyap Temple Ganyapdhura RM,"Ganyapdhura Rural Municipality-2, गन्यापधुरा गाउँपालिका-२, नेपाल",29.2792233,80.6759603,5.0,गन्यापधुरा गाउँपालिका-२,", hindu_temple"
,Nature,"5JH5+22, घण्टेश्वर 10800, नेपाल",29.1773041,80.6074888,3.5,घण्टेश्वर 10800,", trek"
,Hotel Parkinn Dailekh,"RPW7+CQ4, नारायण नगरपालिका 21600, नेपाल",28.8459787,81.7144758,4.6,नारायण नगरपालिका 21600,", park"
,Full Gospel Church,"RPX8+5H6, नारायण नगरपालिका 21600, नेपाल",28.8475276,81.7177931,5.0,नारायण नगरपालिका 21600,", church"
,"Dailekh Fort ,दैलेख गढी","RPR5+6WQ, नारायण नगरपालिका 21600, नेपाल",28.8374475,81.7082737,3.7,नारायण नगरपालिका 21600,", tourist_attraction"
,MADINA MASJID MODARASA QADRIA KURA BHAIRABI GAONPALIKA (3) Badalamji DADIMADI District. DAILEKH KARNALI Province (6) NEPAL,"WJ3J+H4Q gaupalika, दुल्लु 21600, नेपाल",28.9039513,81.6302777,5.0,दुल्लु 21600,", mosque"
,दैलेख Dailekh Heart of Nepal,"WQP5+GPR, भवानी 21600, नेपाल",28.9363514,81.7592709,3.7,भवानी 21600,", museum"
,कला नेपाल,"सगरमाथा बजार, पर्यटन मार्ग, काठमाडौँ 44600, नेपाल",27.7150598,85.3108008,4.9,पर्यटन मार्ग,", art_gallery"
,बेलासपुर मन्दिर दैलेख,"Mandir, Belaspur Mandir, नारायण नगरपालिका 21600, नेपाल",28.8579794,81.7276393,4.1,Belaspur Mandir,", hindu_temple"
,"पञ्चदेवल,दैलेख","VP6F+P8F, नारायण नगरपालिका 21600, नेपाल",28.8618225,81.7233061,4.5,नारायण नगरपालिका 21600,", monument"
,"Lohare, Dailekh","RP7Q+F9, बिन्ध्याबासिनी 21600, नेपाल",28.8137297,81.738476,0.0,बिन्ध्याबासिनी 21600,", hike"
,Baleshwor Park,"VJH5+6GX, दुल्लु 21600, नेपाल",28.8781139,81.608872,5.0,दुल्लु 21600,", park"
,GKII Jemaat Oelbima,"RT 12 RW 06 Dusun 3 Desa, दुल्लु, नेपाल",28.8527045,81.5815776,5.0,दुल्लु,", church"
,तल्लो डुङ्गेश्वर,"QHHJ+VGV, 21600, नेपाल",28.779734,81.5812969,4.1,21600,", tourist_attraction"
,Malika Temple,"RJ3R+36, दुल्लु 21600, नेपाल",28.8027249,81.6405817,5.0,दुल्लु 21600,", hindu_temple"
,"माथिल्लो डुङ्गेश्वर बजार, दैलेख","Duneshwor khola bridge, दैलेख सडक, 21600, नेपाल",28.7600161,81.6629383,3.9,दैलेख सडक,", monument"
,दैलेख,"दैलेख, नेपाल",28.9261863,81.647344,,नेपाल,", historic_site"
,दुल्लु,"दुल्लु, नेपाल",28.8527045,81.5815776,,नेपाल,", historic_site"
,"दुल्लु नगरपालिकाको कार्यालय, दुल्लू दैलेख","VJ53+37P, दुल्लु 21600, नेपाल",28.857701,81.6032113,3.1,दुल्लु 21600,", historic_site"
,धुलेश्वर मन्दिर,"VJQ8+VF4, दुल्लु 21600, नेपाल",28.8896445,81.6161883,4.5,दुल्लु 21600,", historic_site"
,Deuti than,"VJCX+V8, रावतकोट 21600, नेपाल",28.8721522,81.6483716,5.0,रावतकोट 21600,", historic_site"
,मुसेटाकुराको डाडो,"VJ57+JJ5, दुल्लु 21600, नेपाल",28.8590196,81.6140992,0.0,दुल्लु 21600,", trek"
,ओखलढुङ्गा,"VJ6C+44P, दुल्लु 21600, नेपाल",28.8603324,81.6203348,0.0,दुल्लु 21600,", hike"
,Galchuka dada nimayal,"2F82+Q9X, सिगौदी 21600, नेपाल",29.0164483,81.4514234,4.2,सिगौदी 21600,", park"
,Dream Church,"Hattiban Marg, ललितपुर 44600, नेपाल",27.6477056,85.3317494,5.0,ललितपुर 44600,", church"
,"Jaljale Bazar, Dailekh","VM8G+48Q, नारायण नगरपालिका 21600, नेपाल",28.8653476,81.6758682,4.0,नारायण नगरपालिका 21600,", tourist_attraction"
,Adhikari temple,"2G82+F3C, तीलेपाटा 21600, नेपाल",29.0161829,81.5001847,3.5,तीलेपाटा 21600,", hindu_temple"
,Aathbis municipality 9 dailekh,"2GXM+X8W, सिंहासैन गा.वि.स. 21600, नेपाल",29.05,81.533333,0.0,सिंहासैन गा.वि.स. 21600,", picnic"
,Dharampur 8 lalu kalikot,"4HW3+2GM, लालु 21300, नेपाल",29.1450772,81.5538046,0.0,लालु 21300,", hike"
,Dhuleshwor Park,"VJR9+29, दुल्लु 21600, नेपाल",28.8900137,81.6184331,0.0,दुल्लु 21600,", park"
,Bhairabi Rural Municipality Office,"WJFF+WW5, Dailekh, Bhairabi Rural Municipality, दुल्लु, नेपाल",28.924773,81.6248281,3.3,Dailekh,", picnic"
,Nermal Arts Dailekh,"RPP5+G9Q, नारायण नगरपालिका 21600, नेपाल",28.8363541,81.7084702,0.0,नारायण नगरपालिका 21600,", art_gallery"
,"महाबु धाम,दैलेख-कालिकोट","2Q63+QG5, बालुवाटार 21600, नेपाल",29.0118939,81.7538439,4.8,बालुवाटार 21600,", hindu_temple"
,महावु,"महावु, नेपाल",28.9138754,81.6630831,,नेपाल,", trek"
,"Mahabu Bhanjyang,Dailekh-Kalikot Border","2Q63+QG5, बालुवाटार 21600, नेपाल",29.0125458,81.7526599,0.0,बालुवाटार 21600,", trek"
,रानीमत्ता भ्यू टावर,"दैलेख सडक, 21700, नेपाल",28.6851929,81.6352827,4.6,21700,", park"
,घण्टाघर बाल उद्यान,"HJWC+W57, Unnamed Road, वीरेन्द्रनगर 21700, नेपाल",28.5972769,81.6204233,4.2,Unnamed Road,", amusement_park"
,Jame Masjid Sakhada,"Sakhada Muslim Toll, Unnamed Road, 56400, नेपाल",26.4519877,86.7362092,4.9,Unnamed Road,", mosque"
,गहरा (थामडाडा),"MM5C+QH, वीरेन्द्रनगर 21700, नेपाल",28.6592452,81.6710661,0.0,वीरेन्द्रनगर 21700,", museum"
,शिवालय मन्दिर,"PJ5P+WV5 गुराँस ५, 21600, नेपाल",28.7097684,81.637235,0.0,21600,", hindu_temple"
,गुराँसे बजार,"दैलेख सडक, 21600, नेपाल",28.6936346,81.6287613,4.1,21600,", monument"
,गुराँस,"गुराँस, नेपाल",28.7097684,81.637235,,नेपाल,", historic_site"
,जर्बुटा डाँडा,"JJFW+G92, वीरेन्द्रनगर 21700, नेपाल",28.6237704,81.6458798,4.6,वीरेन्द्रनगर 21700,", trek"
,Daha ghau,"QMC4+X42, दुल्लु 21600, नेपाल",28.7723754,81.6552558,5.0,दुल्लु 21600,", hike"
,ठाँटीकाँध,"ठाँटीकाँध, नेपाल",28.9814917,81.5281271,,नेपाल,", park"
,Jaitun Jivan Jyoti A.G Church,"RMP Dailekh, नौमुले 21600, नेपाल",28.9083109,81.8278694,0.0,नौमुले 21600,", church"
,Aqurium Shop,"HJV8+VGQ, वीरेन्द्रनगर 21700, नेपाल",28.594712,81.6163504,0.0,वीरेन्द्रनगर 21700,", aquarium"
,Bheri Nice Aquarium Shop,"HJV8+W66, Hatiya Rd, वीरेन्द्रनगर 21700, नेपाल",28.5948192,81.6155131,0.0,Hatiya Rd,", aquarium"
,Malika mandir Dailekh,"XFWM+667, 21600, नेपाल",28.9955328,81.4830496,5.0,21600,", hindu_temple"
,भेरी खोला,"QRR8+4PX, 21600, नेपाल",28.7903709,81.8168714,0.0,21600,", park"
,भगवतीमाई,"भगवतीमाई, नेपाल",28.7885109,81.8509499,,नेपाल,", tourist_attraction"
,Bhagawatimai Temple,"RV25+MG3, 21600, नेपाल",28.801638,81.858798,4.0,21600,", hindu_temple"
,Khumai dada खुमै डाँडा,"Great Machhapuchchhre Trail GMT, माछापुच्छ्रे 33700, नेपाल",28.390568,83.9348234,4.7,माछापुच्छ्रे 33700,", trek"
,दंगाली चोक,"PPW2+GM, डाँडा पराजुल 21600, नेपाल",28.746273,81.701702,2.0,डाँडा पराजुल 21600,", park"
,"Upper Dungeswor,Dailekh","दैलेख सडक, 21600, नेपाल",28.7609063,81.6631526,4.0,21600,", mosque"
,Kalika temple,"WR5H+85R, नौमुले 21600, नेपाल",28.908374,81.8279011,0.0,नौमुले 21600,", park"
,नौमुले,"नौमुले 21600, नेपाल",28.908374,81.8279011,,नेपाल,", park"
,नौमुले,"नौमुले, 21600, नेपाल",28.9083109,81.8278694,,21600,", park"
,Mulkhola,"WR5H+85R, नौमुले 21600, नेपाल",28.908374,81.8279011,0.0,नौमुले 21600,", park"
,महादेभ,"RR25+RV7, 21600, नेपाल",28.8020284,81.8096796,0.0,21600,", park"
,नाभिस्थान दैलेख,"RMW8+RCH, नारायण नगरपालिका 21600, नेपाल",28.8470539,81.6661104,4.4,नारायण नगरपालिका 21600,", monument"
,पिपल रुख,"WJ29+8FH, Unnamed Road, दुल्लु 21600, नेपाल",28.9008017,81.6187328,4.5,Unnamed Road,", park"
,चामुण्डा विन्द्रासैनी,"चामुण्डा विन्द्रासैनी, नेपाल",28.9195792,81.5321393,,नेपाल,", church"
,कालिका मन्दिर भैरी,"WJCG+5C6 warda no. 4, 21600, नेपाल",28.9204246,81.62601,5.0,21600,", hindu_temple"
,Chamundabindrasaini Municipality,"WGFR+XG9, ल्याटी बिन्द्रासेनी 21600, नेपाल",28.9248837,81.5413361,3.5,ल्याटी बिन्द्रासेनी 21600,", monument"
,चामुण्डा,"चामुण्डा 21600, नेपाल",28.96,81.58,,नेपाल,", monument"
,Chamunda bindrasaini municipality padampur Jambukandh,"WHH5+VCG, जम्बुकांध 21600, नेपाल",28.9296824,81.5585689,4.0,जम्बुकांध 21600,", picnic"
,Chamunda bindrasaini municipality 1 Dailekh,"XHHW+FX6, 21600, नेपाल",28.9786785,81.5973609,0.0,21600,", picnic"
,Gothikada,"JHMM+JX9, गडि वयलकाँडा 21700, नेपाल",28.634212,81.5843322,4.0,गडि वयलकाँडा 21700,", picnic"
,राप्ती शान्ति उद्यान,"48W9+Q35, Unnamed Road, तुलसीपुर 22412, नेपाल",28.1468925,82.3177289,4.3,Unnamed Road,", park"
,Fun park,"47JX+56M, तुलसीपुर 22412, नेपाल",28.1304503,82.2980335,3.0,तुलसीपुर 22412,", amusement_park"
,Tulsipur Holy Light Church,"Shree Nagar Tole, Beluwa Dang 1, तुलसीपुर 22412, नेपाल",28.139335,82.29307,5.0,Beluwa Dang 1,", church"
,AzaKhanaZahra a.s Tulsipur,"583F+Q9Q, तुलसीपुर 22412, नेपाल",28.154453,82.3234843,0.0,तुलसीपुर 22412,", mosque"
,Mosque,"583F+Q9Q, तुलसीपुर 22412, नेपाल",28.154453,82.3234843,0.0,तुलसीपुर 22412,", mosque"
,Kailash Aquarium House Tulsipur Dang,"48J2+WW9, तुलसीपुर 22412, नेपाल",28.1322898,82.3023598,5.0,तुलसीपुर 22412,", aquarium"
,"Barahi Temple, Paddha Dang Rapti","37QC+FMG, तुलसीपुर 22412, नेपाल",28.0886875,82.271742,3.7,तुलसीपुर 22412,", hindu_temple"
,बिरेन्द्र चोक तुलसिपुर,"47MX+86G, F015, तुलसीपुर 22412, नेपाल",28.1333236,82.2980804,4.3,F015,", monument"
,Dang tulsipur,"तुलसीपुर 22412, नेपाल",28.1284746,82.3068771,4.3,नेपाल,", trek"
,श्रीकृष्ण चोक,"47MH+RXC, तुलसीपुर 22412, नेपाल",28.1344658,82.2802615,5.0,तुलसीपुर 22412,", hike"
,गिठेपानी सिंचाइ ड्याम,"3F6W+QRP, घोराही 22400, नेपाल",28.0619555,82.4970782,4.3,घोराही 22400,", amusement_park"
,Dhundi Dream Park Pvt. Ltd.,"2F3X+V4V, घोराही 17, नेपाल",28.0047278,82.4978159,4.7,घोराही 17,", museum"
,"अम्बिकेश्वरी मन्दिर, दाङ","अम्बिकेश्वरी मन्दिर, Ambapur Rd, घोराही 22400, नेपाल",28.0427428,82.5008713,4.5,Ambapur Rd,", hindu_temple"
,Lamahi Biodiversity Park,"VGG9+28M, महेन्द्र राजमार्ग, लमही 22414, नेपाल",27.875093,82.5182827,4.0,महेन्द्र राजमार्ग,", park"
,Prashansa Church प्रशंसा मण्डली,"VGFF+4PW, लमही 22414, नेपाल",27.8728487,82.5243167,5.0,लमही 22414,", church"
,Lamahi View Tower,"लमही 22414, नेपाल",27.8775677,82.521316,4.2,नेपाल,", tourist_attraction"
,Madarsa Nurul Islam,"VG9F+RMP, Lamahi - Koilabas Rd, लमही 22414, नेपाल",27.8695991,82.524258,4.3,Lamahi - Koilabas Rd,", mosque"
,Daya Shankar house,"RHVR+CHF, लमही, नेपाल",27.8433092,82.5919162,0.0,लमही,", museum"
,Lamahi temple,"VGFC+GRF, लमही 22414, नेपाल",27.8738122,82.5220485,0.0,लमही 22414,", hindu_temple"
,Lamahi hill viewpoint,"VGRC+FW, लमही 22414, नेपाल",27.8911529,82.5223204,5.0,लमही 22414,", trek"
,Lamahi Dang- लमहि दाङ,"VG5F+96X, लमही 22414, नेपाल",27.8584778,82.5230978,4.2,लमही 22414,", picnic"
,Balidan AG church Atthaise dang,"XHG9+475, घोराही-रामपुर सडक, रामपुर 22400, नेपाल",27.9760924,82.5682859,4.0,घोराही-रामपुर सडक,", church"
,Banglachuli View Tower,"2P2C+W2, मर्कावाङ 22300, नेपाल",28.0023534,82.7201151,4.0,मर्कावाङ 22300,", tourist_attraction"
,बंगलाचुली,"बंगलाचुली, नेपाल",28.0051202,82.6801838,,नेपाल,", historic_site"
,Camping,"2GV9+M39, घोराही 22400, नेपाल",28.0441607,82.5177386,0.0,घोराही 22400,", hike"
,श्रीगाउँ सामुदायिक बन रच्पल दाङ,"45QV+M69, श्रीगाउँ 22412, नेपाल",28.1391681,82.1931202,0.0,श्रीगाउँ 22412,", park"
,Karuna AG Church,"36MM+2JV, तुलसीपुर 22412, नेपाल",28.0826239,82.2340474,4.9,तुलसीपुर 22412,", church"
,Subhani Jama Masjid,"2FRR+C5W, घोराही 22400, नेपाल",28.0411413,82.4909997,4.5,घोराही 22400,", mosque"
,Subhani Jama Masjid,"2FWW+F6X, घोराही 22400, नेपाल",28.0462394,82.4956269,0.0,घोराही 22400,", mosque"
,धारपानी मन्दिर Dharapani Temple ( World’s Tallest Trishul),"XCCW+G67, धरना 22400, नेपाल",27.9712844,82.4455025,4.6,धरना 22400,", monument"
,Dangisharan Cultural Homestay दंगिशरण सांस्कृतिक होमस्टे,"Paschim galli, near Ratri Aadharbhut School Dangisharan-4, Baibang 22409, नेपाल",28.0832191,82.1954185,4.9,near Ratri Aadharbhut School Dangisharan-4,", historic_site"
,Shangri-la Nepal Trek P. Ltd,"10, Kapan, Panchakanya Chowk Bhudanilkantha, काठमाडौँ 44600, नेपाल",27.7335773,85.353388,3.9,Kapan,", trek"
,Raniban park and picnic spot,"4669+74, हेकुली 22412, नेपाल",28.1107423,82.2178119,5.0,हेकुली 22412,", picnic"
,Namaste Deukhuri Park,"QGPR+HVQ, गढवा, नेपाल",27.7864745,82.5422369,5.0,गढवा,", park"
,Salvation Church,"RG8W+8C, गढवा 22414, नेपाल",27.8158498,82.5460608,5.0,गढवा 22414,", church"
,गढवा,"गढवा, नेपाल",27.7582627,82.5294065,,नेपाल,", tourist_attraction"
,कोटाही माता मंदिर गढ़वा नेपाल,"RG7R+4RR, गढवा 22414, नेपाल",27.8128628,82.5420293,4.5,गढवा 22414,", hindu_temple"
,Kandara Mandir,"QGX7+RR5, गढवा 22414, नेपाल",27.7995225,82.5146027,5.0,गढवा 22414,", monument"
,घ्याम्पे डाँडा,"JCRC+FGW, Ghyampe Danda Sadak, अनन्तलिङ्गेश्वर 44800, नेपाल",27.6412309,85.4213408,4.2,Ghyampe Danda Sadak,", picnic"
,Koilabas sky cycling,"MGWG+F87, कोइलाबास 22400, नेपाल",27.6961567,82.5258023,4.3,कोइलाबास 22400,", hike"
,Mukti church,"V6CP+4J5 Raptisonari 2, राजपुर 22400, नेपाल",27.8702739,82.2365981,0.0,राजपुर 22400,", church"
,Dangdunge,"PXR5+3M4, पिस्कर 45302, नेपाल",27.7401345,85.9591941,5.0,पिस्कर 45302,", tourist_attraction"
,Shiva Temple Bhauwa Naka -Dang,"W3JH+MQ7, राजपुर, नेपाल",27.9316613,82.0794117,4.5,राजपुर,", hindu_temple"
,राजपुर,"राजपुर, नेपाल",27.8702739,82.2365981,,नेपाल,", historic_site"
,Randonnée Népal Treks (P) Ltd.,"Paiyutar, Kapan, Post Box: 11503, काठमाडौँ 44600, नेपाल",27.7410152,85.3749867,4.1,Kapan,", trek"
,dang sisahaniya,"VM55+9MJ, सिसहनिया 22400, नेपाल",27.8584714,82.6591465,5.0,सिसहनिया 22400,", park"
,Narti Gospal Church,"VJ72+GJ8, लमही 22400, नेपाल",27.8637591,82.6015687,3.0,लमही 22400,", church"
,Rapti River Dang,"लालमटिया 22404, नेपाल",27.8389445,82.7624238,3.0,नेपाल,", tourist_attraction"
,Darul huda madarsa,"RQR9+HM3, लालमटिया 22404, नेपाल",27.8413883,82.7691766,5.0,लालमटिया 22404,", mosque"
,"बगरापुर थारु संग्रालय देउखुरी, दाङ","RJGP+52M, सिसहनिया 22400, नेपाल",27.8259533,82.6345828,3.3,सिसहनिया 22400,", museum"
,Hanseshor Mahadev Temple,"RJ6G+QR7, गोबरडिहा 22400, नेपाल",27.8119115,82.6270551,4.5,गोबरडिहा 22400,", hindu_temple"
,गणतन्त्र स्मारक,"P88F+6PF, नारायणहिटी पथ, काठमाडौँ 44600, नेपाल",27.715573,85.324286,4.1,नारायणहिटी पथ,", monument"
,Ghoskhola daha,"Rapti 9, नेपाल",27.9071695,82.7560025,4.8,नेपाल,", trek"
,Kulpani Park,"RP46+Q5, गोबरडिहा 22400, नेपाल",27.8069343,82.7103862,4.3,गोबरडिहा 22400,", picnic"
,ओम शान्ति पार्क,"M8HM+H6G, काठमाडौँ 44600, नेपाल",27.6789342,85.3330794,4.2,काठमाडौँ 44600,", park"
,तीनपाने चोक,"45CP+HX, श्रीगाउँ 22412, नेपाल",28.1214813,82.1874222,0.0,श्रीगाउँ 22412,", amusement_park"
,Glory A.G. church,"56GF+223, शान्तिनगर 3, नेपाल",28.1750139,82.2225381,0.0,शान्तिनगर 3,", church"
,Sangam Tole,"PHWX+H59, महादेवस्थान मन्डन, नेपाल",27.7464047,85.5979911,5.0,महादेवस्थान मन्डन,", tourist_attraction"
,Shanti Dham,"Q8Q4+FRX, तारकेश्वर 44600, नेपाल",27.792629,85.3082626,4.3,तारकेश्वर 44600,", hindu_temple"
,शान्तिनगर,"शान्तिनगर, नेपाल",28.1838151,82.2257298,,नेपाल,", historic_site"
,Siddhikali Picnic Spot,"M9JM+4HV, मध्यपुर ठिमी 44600, नेपाल",27.6803651,85.3839287,4.5,मध्यपुर ठिमी 44600,", picnic"
,Dangdunge view point,"JFQ4+5V, सुर्यविनायक, नेपाल",27.6379729,85.4572117,5.0,सुर्यविनायक,", hike"
,पुरनधारा छहरा,"53P6+8M8, पुरनधारा 22400, नेपाल",28.1857891,82.0617065,4.5,पुरनधारा 22400,", park"
,Bijay A.G church hapure,"54WM+724, पुरनधारा 22400, नेपाल",28.1955095,82.1332974,5.0,पुरनधारा 22400,", church"
,Babai view point tower,"8PX7+PC, बाँसगढी 21800, नेपाल",28.3492995,81.7136247,3.0,बाँसगढी 21800,", tourist_attraction"
,Mahalbari Mosque(मस्जिद),"FVCM+5HJ, कुडिया 33007, नेपाल",27.4704696,83.8838968,4.5,कुडिया 33007,", mosque"
,Temple,"9P46+JXF, बाँसगढी 21800, नेपाल",28.3565557,81.7124108,4.9,बाँसगढी 21800,", hindu_temple"
,"Babai-7 Dholpur,Dang","44F4+H73, पञ्चकुले 22400, नेपाल",28.1238916,82.1056579,3.0,पञ्चकुले 22400,", monument"
,Batashe Dada,"P7H4+F46, नागार्जुन 44600, नेपाल",27.7290951,85.2544025,4.3,नागार्जुन 44600,", hike"
,मञ्जुश्री पार्क,"कीर्तिपुर 44600, नेपाल",27.6604717,85.29303,4.1,नेपाल,", park"
,Church,"M6VG+2G7, काठमाडौँ 44600, नेपाल",27.692549,85.2262937,0.0,काठमाडौँ 44600,", church"
,A.G Stuti Church,"RGRR+RW6, Darchula - Tinkar Rd, मोह्ती 10100, नेपाल",29.8420529,80.5422617,3.3,Darchula - Tinkar Rd,", church"
,Lalita khadayat,"PG9P+77V ward no.1 Baril darchula, 10100, नेपाल",29.7182327,80.5356808,2.0,10100,", tourist_attraction"
,दर्लम महाकाली मन्दिर,"तानसेन-राम्दी सडक, दर्लमडाँडा 32500, नेपाल",27.8920667,83.6068208,4.3,दर्लमडाँडा 32500,", monument"
,Nepal Mountain Trekkers,"Pyramid Galli, काठमाडौँ 44600, नेपाल",27.7127498,85.3096466,5.0,काठमाडौँ 44600,", trek"
,The Great Wall of Nepal,"काठमाडौँ 44600, नेपाल",29.8019964,80.8501306,4.5,नेपाल,", hike"
,Sirad kapsyoda,"QF54+FCJ, 10100, नेपाल",29.7587115,80.4560016,5.0,10100,", park"
,Shailyashikhar Municipality,"MG9X+W5G, Darchula Road, गोकुलेश्वर 10100, नेपाल",29.6697157,80.5479814,4.0,Darchula Road,", church"
,Shree Shailya Shikhar Malikarjun Temple,"10100, नेपाल",29.7347144,80.4857803,4.6,नेपाल,", mosque"
,महानन्द जोशी,"MC8Q+PG, बुढाकोट 10100, नेपाल",29.6661416,80.4394012,0.0,बुढाकोट 10100,", museum"
,शैल्यशिखर,"शैल्यशिखर, नेपाल",29.7182327,80.5356808,,नेपाल,", art_gallery"
,तङ्ले भेल,"Darchula Rd, हुती 10100, नेपाल",29.9010996,80.5793745,0.0,हुती 10100,", historic_site"
,Picnic area,"salya shikar 6, panebaj 10100, नेपाल",29.7179048,80.4931472,0.0,panebaj 10100,", picnic"
,मालिकार्जुन,"मालिकार्जुन 10100, नेपाल",29.75,80.49,,नेपाल,", park"
,chamlliya river muhan,"Darchula Apihimal 1,Nepal, 10100, नेपाल",29.8328857,80.5379297,4.0,Nepal,", hike"
,"Api Base Camp(South),Darchula","RM 1, ब्याश 10100, नेपाल",29.9694341,80.9381723,4.9,ब्याश 10100,", park"
,Kapil Himal (कपिल हिमाल),"Darchula Apihimal 3, 10100, नेपाल",29.8090756,80.8746848,0.0,10100,", church"
,अपिहिमाल,"अपिहिमाल, नेपाल",29.8154457,80.8478196,,नेपाल,", mosque"
,अपि नाम्पा संरक्षण क्षेत्र,"10100, नेपाल",29.9363466,80.8986502,4.1,नेपाल,", mosque"
,App Aquarium House,"P996+RHX, बौद्ध सडक, काठमाडौँ 44600, नेपाल",27.7196178,85.3615054,3.6,बौद्ध सडक,", aquarium"
,आध्यात्मिक कला,"Thaina-6, ललितपुर 44700, नेपाल",27.6695101,85.3262453,4.9,ललितपुर 44700,", art_gallery"
,surma bhawani mandir,"QXQW+GF2, कान्दा 10100, नेपाल",29.7887502,80.9961315,5.0,कान्दा 10100,", hindu_temple"
,डाइभर सिटी पार्क सुण्डमुण्ड,"QJXM+9J, अपी 10100, नेपाल",29.7984354,80.6340875,4.2,अपी 10100,", park"
,Naugad RM Office Darchula,"QM86+HQX, Darchula Na, सिप्टी, नेपाल",29.7664965,80.6619874,2.0,Darchula Na,", mosque"
,"BADAL MALL, Hikila, Darchula","WJ35+VC7, हिकीला 10100, नेपाल",29.9046746,80.6086187,3.4,हिकीला 10100,", museum"
,लटिनाथ माण्डौं,"QJMQ+QH6, 10100, नेपाल",29.784424,80.6388974,4.5,10100,", hindu_temple"
,नौगाड,"नौगाड, 10100, नेपाल",29.7423577,80.694958,,10100,", historic_site"
,दैलाड Dailaad,"RJ5M+M46, 10100, नेपाल",29.8091518,80.6327716,5.0,10100,", trek"
,Tusha Hiti,"सुन्दरी चोक, ललितपुर 44700, नेपाल",27.6726924,85.3251143,4.8,ललितपुर 44700,", monument"
,दुहुँ,"दुहुँ, 10100, नेपाल",29.9083635,80.6072663,,10100,", trek"
,Chuchche Dhunga Picnic Spot,"kali temple, धुलिखेल 45200, नेपाल",27.6104166,85.5690068,4.4,धुलिखेल 45200,", picnic"
